Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Shouting Index,Creation Index,Passing Index,Possession Index,Defense Index,Global Index
Anass Salah-Eddine,NED,"Roma, Twente","Italian Serie A, UEFA Europa League",LB,Defender,23,861,1,42,78,55,73,66,63
Anass Zaroury,MAR,Lens,French Ligue 1,LW,Forward,24,1405,1,59,68,77,81,59,69
Anastasios Bakasetas,GRE,Panathinaikos,UEFA Europa Conference League,AM,Midfielder,31,387,1,91,80,86,80,52,73
Anastasios Donis,GRE,APOEL,UEFA Europa Conference League,LM,Midfielder,28,325,1,97,59,30,55,25,46
Anastasios Douvikas,GRE,"Celta Vigo, Como","Italian Serie A, Spanish La Liga",AM,Forward,25,1280,1,49,46,27,22,39,39
Ander Barrenetxea,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",LM,Midfielder,23,1751,1,86,83,39,69,48,60
Ander Guevara,ESP,Alavés,Spanish La Liga,DM,Midfielder,27,1947,1,28,35,55,31,58,45
Ander Herrera,ESP,Athletic Club,"Spanish La Liga, UEFA Europa League",DM,Midfielder,35,368,1,40,57,72,66,65,62
Anders Christiansen,DEN,Malmö,UEFA Europa League,AM,Forward,34,425,1,51,72,69,63,27,61
Anders Dreyer,DEN,Anderlecht,UEFA Europa League,RW,Forward,26,315,1,62,73,74,67,41,67
Anders Hagelskjær,DEN,Molde,UEFA Europa Conference League,CB,Defender,27,283,1,43,55,79,78,82,74
Anderson,BRA,Pafos FC,UEFA Europa Conference League,AM,Forward,27,252,1,57,50,39,29,33,45
Andoni Gorosabel,ESP,Athletic Club,"Spanish La Liga, UEFA Europa League",RB,Defender,28,1956,1,33,71,65,60,63,59
Andraž Šporar,SVN,Panathinaikos,UEFA Europa Conference League,AM,Forward,30,98,1,32,27,27,20,20,27
Andre-Frank Zambo Anguissa,CMR,Napoli,Italian Serie A,RM,Midfielder,29,2852,1,80,62,59,46,43,54
Andrea Belotti,ITA,"Benfica, Como","Italian Serie A, UEFA Champions League",AM,Forward,31,652,1,50,33,35,20,51,37
Andrea Cambiaso,ITA,Juventus,"Italian Serie A, UEFA Champions League",LB,Defender,25,2786,1,82,86,72,89,44,66
Andrea Carboni,ITA,Monza,Italian Serie A,CB,Defender,24,2191,1,39,35,35,38,57,45
Andrea Colpani,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",RW,Forward,26,1541,1,45,50,58,56,51,51
Andrea Petagna,ITA,Monza,Italian Serie A,AM,Forward,29,335,1,25,20,23,17,34,22
Andrea Pinamonti,ITA,Genoa,Italian Serie A,AM,Forward,25,2850,1,71,34,30,16,31,41
Andreas Albers,DEN,St. Pauli,German Bundesliga,AM,Forward,34,62,1,96,52,68,63,62,70
Andreas Christensen,DEN,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,29,262,1,43,30,78,68,70,65
Andreas Cornelius,DEN,FC Copenhagen,UEFA Europa Conference League,AM,Forward,31,174,1,18,33,26,17,53,26
Andreas Hanche-Olsen,NOR,Mainz 05,German Bundesliga,CB,Defender,28,1284,1,78,41,33,25,47,44
Andreas Helmersen,NOR,Bodø/Glimt,UEFA Europa League,AM,Forward,27,255,1,54,54,42,24,58,47
Andreas Ntoi,GRE,Olympiacos,UEFA Europa League,CB,Defender,21,27,1,39,16,35,22,83,51
Andreas Pereira,BRA,Fulham,English Premier League,DM,Midfielder,29,2013,1,48,79,58,56,24,48
Andreas Schjelderup,NOR,Benfica,UEFA Champions League,LW,Forward,20,402,1,24,63,45,55,60,47
Andreas Skov Olsen,DEN,"Club Brugge, Wolfsburg","German Bundesliga, UEFA Champions League",RM,Forward,25,901,1,33,68,77,73,53,59
Andrei Gheorghiță,ROU,FCSB,UEFA Europa League,AM,Forward,22,147,1,72,48,62,62,49,60
Andrei Ratiu,ROU,Rayo Vallecano,Spanish La Liga,RB,Defender,26,3065,1,80,88,62,76,52,65
Andrej Ilic,SRB,Union Berlin,German Bundesliga,AM,Forward,25,937,1,84,29,34,16,38,44
Andrej Kramarić,CRO,Hoffenheim,"German Bundesliga, UEFA Europa League",AM,Forward,33,3247,1,50,66,78,71,37,63
Andres Cuenca,ESP,Barcelona,UEFA Champions League,CB,Defender,17,7,1,39,16,52,74,43,49
Andrew Omobamidele,IRL,Strasbourg,French Ligue 1,CB,Defender,22,539,1,39,22,35,41,49,41
Andrew Robertson,SCO,Liverpool,"English Premier League, UEFA Champions League",LB,Defender,31,3032,1,32,83,82,83,33,56
Andrey Santos,BRA,Strasbourg,French Ligue 1,CM,Midfielder,21,2855,1,88,51,63,41,77,65
Andri Fannar Baldursson,ISL,Elfsborg,UEFA Europa League,CM,Midfielder,22,194,1,34,44,57,13,91,55
Andri Guðjohnsen,ISL,Gent,UEFA Europa Conference League,AM,Forward,23,507,1,19,33,35,12,29,25
Andrija Maksimović,SRB,Red Star,UEFA Champions League,AM,Forward,17,414,1,26,39,63,47,40,41
Andrija Radulović,MNE,Rapid Wien,UEFA Europa Conference League,AM,Forward,22,81,1,33,42,62,73,76,50
Andrija Živković,SRB,PAOK,UEFA Europa League,RW,Forward,28,541,1,35,75,80,72,77,64
Andriy Yarmolenko,UKR,Dynamo Kyiv,UEFA Europa League,RW,Forward,35,197,1,91,31,70,79,59,66
Andronikos Kakoulli,CYP,AC Omonia,UEFA Europa Conference League,AM,Forward,23,507,1,64,40,37,16,47,43
András Schäfer,HUN,Union Berlin,German Bundesliga,CM,Midfielder,26,1534,1,58,46,32,36,69,50
André,BRA,Wolves,English Premier League,CM,Midfielder,23,2472,1,33,37,57,36,72,52
André Ayew,GHA,Le Havre,French Ligue 1,AM,Forward,35,1453,1,45,24,25,7,46,29
André Franco,POR,Porto,UEFA Europa League,AM,Defender,26,18,1,39,65,86,51,17,44
André Gomes,POR,Lille,"French Ligue 1, UEFA Champions League",DM,Midfielder,31,1298,1,35,53,74,72,41,55
André Horta,POR,"Braga, Olympiacos",UEFA Europa League,AM,Forward,28,290,1,30,59,86,85,78,61
André Silva,POR,"RB Leipzig, Werder Bremen","German Bundesliga, UEFA Champions League",AM,Forward,29,593,1,46,66,47,49,45,53
Andrés García,ESP,Aston Villa,English Premier League,RB,Defender,22,318,1,47,60,62,89,47,59
Andu Kelati,GER,Holstein Kiel,German Bundesliga,AM,Forward,22,288,1,68,55,74,39,74,60
Andy Delort,ALG,Montpellier,French Ligue 1,AM,Forward,33,517,1,35,34,33,20,35,32
Andy Diouf,FRA,Lens,French Ligue 1,CM,Midfielder,22,2225,1,42,82,55,73,43,56
Andy Irving,SCO,West Ham,English Premier League,CM,Midfielder,24,166,1,48,52,67,51,66,59
Andy Pelmard,FRA,"Las Palmas, Lecce","Italian Serie A, Spanish La Liga",CB,Defender,24,334,1,42,47,43,33,49,44
Andy Ryan,SCO,Larne FC,UEFA Europa Conference League,AM,Forward,30,404,1,34,25,39,23,32,30
Ange Martial Tia,MLI,Reims,French Ligue 1,RM,Midfielder,18,171,1,40,42,41,42,72,52
Ange-Yoan Bonny,FRA,Parma,Italian Serie A,AM,Forward,21,2529,1,41,51,42,33,40,43
Angel Gomes,ENG,Lille,"French Ligue 1, UEFA Champions League",AM,Forward,24,895,1,49,58,79,61,37,58
Angeliño,ESP,Roma,"Italian Serie A, UEFA Europa League",WB,Midfielder,28,4167,1,66,64,65,73,33,56
Angelo Fulgini,FRA,Lens,French Ligue 1,AM,Forward,28,1045,1,38,78,82,83,55,66
Angelo Stiller,GER,Stuttgart,"German Bundesliga, UEFA Champions League",DM,Midfielder,24,3434,1,46,81,86,81,38,63
Angelos Neophytou,CYP,AC Omonia,UEFA Europa Conference League,AM,Forward,19,15,1,31,12,81,16,14,31
Anis Hadj Moussa,ALG,Feyenoord,UEFA Champions League,RW,Forward,23,783,1,66,53,55,63,41,58
Anouar Ait El Hadj,BEL,Union SG,UEFA Europa League,CM,Midfielder,22,311,1,36,95,72,80,22,55
Anrie Chase,JPN,Stuttgart,"German Bundesliga, UEFA Champions League",CB,Defender,20,892,1,35,40,50,57,39,44
Ansgar Knauff,GER,Eint Frankfurt,"German Bundesliga, UEFA Europa League",RM,Midfielder,23,2194,1,67,86,37,57,46,55
Ansu Fati,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",LW,Forward,22,274,1,40,76,68,86,44,64
Antal Yaakobishvili,HUN,Girona,UEFA Champions League,CB,Defender,20,90,1,39,33,25,19,38,31
Ante Budimir,CRO,Osasuna,Spanish La Liga,AM,Forward,33,2952,1,79,37,21,12,35,42
Ante Rebić,CRO,Lecce,Italian Serie A,AM,Forward,31,788,1,31,58,69,58,60,52
Anthony Briançon,FRA,Saint-Étienne,French Ligue 1,RB,Defender,30,1,1,39,16,13,3,3,11
Anthony Caci,FRA,Mainz 05,German Bundesliga,WB,Midfielder,27,2684,1,44,82,62,66,53,60
Anthony Elanga,SWE,Nott'ham Forest,English Premier League,RW,Forward,23,2501,1,62,70,54,60,41,61
Anthony Gordon,ENG,Newcastle Utd,English Premier League,LW,Forward,24,2434,1,44,78,71,77,47,65
Anthony Jung,GER,Werder Bremen,German Bundesliga,CB,Defender,33,1898,1,40,34,68,66,52,55
Anthony Losilla,FRA,Bochum,German Bundesliga,CM,Midfielder,39,1137,1,37,27,34,12,62,38
Anthony Ralston,SCO,Celtic,UEFA Champions League,RB,Defender,26,64,1,39,58,73,87,88,76
Anthony Rouault,FRA,"Rennes, Stuttgart","French Ligue 1, German Bundesliga, UEFA Champions League",CB,Defender,23,2804,1,56,52,69,51,54,57
Anto Grgić,SUI,Lugano,UEFA Europa Conference League,DM,Midfielder,28,715,1,35,55,73,42,33,46
Antoine Bernede,FRA,Hellas Verona,Italian Serie A,CM,Midfielder,25,594,1,72,42,55,35,55,52
Antoine Griezmann,FRA,Atlético Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,34,3197,1,68,67,80,76,54,70
Antoine Hainaut,FRA,Parma,Italian Serie A,RB,Defender,23,1206,1,84,64,38,46,59,56
Antoine Joujou,FRA,Le Havre,French Ligue 1,LM,Midfielder,22,943,1,35,85,32,57,48,50
Antoine Makoumbou,CGO,Cagliari,Italian Serie A,CM,Midfielder,26,2150,1,30,41,48,40,36,39
Antoine Mendy,SEN,Nice,"French Ligue 1, UEFA Europa League",CB,Defender,20,1078,1,37,65,60,66,72,63
Antoine Semenyo,GHA,Bournemouth,English Premier League,LW,Forward,25,3203,1,74,75,58,72,68,71
Anton Gaaei,DEN,Ajax,UEFA Europa League,RB,Defender,22,507,1,48,71,61,72,54,59
Anton Nedyalkov,BUL,Ludogorets,UEFA Europa League,LB,Defender,31,149,1,39,52,51,51,53,50
Anton Stach,GER,Hoffenheim,"German Bundesliga, UEFA Europa League",DM,Midfielder,26,3103,1,52,60,64,57,75,64
Antonee Robinson,USA,Fulham,English Premier League,LB,Defender,27,3167,1,38,87,63,81,74,69
Antoni Milambo,NED,Feyenoord,UEFA Champions League,RM,Midfielder,19,762,1,87,51,32,23,29,39
Antonino Gallo,ITA,Lecce,Italian Serie A,LB,Defender,25,2609,1,50,76,52,50,54,54
Antonio Blanco,ESP,Alavés,Spanish La Liga,DM,Midfielder,24,2727,1,35,42,53,25,62,47
Antonio Candela,ITA,"Valladolid, Venezia","Italian Serie A, Spanish La Liga",RB,Defender,25,1914,1,34,67,38,37,39,40
Antonio Marin,CRO,Olimpija,UEFA Europa Conference League,AM,Forward,24,110,1,19,30,53,76,60,41
Antonio Nusa,NOR,RB Leipzig,"German Bundesliga, UEFA Champions League",AM,Midfielder,20,2076,1,78,85,40,64,32,53
Antonio Raillo,ESP,Mallorca,Spanish La Liga,CB,Defender,33,3207,1,80,45,48,42,36,46
Antonio Raimondo,ITA,Venezia,Italian Serie A,AM,Forward,20,94,1,23,43,34,48,47,37
Antonio Rüdiger,GER,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,32,3478,1,52,48,63,62,27,46
Antonio Sanabria,PAR,Torino,Italian Serie A,AM,Forward,29,1318,1,33,32,31,12,30,28
Antonio Sánchez,ESP,Mallorca,Spanish La Liga,RM,Midfielder,28,1395,1,31,42,29,37,48,39
Antonios Papadopoulos,GER,Lugano,UEFA Europa Conference League,CB,Defender,25,629,1,95,57,50,48,54,58
Antoniu,ESP,Espanyol,Spanish La Liga,RM,Midfielder,22,1022,1,34,70,25,47,33,39
Antony,BRA,"Betis, Manchester Utd","English Premier League, Spanish La Liga, UEFA Europa Conference League, UEFA Europa League",RW,Forward,25,2398,1,82,83,76,93,66,82
Antonín Barák,CZE,Fiorentina,Italian Serie A,AM,Forward,29,54,1,44,51,71,66,31,54
António Silva,POR,Benfica,UEFA Champions League,CB,Defender,21,725,1,35,27,25,31,36,32
Anuar,MAR,Valladolid,Spanish La Liga,RM,Midfielder,30,1720,1,66,35,22,26,51,40
Apostolos Apostolopoulos,GRE,Olympiacos,UEFA Europa League,LB,Defender,21,45,1,39,53,52,59,46,49
Aral Şimşir,DEN,Midtjylland,UEFA Europa League,LW,Forward,22,476,1,26,92,75,84,45,65
Arber Zeneli,KVX,Elfsborg,UEFA Europa League,RW,Forward,29,457,1,20,34,40,33,45,31
Arbër Hoxha,ALB,Dinamo Zagreb,UEFA Champions League,LB,Defender,26,65,1,52,58,21,62,42,44
Archie Brown,ENG,Gent,UEFA Europa Conference League,LB,Defender,22,395,1,99,70,39,72,78,71
Archie Gray,ENG,Tottenham,"English Premier League, UEFA Europa League",CB,Defender,19,2592,1,45,42,51,55,34,44
Arda Güler,TUR,Real Madrid,"Spanish La Liga, UEFA Champions League",RW,Forward,20,1397,1,56,85,87,86,69,76
Ardian Ismajli,ALB,Empoli,Italian Serie A,CB,Defender,28,2508,1,32,19,21,11,51,32
Ardon Jashari,SUI,Club Brugge,UEFA Champions League,DM,Midfielder,22,949,1,39,50,55,53,49,50
Ari Sigurpálsson,ISL,KV,UEFA Europa Conference League,LM,Midfielder,21,535,1,90,48,20,53,33,44
Aridane Hernández,ESP,Rayo Vallecano,Spanish La Liga,CB,Defender,36,1025,1,36,35,39,21,46,38
Arijan Ademi,MKD,Dinamo Zagreb,UEFA Champions League,CM,Midfielder,33,287,1,34,40,33,28,35,34
Arijon Ibrahimović,GER,"Bayern Munich, Lazio","German Bundesliga, Italian Serie A, UEFA Champions League",AM,Forward,19,12,1,22,50,34,54,8,37
Aristide Zossou,CIV,Auxerre,French Ligue 1,AM,Midfielder,19,16,1,34,39,68,98,5,45
Aritz Arambarri,ESP,Leganés,Spanish La Liga,CB,Defender,26,177,1,46,22,16,7,37,27
Aritz Elustondo,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",CB,Defender,31,2071,1,34,61,56,53,42,47
Arjan Malic,BIH,Sturm Graz,UEFA Champions League,RB,Defender,19,184,1,83,76,35,52,55,56
Arkaitz Mariezkurrena,ESP,Real Sociedad,Spanish La Liga,AM,Forward,20,241,1,95,41,33,35,43,55
Armandas Kučys,LTU,NK Celje,UEFA Europa Conference League,AM,Forward,22,564,1,78,41,33,12,35,45
Armando Broja,ALB,Everton,English Premier League,AM,Forward,23,334,1,27,40,33,50,43,37
Armando Izzo,ITA,Monza,Italian Serie A,CB,Defender,33,2435,1,65,45,47,45,46,48
Armando Obispo,NED,PSV Eindhoven,UEFA Champions League,CB,Defender,26,263,1,43,23,57,43,60,51
Armel Bella Kotchap,GER,Southampton,English Premier League,CB,Defender,23,331,1,20,21,34,38,65,44
Armin Gigovic,BIH,Holstein Kiel,German Bundesliga,CM,Midfielder,23,1895,1,86,60,33,37,41,47
Armin Midzic,AUT,LASK,UEFA Europa Conference League,CB,Defender,18,90,1,39,21,52,44,62,51
Armindo Sieb,GER,Mainz 05,German Bundesliga,AM,Forward,22,762,1,51,58,45,49,46,51
Arnau Martinez,ESP,Girona,"Spanish La Liga, UEFA Champions League",RB,Defender,22,3038,1,80,78,74,71,47,64
Arnau Solà,ESP,Villarreal,Spanish La Liga,LM,Midfielder,22,13,1,34,11,13,5,10,13
Arnaud Kalimuendo,FRA,Rennes,French Ligue 1,AM,Forward,23,2578,1,77,44,43,30,33,50
Arnaud Nordin,FRA,"Mainz 05, Montpellier","French Ligue 1, German Bundesliga",AM,Forward,26,1246,1,58,62,43,63,65,58
Arnaut Danjuma,NED,"Girona, Villarreal","Spanish La Liga, UEFA Champions League",AM,Forward,28,1924,1,56,67,52,70,27,59
Arne Engels,BEL,"Augsburg, Celtic","German Bundesliga, UEFA Champions League",AM,Forward,21,803,1,28,56,71,49,71,50
Arne Maier,GER,Augsburg,German Bundesliga,CM,Midfielder,26,938,1,39,72,67,78,39,57
Arno Verschueren,BEL,Twente,UEFA Europa League,AM,Forward,27,28,1,31,12,28,11,56,23
Aron Dønnum,NOR,Toulouse,French Ligue 1,WB,Midfielder,27,2689,1,57,82,51,65,50,58
Aron Þrándarson,ISL,KV,UEFA Europa Conference League,CM,Midfielder,30,465,1,28,52,38,41,69,49
Arouna Sangante,SEN,Le Havre,French Ligue 1,CB,Defender,23,1244,1,89,39,55,51,60,60
Arsen Zakharyan,RUS,Real Sociedad,"Spanish La Liga, UEFA Europa League",CM,Forward,21,81,1,97,83,76,49,60,79
Artak Dashyan,ARM,FC Noah,UEFA Europa Conference League,CM,Midfielder,35,174,1,28,48,40,39,33,37
Artem Avanesyan,ARM,FC Noah,UEFA Europa Conference League,CM,Midfielder,25,90,1,34,34,44,34,33,36
Artem Bondarenko,UKR,Shakhtar,UEFA Champions League,DM,Midfielder,24,462,1,28,46,34,49,47,42
Artem Dovbyk,UKR,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,27,3054,1,64,39,29,15,26,40
Artem Stepanov,UKR,Leverkusen,UEFA Champions League,AM,Forward,17,19,1,31,12,23,10,32,20
Arthur,BRA,Leverkusen,"German Bundesliga, UEFA Champions League",RB,Defender,22,862,1,33,65,41,62,46,48
Arthur Atta,FRA,Udinese,Italian Serie A,CM,Midfielder,22,1251,1,40,74,56,75,32,52
Arthur Cabral,BRA,Benfica,UEFA Champions League,AM,Forward,26,80,1,94,39,24,20,49,50
Arthur Chaves,BRA,Hoffenheim,"German Bundesliga, UEFA Europa League",CB,Defender,24,2607,1,56,36,40,39,78,57
Arthur Masuaku,COD,Beşiktaş,UEFA Europa League,LB,Defender,31,600,1,91,66,69,81,57,69
Arthur Melo,BRA,Girona,Spanish La Liga,CM,Midfielder,28,941,1,36,31,71,81,42,53
Arthur Theate,BEL,Eint Frankfurt,"German Bundesliga, UEFA Europa League",CB,Defender,24,3593,1,42,65,73,72,58,62
Arthur Vermeeren,BEL,RB Leipzig,"German Bundesliga, UEFA Champions League",CM,Midfielder,20,1908,1,33,39,60,50,52,49
Artur Gajdoš,SVK,Slovan Bratislava,UEFA Champions League,DM,Midfielder,21,19,1,42,75,88,61,60,65
Artur Jędrzejczyk,POL,Legia Warsaw,UEFA Europa Conference League,CB,Defender,37,165,1,39,55,51,27,41,41
Arturo Rodríguez,ESP,Las Palmas,Spanish La Liga,RW,Forward,18,21,1,31,27,25,66,20,34
Arvid Brorsson,SWE,Monza,Italian Serie A,CB,Defender,26,362,1,39,24,35,48,38,39
Asger Sørensen,DEN,Sparta Prague,UEFA Champions League,CB,Defender,28,360,1,39,36,36,30,23,30
Ash Baker,WAL,The New Saints,UEFA Europa Conference League,RB,Defender,28,78,1,28,27,14,24,49,33
Asher Agbinone,ENG,Crystal Palace,English Premier League,AM,Forward,19,6,1,45,35,48,83,46,49
Ashley Young,ENG,Everton,English Premier League,RB,Defender,39,1875,1,71,80,61,48,57,59
Asier Villalibre,ESP,Alavés,Spanish La Liga,AM,Forward,27,333,1,36,54,31,23,44,39
Aslak Witry,NOR,Ludogorets,UEFA Europa League,RB,Defender,28,457,1,41,59,40,39,69,53
Assan Ouedraogo,GER,RB Leipzig,"German Bundesliga, UEFA Champions League",AM,Forward,18,74,1,18,35,29,57,36,33
Assane Diao,SEN,"Betis, Como","Italian Serie A, Spanish La Liga, UEFA Europa Conference League",LW,Forward,19,1879,1,75,56,43,67,68,62
Assane Dioussé,SEN,Auxerre,French Ligue 1,CM,Midfielder,27,663,1,45,24,49,39,51,44
Aster Vranckx,BEL,Wolfsburg,German Bundesliga,CM,Midfielder,22,556,1,34,38,33,18,50,36
Atakan Karazor,NAN,Stuttgart,"German Bundesliga, UEFA Champions League",DM,Midfielder,28,3171,1,46,51,68,60,60,59
Ato Ampah,ENG,Chelsea,UEFA Europa Conference League,RW,Forward,18,45,1,54,38,49,91,55,55
Atomu Tanaka,JPN,HJK,UEFA Europa Conference League,AM,Forward,37,54,1,43,35,81,74,89,56
Atsuki Ito,JPN,Gent,UEFA Europa Conference League,CM,Midfielder,26,605,1,32,61,61,45,62,54
August Mikkelsen,NOR,Bodø/Glimt,UEFA Europa League,AM,Forward,24,73,1,38,80,47,19,22,48
August Priske,DEN,Djurgården,UEFA Europa Conference League,AM,Forward,21,496,1,46,48,30,29,43,41
Augustine Boakye,GHA,Saint-Étienne,French Ligue 1,RW,Forward,24,733,1,81,65,67,65,47,69
Aurele Amenda,SUI,Eint Frankfurt,"German Bundesliga, UEFA Europa League",CB,Defender,21,208,1,39,51,71,68,47,55
Aurélien Nguiamba,FRA,Jagiellonia,UEFA Europa Conference League,CM,Midfielder,25,197,1,34,39,48,33,40,39
Aurélien Tchouaméni,FRA,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Midfielder,25,3486,1,28,30,64,51,56,49
Aurélio Buta,POR,Reims,French Ligue 1,RB,Defender,28,1970,1,49,60,49,46,40,46
Auston Trusty,USA,Celtic,UEFA Champions League,CB,Defender,26,816,1,29,28,65,53,55,51
Avishay Cohen,ISR,Maccabi Tel Aviv,UEFA Europa League,RB,Defender,29,19,1,39,54,88,78,89,78
Axel Camblan,FRA,Brest,French Ligue 1,LM,Forward,21,26,1,43,28,51,46,50,41
Axel Disasi,FRA,"Aston Villa, Chelsea","English Premier League, UEFA Champions League, UEFA Europa Conference League",RB,Defender,27,1488,1,82,67,66,70,40,59
Axel Gueguin,FRA,Montpellier,French Ligue 1,LW,Forward,19,23,1,31,26,38,15,45,29
Axel Tapé,FRA,Paris S-G,French Ligue 1,CB,Defender,17,180,1,46,29,58,68,34,47
Axel Tuanzebe,COD,Ipswich Town,English Premier League,RB,Defender,27,1710,1,33,45,46,28,42,39
Axel Witsel,BEL,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,36,1123,1,40,39,39,39,54,45
Ayanda Sishuba,BEL,Rennes,French Ligue 1,AM,Forward,20,3,1,31,12,14,22,30,21
Ayase Ueda,JPN,Feyenoord,UEFA Champions League,AM,Forward,26,384,1,60,18,19,9,17,29
Ayden Heaven,ENG,Manchester Utd,"English Premier League, UEFA Europa League",CB,Defender,18,260,1,33,46,45,49,65,52
Ayman Aiki,FRA,Saint-Étienne,French Ligue 1,RW,Forward,19,127,1,36,15,45,44,75,35
Ayman Azhil,MAR,Dortmund,"German Bundesliga, UEFA Champions League",CM,Midfielder,23,26,1,34,11,31,9,58,33
Ayman El Wafi,MAR,Lugano,UEFA Europa Conference League,RW,Defender,20,126,1,26,37,23,9,45,30
Aymen Barkok,MAR,Mainz 05,German Bundesliga,CM,Midfielder,26,73,1,34,50,68,55,66,58
Aymen Sliti,NED,Feyenoord,UEFA Champions League,LW,Forward,18,62,1,34,16,19,7,10,20
Ayoub El Kaabi,MAR,Olympiacos,UEFA Europa League,AM,Forward,31,699,1,88,25,34,13,29,43
Ayoze Pérez,ESP,Villarreal,Spanish La Liga,AM,Forward,31,1970,1,93,69,55,42,47,68
Ayyoub Bouaddi,FRA,Lille,"French Ligue 1, UEFA Champions League",DM,Midfielder,17,1773,1,34,45,43,44,59,48
Azor Matusiwa,NED,Rennes,French Ligue 1,CM,Midfielder,27,2078,1,43,55,65,39,76,59
Azzedine Ounahi,MAR,Panathinaikos,UEFA Europa Conference League,RM,Midfielder,24,554,1,39,85,77,92,46,66
Aïssa Mandi,ALG,Lille,"French Ligue 1, UEFA Champions League",RB,Defender,33,2052,1,40,50,64,53,34,46
Baba Alhassan,GHA,FCSB,UEFA Europa League,DM,Midfielder,25,369,1,33,47,33,25,70,46
Baba Rahman,GHA,PAOK,UEFA Europa League,LB,Defender,30,835,1,83,60,61,69,66,67
Badavi Huseynov,AZE,Qarabağ,UEFA Europa League,CB,Defender,33,383,1,42,20,50,33,74,53
Badredine Bouanani,ALG,Nice,"French Ligue 1, UEFA Europa League",AM,Forward,20,1637,1,72,73,70,77,56,72
Bafodé Diakité,FRA,Lille,"French Ligue 1, UEFA Champions League",CB,Defender,24,3621,1,78,44,55,54,39,51
Bahereba Guirassy,FRA,Nantes,French Ligue 1,LW,Forward,18,348,1,81,59,42,77,80,67
Bailey Rice,SCO,Rangers,UEFA Europa League,DM,Midfielder,18,122,1,22,64,39,16,22,30
Baktiyor Zainutdinov,KAZ,Beşiktaş,UEFA Europa League,LB,Defender,26,112,1,39,47,34,43,21,32
Balthazar Pierret,FRA,Lecce,Italian Serie A,DM,Midfielder,25,1723,1,30,33,52,30,62,45
Bamba Dieng,SEN,Angers,French Ligue 1,AM,Forward,25,532,1,62,35,26,22,25,38
Bamo Meïté,CIV,"Marseille, Montpellier",French Ligue 1,CB,Defender,23,450,1,41,25,22,20,20,24
Baptiste Santamaria,FRA,"Nice, Rennes",French Ligue 1,CM,Midfielder,30,1409,1,35,50,62,46,63,54
Barcia,ESP,Legia Warsaw,UEFA Europa Conference League,CB,Defender,23,110,1,50,27,40,24,62,46
Barnabás Varga,HUN,Ferencváros,UEFA Europa League,AM,Forward,31,681,1,83,46,46,24,41,53
Barnes Osei,GHA,Astana FK,UEFA Europa Conference League,CM,Midfielder,29,253,1,39,32,63,35,39,42
Barrie McKay,SCO,Hearts,UEFA Europa Conference League,DM,Defender,29,97,1,27,45,35,61,20,34
Bart Meijers,NED,Borac Banja Luka,UEFA Europa Conference League,CB,Defender,28,930,1,34,50,53,47,44,45
Bart Nieuwkoop,NED,Feyenoord,UEFA Champions League,RB,Defender,28,348,1,27,51,45,28,81,54
Bart Schenkeveld,NED,Panathinaikos,UEFA Europa Conference League,CB,Defender,33,315,1,43,35,74,62,26,46
Bart van Rooij,NED,Twente,UEFA Europa League,RB,Defender,23,839,1,47,73,47,63,62,58
Bartol Franjić,CRO,Shakhtar,UEFA Champions League,DM,Defender,24,21,1,39,16,13,6,32,23
Bartosz Kapustka,POL,Legia Warsaw,UEFA Europa Conference League,RM,Midfielder,28,613,1,61,75,63,70,50,61
Barış Alper Yılmaz,TUR,Galatasaray,UEFA Europa League,RW,Forward,24,778,1,45,79,61,87,77,67
Bas Kuipers,NED,Twente,UEFA Europa League,LB,Defender,30,326,1,27,60,48,33,42,41
