Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Shouting Index,Creation Index,Passing Index,Possession Index,Defense Index,Global Index
Luca Kerber,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",CM,Midfielder,23,1188,1,77,36,26,15,59,43
Luca Marianucci,ITA,Empoli,Italian Serie A,CB,Defender,20,1069,1,37,40,34,31,63,46
Luca Mazzitelli,ITA,Como,Italian Serie A,DM,Midfielder,29,335,1,93,83,76,55,55,68
Luca Netz,GER,Gladbach,German Bundesliga,LB,Defender,21,969,1,30,76,53,54,55,52
Luca Pellegrini,ITA,Lazio,"Italian Serie A, UEFA Europa League",LB,Defender,26,1539,1,42,88,73,76,55,63
Luca Ranieri,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,26,3753,1,78,58,49,46,37,48
Luca de la Torre,USA,Celta Vigo,Spanish La Liga,CM,Midfielder,26,4,1,34,11,32,46,5,23
Lucas Anjos,POR,Sporting CP,UEFA Champions League,AM,Forward,20,7,1,31,62,69,95,25,58
Lucas Beltrán,ARG,Fiorentina,"Italian Serie A, UEFA Europa Conference League",AM,Forward,24,2532,1,43,50,58,34,45,46
Lucas Beraldo,BRA,Paris S-G,"French Ligue 1, UEFA Champions League",CB,Defender,21,2153,1,68,47,77,64,57,63
Lucas Bergvall,SWE,Tottenham,"English Premier League, UEFA Europa League",RM,Midfielder,19,2000,1,30,58,57,75,67,60
Lucas Da Cunha,FRA,Como,Italian Serie A,DM,Midfielder,23,2613,1,77,67,75,78,36,62
Lucas Digne,FRA,Aston Villa,"English Premier League, UEFA Champions League",LB,Defender,31,3094,1,39,80,44,47,55,51
Lucas Gourna-Douath,FRA,"RB Salzburg, Roma","Italian Serie A, UEFA Champions League",CM,Midfielder,21,529,1,27,24,55,56,60,49
Lucas Hernández,FRA,Paris S-G,"French Ligue 1, UEFA Champions League",LB,Defender,29,995,1,42,41,69,69,62,61
Lucas Hey,DEN,Anderlecht,UEFA Europa League,CB,Defender,21,155,1,26,30,39,44,35,36
Lucas Höler,GER,Freiburg,German Bundesliga,AM,Forward,30,1867,1,44,49,50,33,70,46
Lucas Lima,BRA,Başakşehir,UEFA Europa Conference League,LB,Defender,33,285,1,39,43,50,48,24,37
Lucas Lingman,FIN,HJK,UEFA Europa Conference League,CM,Midfielder,26,223,1,38,56,82,57,35,52
Lucas Martínez Quarta,ARG,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,28,785,1,96,58,78,69,80,78
Lucas Michal,FRA,Monaco,"French Ligue 1, UEFA Champions League",AM,Forward,19,156,1,27,59,38,69,86,49
Lucas Mincarelli,FRA,Montpellier,French Ligue 1,CB,Defender,21,715,1,88,43,49,57,47,55
Lucas Ocampos,ARG,Sevilla,Spanish La Liga,LW,Forward,30,175,1,37,55,74,75,55,57
Lucas Oliveira Rosa,BRA,"Ajax, Valladolid","Spanish La Liga, UEFA Europa League",LB,Defender,24,2089,1,37,73,36,44,68,53
Lucas Paquetá,BRA,West Ham,English Premier League,CM,Midfielder,27,2380,1,47,72,72,63,61,63
Lucas Perrin,FRA,Cercle Brugge,UEFA Europa Conference League,CB,Defender,26,69,1,39,36,54,37,37,41
Lucas Stassin,BEL,Saint-Étienne,French Ligue 1,AM,Forward,20,1797,1,77,53,38,28,35,52
Lucas Torreira,URU,Galatasaray,UEFA Europa League,CM,Midfielder,29,764,1,31,52,71,57,73,61
Lucas Torró,ESP,Osasuna,Spanish La Liga,CM,Midfielder,30,2957,1,67,31,40,22,67,48
Lucas Tousart,FRA,Union Berlin,German Bundesliga,CM,Midfielder,28,561,1,43,57,26,15,71,45
Lucas Vázquez,ESP,Real Madrid,"Spanish La Liga, UEFA Champions League",RB,Defender,33,2764,1,73,86,67,74,44,61
Lucien Agoume,FRA,Sevilla,Spanish La Liga,DM,Midfielder,23,2114,1,54,64,71,51,74,65
Luck Zogbé,CIV,Brest,"French Ligue 1, UEFA Champions League",LB,Defender,20,728,1,41,58,40,46,84,60
Ludovic Ajorque,FRA,Brest,"French Ligue 1, UEFA Champions League",AM,Forward,31,3135,1,68,45,44,17,45,47
Ludovic Blas,FRA,Rennes,French Ligue 1,AM,Forward,27,2293,1,67,80,74,73,59,73
Ludvig Richtner,SWE,Elfsborg,UEFA Europa League,RM,Forward,19,23,1,31,12,32,25,82,28
Ludwig Augustinsson,SWE,Anderlecht,UEFA Europa League,LB,Defender,30,449,1,90,77,81,77,51,69
Luis Díaz,COL,Liverpool,"English Premier League, UEFA Champions League",LW,Forward,28,3030,1,76,77,70,74,55,74
Luis Enrique Palma,HON,"Celtic, Olympiacos","UEFA Champions League, UEFA Europa League",LW,Forward,25,120,1,36,69,68,68,77,59
Luis Guilherme,BRA,West Ham,English Premier League,LM,Forward,19,150,1,29,62,73,73,52,56
Luis Henrique,BRA,Marseille,French Ligue 1,WB,Midfielder,23,2613,1,83,83,65,76,16,56
Luis Milla,ESP,Getafe,Spanish La Liga,CM,Midfielder,30,2875,1,45,68,67,48,50,55
Luis Phelipe,BRA,FCSB,UEFA Europa League,AM,Forward,23,45,1,54,33,59,50,33,47
Luis Pérez,ESP,Valladolid,Spanish La Liga,RB,Defender,30,2558,1,46,69,45,40,37,43
Luis Rioja,ESP,"Alavés, Valencia",Spanish La Liga,LM,Forward,31,2854,1,50,59,58,67,58,58
Luis Sinisterra,COL,Bournemouth,English Premier League,LW,Forward,25,236,1,65,83,69,89,69,75
Luis Vázquez,ARG,Anderlecht,UEFA Europa League,AM,Forward,24,630,1,75,39,34,15,50,45
Luiz Felipe,ITA,Marseille,French Ligue 1,CB,Defender,28,122,1,39,27,44,31,71,50
Luka Bobičanec,CRO,NK Celje,UEFA Europa Conference League,DM,Midfielder,31,68,1,44,24,29,38,27,31
Luka Capan,CRO,TSC,UEFA Europa Conference League,CB,Defender,29,211,1,39,23,54,51,20,36
Luka Ilić,SRB,Red Star,UEFA Champions League,AM,Midfielder,25,89,1,47,33,22,33,24,30
Luka Ivanušec,CRO,Feyenoord,UEFA Champions League,CM,Midfielder,26,178,1,27,67,40,45,37,42
Luka Jović,SRB,Milan,Italian Serie A,AM,Forward,27,557,1,44,49,65,18,23,43
Luka Modrić,CRO,Real Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,39,2474,1,65,86,88,94,41,70
Luka Romero,ARG,Alavés,Spanish La Liga,RW,Forward,20,199,1,9,43,34,28,69,30
Luka Silagadze,GEO,FK Rīgas FS,UEFA Europa League,CM,Midfielder,25,93,1,46,71,58,78,41,56
Luka Stojkovic,CRO,Dinamo Zagreb,UEFA Champions League,CM,Midfielder,21,264,1,35,61,34,66,61,53
Luka Sučić,CRO,Real Sociedad,"Spanish La Liga, UEFA Europa League",CM,Midfielder,22,2173,1,59,73,55,64,45,56
Luka Topalović,SVN,Inter,Italian Serie A,AM,Forward,19,11,1,31,28,33,76,46,39
Luka Zorić,SRB,Borac Banja Luka,UEFA Europa Conference League,DM,Midfielder,26,22,1,34,11,13,4,5,11
Lukas Daschner,GER,Bochum,German Bundesliga,AM,Forward,26,412,1,33,53,57,55,43,48
Lukas Grgic,AUT,Rapid Wien,UEFA Europa Conference League,DM,Midfielder,29,855,1,31,50,62,50,56,52
Lukas Görtler,GER,St. Gallen,UEFA Europa Conference League,RM,Midfielder,30,442,1,89,63,72,64,74,72
Lukas Kačavenda,CRO,Dinamo Zagreb,UEFA Champions League,AM,Forward,21,217,1,35,33,58,52,58,43
Lukas Klostermann,GER,RB Leipzig,"German Bundesliga, UEFA Champions League",CB,Defender,28,1882,1,68,39,59,57,45,53
Lukas Kübler,GER,Freiburg,German Bundesliga,RB,Defender,32,1842,1,95,52,57,48,62,62
Lukas Lerager,DEN,FC Copenhagen,UEFA Europa Conference League,DM,Midfielder,31,350,1,29,40,63,56,58,52
Lukas Nmecha,GER,Wolfsburg,German Bundesliga,AM,Forward,26,467,1,57,46,28,36,38,44
Lukas Ullrich,GER,Gladbach,German Bundesliga,LB,Defender,21,1903,1,61,70,30,43,36,42
Luke McCowan,SCO,Celtic,UEFA Champions League,AM,Midfielder,27,51,1,62,30,48,66,39,48
Luke Plange,ENG,HJK,UEFA Europa Conference League,AM,Forward,22,48,1,20,64,35,69,19,44
Luke Shaw,ENG,Manchester Utd,"English Premier League, UEFA Europa League",CB,Defender,29,591,1,39,65,81,82,21,51
Luke Thomas,ENG,Leicester City,English Premier League,LB,Defender,23,1110,1,32,48,51,43,68,53
Luke Woolfenden,ENG,Ipswich Town,English Premier League,CB,Defender,26,1187,1,40,18,27,23,36,31
Luken Beitia,ESP,Real Sociedad,Spanish La Liga,CB,Defender,20,8,1,39,16,29,42,77,51
Lukáš Haraslín,SVK,Sparta Prague,UEFA Champions League,LW,Forward,28,263,1,37,48,42,39,68,43
Lukáš Hejda,CZE,Viktoria Plzeň,UEFA Europa League,CB,Defender,34,18,1,39,16,13,3,13,15
Lukáš Kalvach,CZE,Viktoria Plzeň,UEFA Europa League,CM,Midfielder,29,1039,1,37,53,50,36,74,54
Lukáš Mašek,CZE,Mladá Boleslav,UEFA Europa Conference League,AM,Forward,20,171,1,32,22,29,8,24,24
Lukáš Pauschek,SVK,Slovan Bratislava,UEFA Champions League,LB,Defender,31,13,1,39,16,13,13,48,31
Lukáš Penxa,NAN,Sparta Prague,UEFA Champions League,WB,Midfielder,20,1,1,34,11,13,3,5,11
Lukáš Provod,CZE,Slavia Prague,UEFA Europa League,AM,Forward,28,428,1,32,82,86,72,46,64
Lukáš Sadílek,CZE,Sparta Prague,UEFA Champions League,CM,Midfielder,28,304,1,35,62,32,32,54,44
Lukáš Červ,CZE,Viktoria Plzeň,UEFA Europa League,CM,Midfielder,23,974,1,76,44,55,40,64,56
Luquinhas,BRA,Legia Warsaw,UEFA Europa Conference League,LM,Midfielder,28,635,1,93,49,35,47,54,53
Lutsharel Geertruida,NED,RB Leipzig,"German Bundesliga, UEFA Champions League",RB,Defender,24,2174,1,51,63,71,58,48,56
Luuk de Jong,NED,PSV Eindhoven,UEFA Champions League,AM,Forward,34,904,1,42,42,49,22,60,41
László Bénes,SVK,Union Berlin,German Bundesliga,CM,Midfielder,27,589,1,95,74,61,59,29,56
Léo Duarte,BRA,Başakşehir,UEFA Europa Conference League,RB,Defender,28,450,1,39,32,48,50,72,56
Léo Natel,BRA,Pafos FC,UEFA Europa Conference League,LM,Defender,27,31,1,39,80,81,92,38,60
Léo Pétrot,FRA,Saint-Étienne,French Ligue 1,LB,Defender,28,2544,1,36,66,50,46,65,54
Léo Scienza,BRA,Heidenheim,"German Bundesliga, UEFA Europa Conference League",LW,Forward,26,1630,1,74,83,63,77,56,74
M'Bala Nzola,ANG,Lens,French Ligue 1,AM,Forward,28,1460,1,53,45,35,30,36,42
Maat Daniel Caprini,ITA,Fiorentina,Italian Serie A,AM,Forward,19,8,1,31,12,53,62,25,34
Macauley Tait,SCO,Hearts,UEFA Europa Conference League,CM,Midfielder,19,80,1,34,42,77,81,53,59
Mads Bech Sørensen,DEN,Midtjylland,UEFA Europa League,CB,Defender,26,855,1,39,60,50,39,27,38
Mads Bidstrup,DEN,RB Salzburg,UEFA Champions League,RM,Midfielder,23,331,1,86,31,29,40,47,45
Mads Enggård,DEN,Molde,UEFA Europa Conference League,CM,Midfielder,21,743,1,32,59,75,67,46,56
Mads Pedersen,DEN,Augsburg,German Bundesliga,WB,Midfielder,28,235,1,26,40,35,34,63,44
Mads Roerslev,DEN,"Brentford, Wolfsburg","English Premier League, German Bundesliga",RB,Defender,25,1399,1,42,71,57,51,37,47
Maghnes Akliouche,FRA,Monaco,"French Ligue 1, UEFA Champions League",RW,Forward,23,3211,1,42,86,80,88,68,71
Magnus Eriksson,SWE,Djurgården,UEFA Europa Conference League,AM,Forward,34,109,1,31,16,70,53,49,38
Magnus Knudsen,NOR,Holstein Kiel,German Bundesliga,CM,Midfielder,23,1850,1,33,41,32,23,47,37
Magnus Kofod Andersen,DEN,Venezia,Italian Serie A,CM,Midfielder,25,695,1,75,46,45,38,34,44
Magnus Mattsson,DEN,FC Copenhagen,UEFA Europa Conference League,AM,Forward,26,434,1,32,65,77,65,56,57
Magnus Wolff Eikrem,NOR,Molde,UEFA Europa Conference League,AM,Forward,34,535,1,82,72,86,78,25,76
Magomed Ozdoyev,RUS,PAOK,UEFA Europa League,DM,Midfielder,32,670,1,28,42,40,33,53,42
Mahamadou Diawara,FRA,"Le Havre, Lyon","French Ligue 1, UEFA Europa League",CM,Forward,20,624,1,25,38,65,49,86,44
Mahamadou Nagida,CMR,Rennes,French Ligue 1,WB,Midfielder,19,430,1,89,47,41,80,63,63
Mahdi Camara,FRA,Brest,"French Ligue 1, UEFA Champions League",RM,Midfielder,26,3364,1,81,63,44,51,51,55
Mahmadou Balde,ESP,Lazio,UEFA Europa League,AM,Forward,21,18,1,44,62,52,63,29,53
Mahmoud Dahoud,GER,Eint Frankfurt,"German Bundesliga, UEFA Europa League",CM,Midfielder,29,860,1,74,62,62,52,44,56
Majeed Ashimeru,GHA,Anderlecht,UEFA Europa League,AM,Midfielder,27,83,1,27,86,86,82,52,66
Maks Ebonh,BLR,Astana FK,UEFA Europa Conference League,CM,Midfielder,25,333,1,36,40,43,35,39,39
Maks Juraj Čelić,CRO,Borac Banja Luka,UEFA Europa Conference League,LW,Forward,28,1,1,31,12,14,24,14,20
Maksim Budźko,BLR,Dinamo Minsk,UEFA Europa Conference League,AM,Forward,20,5,1,31,12,14,3,8,16
Maksym Braharu,UKR,Dynamo Kyiv,UEFA Europa League,LM,Forward,22,46,1,44,47,69,69,19,52
Maksym Diachuk,UKR,Dynamo Kyiv,UEFA Europa League,CB,Defender,21,90,1,39,33,22,20,39,31
Maksym Talovierov,UKR,LASK,UEFA Europa Conference League,CB,Defender,24,352,1,39,22,50,36,45,42
Malachi Boateng,ENG,Hearts,UEFA Europa Conference League,CM,Midfielder,22,352,1,36,21,39,30,65,43
Malamine Efekele,FRA,Cercle Brugge,UEFA Europa Conference League,WB,Midfielder,20,440,1,85,58,34,37,31,44
Malang Sarr,FRA,Lens,French Ligue 1,CB,Defender,26,1385,1,41,50,62,49,52,52
Malcolm Edjouma,FRA,FCSB,UEFA Europa League,DM,Midfielder,28,534,1,37,42,41,33,76,51
Malcolm Jeng,SWE,Reims,French Ligue 1,CB,Defender,20,107,1,39,16,25,9,39,29
Malick Fofana,BEL,Lyon,"French Ligue 1, UEFA Europa League",LW,Forward,20,2103,1,79,74,56,83,51,73
Malick Thiaw,GER,Milan,"Italian Serie A, UEFA Champions League",CB,Defender,23,2143,1,61,56,68,57,33,50
Malick Yalcouye,CIV,Sturm Graz,UEFA Champions League,RM,Forward,19,618,1,29,37,57,56,80,44
Malik Tillman,USA,PSV Eindhoven,UEFA Champions League,LM,Midfielder,22,533,1,95,92,63,66,76,76
Malo Gusto,FRA,Chelsea,"English Premier League, UEFA Europa Conference League",RB,Defender,22,2128,1,40,77,80,86,60,68
Mama Samba Baldé,GNB,"Brest, Lyon","French Ligue 1, UEFA Champions League",AM,Forward,29,1633,1,36,63,42,44,66,48
Mamadou Coulibaly,FRA,Monaco,French Ligue 1,RM,Midfielder,20,8,1,25,27,40,59,16,32
Mamadou Diakhon,FRA,Reims,French Ligue 1,LW,Forward,19,858,1,65,69,44,75,55,64
Mamadou Sangare,MLI,Rapid Wien,UEFA Europa Conference League,DM,Midfielder,22,712,1,26,73,67,86,87,73
Mamadou Sarr,FRA,Strasbourg,French Ligue 1,CB,Defender,19,2365,1,26,38,45,47,39,40
Mamadou Sylla,SEN,Valladolid,Spanish La Liga,AM,Forward,31,1583,1,42,25,29,11,33,29
Mamady Diambou,MLI,RB Salzburg,UEFA Champions League,CM,Midfielder,22,364,1,34,24,44,64,67,52
Mandela Keita,BEL,Parma,Italian Serie A,DM,Midfielder,23,1826,1,42,43,40,27,50,41
Manolis Saliakas,GRE,St. Pauli,German Bundesliga,RM,Midfielder,28,2314,1,69,53,52,54,38,50
Manu Bueno,ESP,Sevilla,Spanish La Liga,DM,Midfielder,20,140,1,96,27,40,69,41,52
Manu Koné,FRA,Roma,"Italian Serie A, UEFA Europa League",CM,Midfielder,24,3340,1,47,61,60,71,41,54
Manu Morlanes,ESP,Mallorca,Spanish La Liga,CM,Midfielder,26,1338,1,32,39,66,53,70,57
Manu Sánchez,ESP,Alavés,Spanish La Liga,LB,Defender,24,2634,1,50,59,37,43,59,50
Manuel Akanji,SUI,Manchester City,"English Premier League, UEFA Champions League",CB,Defender,29,2658,1,30,66,80,90,28,54
Manuel Fuster,ESP,Las Palmas,Spanish La Liga,AM,Forward,27,1003,1,60,62,85,73,69,68
Manuel Lazzari,ITA,Lazio,"Italian Serie A, UEFA Europa League",RB,Defender,31,1734,1,41,81,55,70,32,49
Manuel Locatelli,ITA,Juventus,"Italian Serie A, UEFA Champions League",DM,Midfielder,27,3492,1,60,53,80,67,66,66
Manuel Manu,POR,Vitória,UEFA Europa Conference League,CM,Midfielder,23,465,1,89,65,79,53,92,78
Manuel Nana Agyemang,GHA,Petrocub,UEFA Europa Conference League,CB,Defender,22,167,1,47,16,17,8,59,36
Manuel Pedreño,ESP,Olimpija,UEFA Europa Conference League,CB,Defender,24,316,1,39,45,75,82,34,53
Manuel Ugarte Ribeiro,URU,Manchester Utd,"English Premier League, UEFA Europa League",CM,Midfielder,24,2429,1,53,52,45,47,80,59
Marash Kumbulla,ALB,Espanyol,Spanish La Liga,CB,Defender,25,2972,1,78,31,27,26,43,40
Marat Bystrov,KAZ,Astana FK,UEFA Europa Conference League,CB,Defender,32,180,1,39,28,64,73,26,45
Marc Bartra,ESP,Betis,"Spanish La Liga, UEFA Europa Conference League",CB,Defender,34,2876,1,81,46,42,40,50,50
Marc Bernal,ESP,Barcelona,Spanish La Liga,DM,Midfielder,17,242,1,37,23,53,43,53,45
Marc Cardona,ESP,Las Palmas,Spanish La Liga,AM,Forward,29,132,1,21,46,51,47,52,40
Marc Casado,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",DM,Midfielder,21,2244,1,45,56,74,65,61,62
Marc Cucurella,ESP,Chelsea,"English Premier League, UEFA Europa Conference League",LB,Defender,26,3549,1,91,67,65,59,53,63
Marc Domenech,ESP,Mallorca,Spanish La Liga,LW,Forward,19,303,1,27,33,31,14,51,29
Marc Gual,ESP,Legia Warsaw,UEFA Europa Conference League,AM,Forward,29,609,1,56,72,49,44,40,56
Marc Guiu,ESP,Chelsea,"English Premier League, UEFA Europa Conference League",AM,Forward,19,359,1,98,58,32,22,30,57
Marc Guéhi,ENG,Crystal Palace,English Premier League,CB,Defender,24,3059,1,79,69,60,44,54,58
Marc Roca,ESP,Betis,"Spanish La Liga, UEFA Europa Conference League",DM,Midfielder,28,1011,1,80,50,71,59,61,64
Marc-Oliver Kempf,GER,Como,Italian Serie A,CB,Defender,30,2615,1,37,52,58,47,45,47
Marcel Ratnik,SVN,Olimpija,UEFA Europa Conference League,CB,Defender,21,630,1,42,44,51,39,35,41
Marcel Sabitzer,AUT,Dortmund,"German Bundesliga, UEFA Champions League",DM,Midfielder,31,2458,1,45,51,60,57,39,49
Marcin Listkowski,POL,Jagiellonia,UEFA Europa Conference League,LW,Forward,26,78,1,31,28,39,32,78,34
Marco Asensio,ESP,"Aston Villa, Paris S-G","English Premier League, French Ligue 1, UEFA Champions League",AM,Forward,29,1625,1,54,75,78,72,35,66
Marco Brescianini,ITA,Atalanta,"Italian Serie A, UEFA Champions League",AM,Forward,25,1118,1,69,53,59,78,62,64
Marco Dulca,ROU,NK Celje,UEFA Europa Conference League,DM,Midfielder,25,300,1,27,18,43,24,51,36
Marco Friedl,AUT,Werder Bremen,German Bundesliga,CB,Defender,27,2161,1,36,31,48,44,81,58
Marco Grüll,AUT,Werder Bremen,German Bundesliga,AM,Forward,26,1181,1,74,58,51,48,46,59
Marco Komenda,CRO,Holstein Kiel,German Bundesliga,CB,Defender,28,1307,1,42,58,61,43,40,46
Marco Palestra,ITA,Atalanta,"Italian Serie A, UEFA Champions League",WB,Midfielder,20,288,1,34,68,46,84,55,58
Marco Sala,ITA,"Como, Lecce",Italian Serie A,LB,Defender,25,333,1,39,58,59,75,44,53
Marcos Alonso,ESP,Celta Vigo,Spanish La Liga,CB,Defender,34,2647,1,66,66,82,84,52,67
Marcos André,BRA,Valladolid,Spanish La Liga,AM,Forward,28,1188,1,27,41,30,16,50,31
Marcos Llorente,ESP,Atlético Madrid,"Spanish La Liga, UEFA Champions League",RB,Defender,30,3205,1,87,84,65,77,60,70
Marcos López,PER,FC Copenhagen,UEFA Europa Conference League,LB,Defender,25,416,1,47,95,88,97,67,76
Marcos Senesi,ARG,Bournemouth,English Premier League,CB,Defender,28,1106,1,19,55,65,67,78,64
Marcus Coco,FRA,Nantes,French Ligue 1,RB,Defender,28,951,1,41,65,53,46,69,57
Marcus Danielsson,SWE,Djurgården,UEFA Europa Conference League,CB,Defender,36,767,1,56,33,63,46,32,44
Marcus Edwards,ENG,Sporting CP,UEFA Champions League,AM,Forward,25,67,1,34,29,59,69,47,44
Marcus Harness,ENG,Ipswich Town,English Premier League,AM,Forward,28,45,1,31,43,39,35,38,37
Marcus Pedersen,NOR,Torino,Italian Serie A,WB,Midfielder,24,1362,1,33,33,23,53,26,33
Marcus Rashford,ENG,"Aston Villa, Manchester Utd","English Premier League, UEFA Champions League, UEFA Europa League",AM,Forward,27,2036,1,66,82,55,67,43,68
Marcus Tavernier,ENG,Bournemouth,English Premier League,RW,Forward,26,1939,1,43,73,80,78,66,66
Marcus Thuram,FRA,Inter,"Italian Serie A, UEFA Champions League",AM,Forward,27,3239,1,79,68,44,38,39,60
Marcão,BRA,Sevilla,Spanish La Liga,CB,Defender,28,552,1,39,32,40,25,59,44
Marek Matějovský,CZE,Mladá Boleslav,UEFA Europa Conference League,AM,Forward,42,3,1,31,52,52,79,24,49
Marek Suchý,CZE,Mladá Boleslav,UEFA Europa Conference League,CB,Defender,36,533,1,78,23,27,16,39,36
Marin Căruntu,MDA,Petrocub,UEFA Europa Conference League,AM,Forward,27,234,1,25,13,19,6,25,17
Marin Ljubicic,CRO,"LASK, Union Berlin","German Bundesliga, UEFA Europa Conference League",AM,Forward,23,676,1,58,50,41,20,33,44
Marin Pongračić,CRO,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,27,1921,1,37,58,47,48,44,45
Marin Tomasov,CRO,Astana FK,UEFA Europa Conference League,RM,Forward,37,356,1,70,44,48,37,75,53
Marin Šverko,CRO,Venezia,Italian Serie A,CB,Defender,27,1117,1,72,53,45,32,44,46
Mario Balotelli,ITA,Genoa,Italian Serie A,AM,Forward,34,62,1,42,13,19,26,23,25
Mario Gila,ESP,Lazio,"Italian Serie A, UEFA Europa League",CB,Defender,24,3270,1,73,53,75,73,61,67
Mario Götze,GER,Eint Frankfurt,"German Bundesliga, UEFA Europa League",AM,Forward,32,2090,1,51,50,79,65,73,59
Mario Hermoso,ESP,"Leverkusen, Roma","German Bundesliga, Italian Serie A, UEFA Champions League, UEFA Europa League",CB,Defender,29,958,1,76,54,69,74,54,64
Mario Kvesić,BIH,NK Celje,UEFA Europa Conference League,AM,Forward,33,590,1,23,76,77,77,41,59
Mario Lemina,GAB,Wolves,English Premier League,CM,Midfielder,31,1364,1,51,62,42,30,77,55
Mario Maroto,ESP,Valladolid,Spanish La Liga,CM,Midfielder,21,64,1,44,58,60,58,35,49
Mario Martín,ESP,Valladolid,Spanish La Liga,CM,Midfielder,21,1748,1,41,48,43,39,68,51
Mario Pašalić,CRO,Atalanta,"Italian Serie A, UEFA Champions League",CM,Midfielder,30,2570,1,55,71,77,82,36,61
Mario Stroeykens,BEL,Anderlecht,UEFA Europa League,AM,Forward,20,427,1,60,60,86,80,73,69
Marios Elia,CYP,Pafos FC,UEFA Europa Conference League,RM,Forward,28,10,1,31,35,47,57,8,38
Marius Bülter,GER,Hoffenheim,"German Bundesliga, UEFA Europa League",AM,Forward,32,1863,1,71,64,50,56,47,61
Marius Corbu,ROU,APOEL,UEFA Europa Conference League,LW,Forward,22,33,1,44,73,67,89,58,65
Marius Courcoul,FRA,Angers,French Ligue 1,CM,Midfielder,18,309,1,38,18,35,39,42,36
Marius Wolf,GER,Augsburg,German Bundesliga,WB,Midfielder,29,2144,1,56,75,61,57,32,52
Marius Ştefănescu,ROU,FCSB,UEFA Europa League,RW,Forward,26,314,1,67,47,52,34,71,53
Mariusz Stępiński,POL,AC Omonia,UEFA Europa Conference League,AM,Forward,29,241,1,32,35,26,11,36,28
Mark McKenzie,USA,Toulouse,French Ligue 1,CB,Defender,26,2496,1,49,32,50,32,56,47
Mark Randall,ENG,Larne FC,UEFA Europa Conference League,CM,Midfielder,35,219,1,40,68,28,38,78,54
Mark Zabukovnik,SVN,NK Celje,UEFA Europa Conference League,CM,Midfielder,24,1002,1,24,62,59,48,37,45
Marko Arnautović,AUT,Inter,"Italian Serie A, UEFA Champions League",AM,Forward,36,755,1,63,62,47,29,42,53
Marko Brest,SVN,Olimpija,UEFA Europa Conference League,AM,Midfielder,22,460,1,82,73,39,59,57,59
Marko Grujić,SRB,Porto,UEFA Europa League,CM,Midfielder,28,81,1,34,41,76,63,59,57
Marko Ivezić,SRB,Holstein Kiel,German Bundesliga,CB,Defender,23,1657,1,32,41,36,32,58,44
Marko Janković,MNE,Qarabağ,UEFA Europa League,DM,Midfielder,29,562,1,26,69,75,84,57,63
Marko Lazetić,SRB,TSC,UEFA Europa Conference League,AM,Forward,21,191,1,71,29,34,20,47,42
Marko Pjaca,CRO,Dinamo Zagreb,UEFA Champions League,LW,Forward,29,341,1,72,74,64,56,72,68
Marko Ristić,SVN,Olimpija,UEFA Europa Conference League,CB,Defender,20,272,1,39,28,26,7,49,33
Marko Rog,CRO,Dinamo Zagreb,UEFA Champions League,CM,Midfielder,29,364,1,43,64,39,28,30,38
Marko Stamenic,NZL,Olympiacos,UEFA Europa League,CM,Forward,22,40,1,31,32,52,37,53,37
Marko Tolić,CRO,Slovan Bratislava,UEFA Champions League,AM,Forward,28,458,1,59,66,79,63,69,66
Marko Vešović,MNE,Qarabağ,UEFA Europa League,RB,Defender,33,169,1,28,78,50,89,60,61
Marko Vukčević,MNE,Borac Banja Luka,UEFA Europa Conference League,RB,Defender,31,320,1,42,52,68,86,49,59
Markus Andreas Kaasa,NOR,Molde,UEFA Europa Conference League,CM,Midfielder,27,374,1,81,66,52,72,29,54
Markus Poom,EST,Shamrock Rov,UEFA Europa Conference League,CM,Midfielder,25,442,1,82,53,62,31,39,50
Markus Solbakken,NOR,Sparta Prague,UEFA Champions League,CM,Midfielder,24,87,1,58,44,46,23,48,43
Marlon Gomes,BRA,Shakhtar,UEFA Champions League,DM,Midfielder,21,288,1,81,40,54,59,76,64
Marnon Busch,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",RB,Defender,30,1772,1,50,69,56,57,58,57
Maroan Sannadi,MAR,Athletic Club,"Spanish La Liga, UEFA Europa League",AM,Forward,24,1206,1,31,55,40,42,35,42
Marquinhos,BRA,APOEL,UEFA Europa Conference League,LW,Forward,28,236,1,20,47,63,86,74,50
Marquinhos,BRA,Paris S-G,"French Ligue 1, UEFA Champions League",CB,Defender,31,3164,1,66,53,80,73,55,65
Marshall Munetsi,ZIM,"Reims, Wolves","English Premier League, French Ligue 1",AM,Forward,28,2770,1,43,38,32,13,74,36
Marten de Roon,NED,Atalanta,"Italian Serie A, UEFA Champions League",CM,Midfielder,34,3931,1,64,47,74,70,59,63
Martial Godo,ENG,Fulham,English Premier League,LB,Defender,22,24,1,39,79,61,82,33,52
Martim Fernandes,POR,Porto,UEFA Europa League,RB,Defender,18,312,1,43,86,56,54,33,47
