Player,Nation,Team,General Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Agustín Cardozo,ARG,Lanús,Midfielder,28.0,1997,17,17,1458,0.0,0.02,0.49,0.19,0.0,0.0,1.48,0.12,36.54,42.16,17.47,19.38,15.49,17.41,2.78,3.77,0.0,0.03,0.56,4.2,0.25,0.06,3.64,0.68,0.93,1.67,1.05,0.68,0.86,0.12,0.99,1.79,0.8,1.23,1.11,1.36,0.0,51.23,1.79,11.6,35.25,4.69,0.31,51.23,0.74,0.06,22.9,0.31,0.0,0.99,0.37,29.94,0.49,0.06,0.06,1.79,1.42,0.0,0.0,0.0,0.0,6.6,1.73,1.6,1.36,5.25,0.0,0.31,1.05,0.0,0.06,-1.0,0.0,86.67,90.14,88.97,73.74,62.87,8.11
Agustín Colazo,ARG,Unión,Forward,24.0,2000,9,5,449,0.0,0.32,3.81,1.0,0.0,0.0,1.6,0.2,9.02,12.63,5.41,7.42,3.01,3.61,0.2,0.2,0.0,0.1,1.2,0.4,0.2,0.2,1.0,0.6,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.0,0.4,0.0,22.85,0.2,1.8,7.22,14.03,6.21,22.85,1.0,0.2,12.63,0.6,0.4,2.41,1.2,15.84,0.4,0.0,0.0,1.4,1.2,0.4,0.0,0.0,0.0,2.61,3.61,5.41,3.61,6.21,0.0,0.8,0.0,0.0,0.2,-1.0,0.0,71.42,72.91,83.38,100.0,0.0,20.0
Agustín Dáttola,ARG,Belgrano,Defender,26.0,1999,4,4,360,0.0,0.02,0.5,0.0,0.0,0.0,0.5,0.0,30.25,36.25,6.25,7.25,19.25,21.0,3.75,6.75,0.0,0.0,0.0,3.0,0.0,0.0,3.25,0.5,0.0,0.75,0.5,0.5,0.25,0.0,0.5,0.75,0.25,0.75,0.75,5.0,0.0,44.5,4.0,20.75,23.0,1.0,0.5,44.5,0.0,0.0,22.25,0.0,0.0,0.25,0.0,24.75,0.25,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,3.0,3.0,1.25,0.25,3.75,0.0,0.0,0.5,0.0,0.25,-1.0,0.0,83.45,86.21,91.67,55.56,66.67,0.0
Agustín García Basso,ARG,Racing Club,Defender,33.0,3984,11,11,959,0.0,0.0,0.19,0.0,0.0,0.0,1.13,0.09,45.7,55.75,13.89,15.02,21.96,24.78,9.57,15.02,0.0,0.03,0.47,4.32,0.47,0.09,4.88,1.31,0.94,1.22,0.47,0.84,0.38,0.0,0.56,0.56,0.0,0.56,1.03,4.6,0.0,64.75,5.63,27.59,35.1,2.35,0.09,64.75,0.56,0.28,33.03,0.56,0.0,0.28,0.0,42.33,0.09,0.0,0.0,0.56,0.19,0.0,0.0,0.0,0.0,4.97,0.66,0.94,0.28,7.13,0.0,0.56,0.47,0.0,0.19,0.0,0.0,81.97,92.48,88.62,63.72,38.52,50.0
Agustín Giay,ARG,Palmeiras,Defender,21.0,4008,17,14,1350,0.0,0.01,0.33,0.0,0.0,0.0,1.67,0.0,43.8,53.73,20.07,22.0,18.87,22.47,4.73,7.33,0.0,0.02,0.53,3.93,0.2,0.13,4.0,1.47,1.87,2.93,2.13,1.6,1.0,0.33,1.6,2.33,0.73,1.0,0.93,3.07,0.13,64.93,3.6,22.13,33.27,10.47,0.33,64.93,1.67,0.8,32.53,1.07,0.0,1.13,0.47,38.33,0.0,0.0,0.0,1.13,1.67,0.0,0.0,0.0,0.0,3.8,1.07,0.73,1.6,7.33,0.0,0.33,2.13,0.0,0.13,-1.0,0.0,81.52,91.23,83.98,64.53,72.7,47.9
Agustín Ladstatter,ARG,San Lorenzo,Forward,20.0,2005,5,0,56,0.0,0.16,3.21,0.0,0.0,0.0,3.21,1.61,12.86,20.89,8.04,11.25,3.21,3.21,0.0,3.21,0.0,0.0,0.0,0.0,1.61,0.0,4.82,6.43,12.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,1.61,0.0,0.0,38.57,0.0,8.04,3.21,27.32,8.04,38.57,4.82,0.0,27.32,1.61,6.43,3.21,3.21,28.93,1.61,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,4.82,0.0,4.82,6.43,24.11,0.0,8.04,0.0,0.0,1.61,-1.0,0.0,61.56,71.47,100.0,0.0,0.0,0.0
Agustín Lagos,ARG,Vélez Sarsfield,Defender,23.0,4002,10,8,643,0.0,0.04,0.84,0.28,0.0,0.0,2.94,0.28,40.45,61.59,17.08,21.0,19.46,28.27,2.8,8.4,0.0,0.13,1.26,6.44,1.54,0.84,7.7,2.8,4.76,4.34,3.64,2.1,1.82,0.42,2.38,4.2,1.82,1.96,1.82,3.36,0.14,79.08,2.66,20.72,38.35,21.14,0.84,79.08,3.08,1.68,32.89,1.12,0.42,2.66,0.98,36.11,0.56,0.0,0.0,2.24,1.26,0.28,0.0,0.0,0.0,5.74,2.38,0.84,3.64,15.26,0.0,2.8,3.64,0.0,0.28,-1.0,0.0,65.68,81.33,68.84,33.33,83.87,54.55
Agustín Marchesín,ARG,Boca Juniors,Goalkeeper,37.0,1988,17,17,1530,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,23.53,30.24,5.41,5.47,12.06,12.24,5.82,12.18,0.0,0.0,0.06,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.12,31.53,26.35,31.29,0.24,0.0,0.0,31.53,0.06,0.06,12.94,0.0,0.0,0.0,0.0,11.18,0.12,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.71,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,77.81,98.9,98.53,47.78,0.0,100.0
Agustín Martegani,ARG,Boca Juniors,Midfielder,25.0,2000,1,1,57,0.0,0.16,1.58,1.58,0.0,0.0,1.58,0.0,30.0,33.16,18.95,18.95,7.89,7.89,1.58,3.16,0.0,0.0,0.0,4.74,0.0,0.0,0.0,1.58,3.16,1.58,0.0,0.0,1.58,0.0,1.58,1.58,0.0,0.0,0.0,0.0,0.0,47.37,0.0,3.16,30.0,14.21,1.58,47.37,1.58,1.58,23.68,0.0,0.0,6.32,0.0,34.74,0.0,0.0,0.0,1.58,1.58,0.0,0.0,0.0,0.0,1.58,1.58,4.74,6.32,4.74,0.0,0.0,0.0,0.0,1.58,-1.0,0.0,90.47,100.0,100.0,50.0,0.0,100.0
Agustín Medina,0,Lanús,Midfielder,0.0,0,15,6,703,0.0,0.01,0.64,0.13,0.0,0.0,2.43,0.13,36.49,46.47,16.26,19.72,17.54,20.1,2.05,4.1,0.0,0.05,0.64,4.86,0.13,0.0,4.86,0.26,1.92,3.58,2.18,1.15,1.79,0.64,1.54,2.43,0.9,1.66,1.66,1.28,0.13,58.51,1.79,13.7,38.02,7.3,0.38,58.51,1.02,0.64,27.27,0.77,0.0,1.54,0.77,32.01,0.38,0.0,0.0,2.82,1.15,0.0,0.0,0.13,0.0,6.79,1.41,1.15,2.3,7.04,0.0,0.13,2.18,0.0,0.13,-1.0,0.0,78.52,82.45,87.26,50.0,60.89,62.75
Agustín Molina,ARG,Sarmiento,Forward,19.0,2006,2,0,33,0.0,0.27,2.73,0.0,0.0,0.0,0.0,0.0,5.45,10.91,0.0,0.0,5.45,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,35.45,2.73,5.45,13.64,19.09,2.73,35.45,8.18,2.73,16.36,0.0,0.0,5.45,0.0,19.09,0.0,0.0,0.0,2.73,2.73,0.0,0.0,0.0,2.73,5.45,5.45,2.73,5.45,0.0,0.0,0.0,0.0,0.0,2.73,-1.0,0.0,49.95,0.0,66.63,0.0,0.0,33.37
Agustín Obando,ARG,Banfield,Forward,25.0,2000,4,1,90,0.0,0.1,1.0,0.0,0.0,0.0,2.0,0.0,17.0,33.0,7.0,12.0,7.0,13.0,3.0,8.0,0.0,0.1,2.0,4.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,43.0,2.0,12.0,16.0,15.0,0.0,43.0,1.0,0.0,14.0,1.0,0.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,6.0,0.0,2.0,0.0,0.0,1.0,-1.0,0.0,51.52,58.33,53.85,37.5,0.0,0.0
Agustín Palavecino,ARG,Aldosivi,Forward,22.0,2003,15,10,733,0.12,0.12,1.84,0.74,0.0,0.0,1.96,0.0,17.07,26.77,8.59,11.79,6.38,9.45,0.61,2.09,0.0,0.09,1.35,1.35,0.86,0.49,2.46,2.46,6.26,3.19,1.47,0.86,1.6,0.74,1.23,1.84,0.61,1.47,0.49,1.47,0.0,44.08,1.23,6.51,19.4,19.03,2.33,44.08,2.21,0.61,24.19,1.47,0.61,3.81,1.47,26.15,0.37,0.12,0.12,2.09,0.98,0.12,0.0,0.0,0.0,5.03,1.6,3.19,5.28,11.17,0.0,1.96,1.47,0.12,0.12,0.0,0.0,63.77,72.86,67.51,29.19,46.08,27.6
Agustín Rodríguez,ARG,Lanús,Forward,21.0,2004,2,1,77,0.0,0.35,2.34,0.0,0.0,0.0,5.84,0.0,18.7,29.22,12.86,16.36,5.84,8.18,0.0,2.34,0.0,0.0,2.34,3.51,0.0,0.0,2.34,3.51,4.68,1.17,1.17,0.0,1.17,0.0,1.17,1.17,0.0,1.17,0.0,0.0,0.0,37.4,1.17,4.68,17.53,17.53,1.17,37.4,1.17,0.0,28.05,2.34,0.0,1.17,3.51,31.56,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,2.34,0.0,1.17,4.68,10.52,0.0,0.0,1.17,0.0,1.17,-1.0,0.0,64.0,78.61,71.39,0.0,100.0,0.0
Agustín Rogel,URU,Internacional,Defender,27.0,3994,7,6,534,0.0,0.02,0.34,0.0,0.0,0.0,0.84,0.17,40.79,45.34,12.3,13.31,24.1,26.12,3.88,5.22,0.0,0.0,0.0,1.35,0.0,0.0,1.52,0.0,0.17,1.69,1.18,1.01,0.67,0.0,1.01,1.69,0.67,1.01,0.17,5.56,0.0,54.27,5.9,27.81,25.79,1.01,0.51,54.27,0.0,0.0,32.36,0.17,0.0,0.17,0.17,38.26,0.17,0.0,0.0,1.18,0.34,0.0,0.0,0.0,0.0,2.19,1.69,1.01,0.34,1.69,0.0,0.0,1.18,0.0,0.34,-1.0,0.0,89.96,92.41,92.27,74.33,69.82,0.0
Agustín Rossi,ARG,Flamengo,Goalkeeper,29.0,3990,22,22,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,24.09,29.32,4.41,4.45,13.68,13.82,5.86,10.73,0.0,0.01,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.23,0.0,30.95,26.59,30.91,0.09,0.0,0.0,30.95,0.0,0.0,18.91,0.0,0.0,0.0,0.0,17.41,0.05,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,2.18,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,82.16,99.1,98.99,54.61,0.0,0.0
Agustín Sant'Anna,URU,RB Bragantino,Defender,27.0,1997,8,3,359,0.0,0.13,2.51,0.25,0.0,0.0,3.26,0.0,39.11,50.89,16.3,17.8,16.04,19.81,6.27,10.53,0.0,0.1,1.75,3.76,1.0,0.75,3.51,1.25,4.26,2.76,1.75,1.0,1.0,0.75,1.75,3.51,1.75,1.75,2.26,3.76,0.0,66.69,3.76,16.55,31.34,19.05,1.5,66.69,1.5,0.25,28.83,0.75,0.0,1.0,0.5,32.84,0.5,0.0,0.0,1.75,0.5,0.25,0.0,0.0,0.0,3.26,2.01,2.01,1.5,9.03,0.0,1.75,1.75,0.0,0.25,-1.0,0.0,76.85,91.57,80.97,59.54,63.41,16.67
Agustín Seyral,ARG,Sarmiento,Midfielder,20.0,2005,1,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,30.0,0.0,52.5,37.5,45.0,7.5,0.0,0.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agustín Sienra,ARG,Defensa y Just,Defender,26.0,1999,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,33.0,42.0,11.0,12.0,22.0,25.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,2.0,5.0,0.0,0.0,3.0,5.0,2.0,2.0,2.0,13.0,0.0,69.0,8.0,41.0,27.0,1.0,0.0,69.0,0.0,0.0,18.0,0.0,0.0,3.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,78.57,91.67,88.0,0.0,40.0,0.0
Agustín Sández,PAR,Rosario Central,Defender,24.0,2001,18,18,1532,0.12,0.08,0.65,0.29,0.0,0.0,1.47,0.0,37.36,48.52,18.39,21.38,15.92,19.21,2.11,5.4,0.0,0.01,0.76,3.88,0.18,0.0,4.99,2.11,2.76,1.94,1.17,1.23,0.53,0.18,1.0,1.7,0.7,1.12,1.59,4.7,0.0,61.21,2.94,22.73,27.85,11.22,1.06,61.21,1.35,0.41,26.73,0.76,0.23,1.06,0.76,31.49,0.23,0.0,0.0,1.06,0.76,0.0,0.0,0.0,0.0,3.82,1.41,1.0,1.82,9.87,0.0,0.41,1.17,0.12,0.06,0.5,0.0,77.0,86.01,82.87,39.07,60.31,30.37
Agustín Urzi,ARG,Huracán,Forward,25.0,2000,13,4,461,0.0,0.06,1.37,0.2,0.0,0.0,4.49,0.2,18.35,26.16,9.76,11.71,6.44,9.37,0.98,2.93,0.2,0.06,1.37,1.56,0.98,0.0,2.54,1.76,6.25,1.95,0.98,0.98,0.59,0.39,0.98,1.56,0.59,0.39,0.59,0.59,0.2,37.87,0.2,3.71,16.79,17.77,1.17,37.87,2.54,0.78,22.26,2.15,0.59,2.34,2.54,24.99,0.2,0.0,0.0,0.59,3.12,0.0,0.0,0.0,0.0,3.32,0.2,0.59,4.88,10.54,0.0,1.56,0.98,0.0,0.2,-1.0,0.0,70.15,83.35,68.73,33.45,50.26,30.71
Ahmed Qasem,SWE,Nashville SC,Forward,22.0,2003,24,12,1069,0.17,0.13,1.35,0.59,0.0,0.0,2.44,0.17,18.52,24.58,10.94,12.97,5.72,7.24,0.93,1.6,0.08,0.13,0.76,1.18,0.76,0.0,2.1,3.12,6.65,1.35,0.84,0.51,0.76,0.08,0.34,1.35,1.01,1.09,0.76,0.76,0.08,38.64,1.09,6.15,15.91,17.43,3.54,38.64,4.21,1.68,24.16,1.94,0.84,3.62,2.69,27.03,0.08,0.0,0.0,1.94,1.43,0.08,0.08,0.0,0.0,3.62,0.42,0.67,6.31,11.87,0.0,1.6,0.84,0.17,0.08,0.31,0.0,75.35,84.35,79.01,58.12,62.22,39.9
Aiden Hezarkhani,USA,Real Salt Lake,Forward,18.0,2007,2,0,58,0.0,0.0,1.55,0.0,0.0,0.0,1.55,0.0,10.86,23.28,6.21,10.86,3.1,6.21,1.55,1.55,0.0,0.0,0.0,3.1,0.0,0.0,1.55,1.55,9.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,34.14,0.0,1.55,18.62,13.97,3.1,34.14,6.21,1.55,18.62,1.55,1.55,4.66,0.0,24.83,0.0,0.0,0.0,1.55,1.55,0.0,0.0,0.0,0.0,1.55,1.55,1.55,4.66,12.41,0.0,1.55,0.0,0.0,1.55,0.0,0.0,46.65,57.18,49.92,100.0,0.0,24.96
Aiden O'Neill,AUS,NYCFC,Midfielder,27.0,1998,11,10,855,0.0,0.02,0.53,0.11,0.0,0.0,1.58,0.21,48.32,55.68,22.95,24.63,21.58,24.0,2.84,4.74,0.0,0.04,0.53,4.63,0.11,0.0,4.32,1.47,0.53,2.32,1.58,0.95,1.05,0.32,1.26,2.0,0.74,1.37,0.63,1.37,0.11,64.84,2.53,16.63,38.21,10.53,0.63,64.84,1.16,0.63,38.21,1.79,0.32,1.05,0.74,47.37,0.32,0.0,0.0,1.47,1.58,0.0,0.0,0.0,0.0,4.11,0.21,0.74,1.79,6.32,0.0,0.42,1.58,0.0,0.11,-1.0,0.0,86.78,93.18,89.92,59.92,68.1,54.31
Ajani Fortune,TRI,Atlanta Utd,Midfielder,22.0,2002,15,8,784,0.11,0.08,0.8,0.34,0.0,0.0,2.87,0.0,46.72,53.38,22.27,24.34,20.09,21.93,3.79,4.94,0.0,0.11,1.03,4.48,1.49,0.23,6.43,2.07,3.9,2.41,1.84,1.15,1.15,0.11,0.92,1.38,0.46,1.15,1.61,1.61,0.0,63.94,1.84,12.97,33.52,17.79,1.61,63.94,1.61,0.92,38.34,1.72,0.34,1.38,0.11,45.0,0.46,0.0,0.0,2.07,1.84,0.0,0.0,0.0,0.0,4.13,0.69,1.03,1.49,12.4,0.0,2.07,1.84,0.11,0.11,0.38,0.0,87.52,91.5,91.61,76.72,76.35,57.14
Akil Watts,USA,St. Louis,Midfielder,25.0,2000,21,14,1413,0.06,0.1,1.02,0.38,0.0,0.0,1.59,0.0,25.1,34.97,13.31,15.61,10.06,13.69,1.02,3.06,0.0,0.07,0.57,1.78,0.89,0.19,2.99,2.04,2.55,2.04,1.21,1.02,0.7,0.32,1.02,1.91,0.89,1.34,1.27,1.66,0.06,46.62,2.42,13.95,22.48,11.15,1.02,46.62,1.34,0.57,22.17,1.46,0.32,1.72,1.02,26.5,0.06,0.0,0.0,0.96,1.21,0.0,0.0,0.0,0.0,2.99,0.96,0.7,2.74,7.58,0.0,1.4,1.21,0.06,0.06,-0.4,0.0,71.78,85.27,73.48,33.33,59.31,42.54
Alan Aguerre,ARG,Cen. Córdoba–SdE,Goalkeeper,34.0,3980,23,23,2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.17,22.74,2.52,2.57,6.61,6.61,4.7,13.04,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.52,0.0,24.7,20.3,24.35,0.35,0.04,0.0,24.7,0.0,0.0,10.13,0.0,0.0,0.04,0.0,6.7,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.87,0.13,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,62.31,98.05,100.0,36.04,0.0,0.0
Alan Barrionuevo,ARG,Tigre,Defender,28.0,1997,4,1,97,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,29.69,38.04,6.49,6.49,17.63,19.48,5.57,12.06,0.0,0.0,0.93,0.93,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.93,0.93,1.86,6.49,0.0,49.18,8.35,24.12,24.12,1.86,0.0,49.18,0.0,0.0,20.41,0.0,0.0,0.0,0.0,18.56,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,1.86,0.93,6.49,0.0,0.0,0.0,0.93,0.0,0.0,0.93,0.0,0.0,78.05,100.0,90.5,46.19,0.0,0.0
Alan Benítez,PAR,Internacional,Forward,31.0,3988,8,6,580,0.0,0.06,0.78,0.16,0.0,0.0,2.48,0.31,25.14,36.93,11.64,15.67,10.86,14.28,1.86,4.03,0.16,0.12,1.55,2.64,1.71,0.47,3.72,2.79,6.98,1.86,0.62,1.09,0.62,0.16,0.93,1.24,0.31,0.93,0.47,4.97,0.16,49.19,3.88,13.97,20.33,15.52,3.1,49.19,1.71,0.78,21.88,0.93,1.09,1.09,0.31,22.66,0.16,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,4.19,0.78,0.62,1.4,13.5,0.0,3.26,0.62,0.0,0.31,-1.0,0.0,68.07,74.28,76.05,46.15,33.33,45.61
Alan Cantero,ARG,pe Alianza Lima,Forward,27.0,1998,1,0,33,0.0,0.27,8.18,2.73,0.0,0.0,8.18,0.0,21.82,35.45,2.73,10.91,13.64,16.36,5.45,5.45,0.0,0.0,0.0,5.45,0.0,0.0,5.45,2.73,8.18,2.73,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.55,0.0,0.0,19.09,35.45,8.18,54.55,13.64,8.18,38.18,2.73,2.73,0.0,5.45,46.36,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,2.73,0.0,5.45,5.45,16.36,0.0,2.73,0.0,0.0,2.73,-1.0,0.0,61.55,25.02,83.37,100.0,0.0,59.97
Alan Carleton,USA,Nashville SC,Forward,20.0,2005,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,51.43,51.43,32.14,32.14,6.43,6.43,0.0,0.0,0.0,6.43,0.0,0.0,19.29,0.0,12.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43,0.0,6.43,45.0,45.0,0.0,96.43,0.0,0.0,70.71,0.0,0.0,0.0,6.43,83.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,6.43,0.0,6.43,32.14,0.0,0.0,0.0,0.0,6.43,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0
Alan Franco,ECU,Atlético Mineiro,Midfielder,26.0,1998,11,11,945,0.0,0.01,0.19,0.0,0.0,0.0,1.43,0.0,40.29,45.24,20.1,21.52,16.57,18.19,1.71,2.19,0.0,0.02,0.29,3.14,0.1,0.0,2.57,0.29,0.48,2.1,1.33,0.76,0.95,0.38,0.95,1.33,0.38,0.67,1.05,1.71,0.0,51.62,1.81,14.0,33.9,4.29,0.1,51.62,0.19,0.19,27.14,0.57,0.0,0.38,0.19,32.48,0.1,0.0,0.0,1.14,0.67,0.0,0.0,0.0,0.0,3.14,1.05,0.29,0.57,3.33,0.0,0.1,1.33,0.0,0.1,-1.0,0.0,89.06,93.4,91.09,78.08,63.33,100.0
Alan Franco,ARG,São Paulo,Defender,28.0,3992,18,17,1507,0.0,0.08,0.36,0.0,0.0,0.0,0.6,0.0,52.08,58.59,21.02,22.4,25.8,27.77,4.72,7.11,0.0,0.03,0.12,1.97,0.06,0.0,2.39,0.18,0.18,1.02,0.66,0.78,0.24,0.0,0.54,0.96,0.42,1.55,1.02,5.37,0.12,69.16,8.6,38.04,29.98,1.55,0.72,69.16,0.6,0.48,40.85,0.12,0.0,0.72,0.18,45.27,0.24,0.0,0.0,1.07,0.3,0.06,0.0,0.0,0.0,5.02,1.85,1.31,0.9,2.75,0.0,0.06,0.66,0.0,0.12,-1.0,0.0,88.89,93.84,92.91,66.39,64.71,80.0
Alan Lescano,ARG,Arg Juniors,Forward,23.0,2001,18,18,1523,0.18,0.24,2.25,0.47,0.0,0.06,2.66,0.41,38.71,45.92,17.2,19.86,16.31,18.56,4.2,5.14,0.18,0.13,1.3,4.14,1.0,0.12,4.9,1.6,4.43,1.71,0.89,0.53,0.83,0.35,0.83,1.71,0.89,1.0,0.3,0.77,0.0,57.97,0.53,6.03,36.28,16.13,3.37,57.91,2.3,1.18,35.46,1.24,0.18,2.01,1.95,42.84,0.12,0.0,0.0,1.0,2.13,0.0,0.0,0.0,0.0,4.61,1.0,1.06,3.96,10.93,0.0,1.3,0.89,0.18,0.06,-0.25,0.0,84.3,86.61,87.88,81.71,52.05,51.3
Alan Patrick,BRA,Internacional,Forward,34.0,3982,18,18,1526,0.47,0.37,1.65,0.65,0.29,0.29,6.07,0.65,38.93,49.31,19.17,21.41,15.16,17.99,3.54,6.78,0.41,0.35,4.13,5.9,1.89,0.06,6.66,1.3,4.48,1.12,0.71,0.18,0.71,0.24,0.77,1.65,0.88,0.71,0.06,0.18,0.12,58.09,0.18,2.42,29.13,27.31,3.13,57.8,2.42,1.24,34.5,1.89,0.65,2.65,2.77,43.11,0.24,0.0,0.0,0.88,1.12,0.12,0.0,0.0,0.0,3.89,0.35,1.0,5.43,12.44,0.0,2.6,0.71,0.47,0.12,0.27,0.0,78.95,89.54,84.27,52.21,63.39,51.24
Alan Rodríguez,URU,Arg Juniors,Forward,25.0,2000,14,14,1162,0.15,0.09,1.32,0.46,0.0,0.0,3.41,0.15,31.91,43.3,19.44,23.24,8.98,12.08,1.86,4.72,0.08,0.19,1.7,3.02,1.39,0.39,4.1,3.02,7.67,1.86,1.24,0.93,0.62,0.31,1.01,1.78,0.77,0.54,0.39,0.46,0.0,56.0,0.23,6.58,24.32,26.26,3.64,56.0,4.65,2.4,29.66,2.17,1.08,2.87,1.94,36.02,0.15,0.0,0.0,0.85,1.86,0.31,0.0,0.0,0.0,5.11,0.46,1.47,4.8,14.79,0.0,2.87,1.24,0.15,0.08,0.67,0.0,73.7,83.65,74.34,39.41,66.67,51.61
Alan Ruschel,BRA,Juventude,Defender,35.0,1989,10,8,694,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,36.31,47.59,18.67,20.23,14.27,18.93,2.59,5.19,0.0,0.08,1.17,2.07,0.65,0.39,3.11,1.04,2.85,1.95,0.78,0.78,1.17,0.0,0.65,1.56,0.91,0.91,1.43,1.95,0.0,55.89,1.95,15.3,28.66,12.71,0.39,55.89,1.56,0.52,25.29,0.78,0.13,0.91,0.39,30.09,0.26,0.0,0.0,1.04,2.33,0.26,0.0,0.0,0.0,2.85,1.17,0.78,1.3,7.0,0.0,1.17,0.78,0.0,0.13,0.0,0.0,76.3,92.29,75.38,49.9,40.0,33.33
