Player,Nationality,Team,League,Position,General Position,Age,Minutes,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Progressive Runs,Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalties Kicks Conceded,Penalties Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Sergi Canós,ESP,Valencia,Spanish La Liga,LM,Midfielder,28,370,0.0,0.24,2.68,0.73,0.12,0.12,0.0,0.0,4.62,0.24,0.97,2.19,0.73,0.73,4.38,0.02,0.05,22.38,38.43,2.19,0.0,0.24,2.43,0.24,36.24,1.95,0.24,12.41,15.32,8.03,12.89,1.46,5.59,365.35,101.68,1.7,30.16,1.7,131.35,67.86,1.46,0.97,3.16,0.24,2.92,2.68,1.7,0.73,0.97,0.97,0.97,2.43,1.46,1.22,1.46,0.24,1.22,0.0,4.86,3.16,1.22,4.38,39.89,11.43,56.19,1.46,8.27,18.49,29.68,4.86,56.19,0.73,0.0,0.0,2.92,1.46,0.24,0.0,0.0,0.0,0.97,1.95,2.92,17.03,4.86,7.3,4.14,-0.12,1,0.0,33.22,0.0,81.01,62.3,26.12,113.42,7.59
Sergi Cardona,ESP,Villarreal,Spanish La Liga,LB,Defender,25,2945,0.03,0.21,0.61,0.18,0.06,0.06,0.0,0.0,2.41,0.4,1.38,1.89,1.41,0.79,3.39,0.13,0.17,34.41,44.53,2.35,0.06,0.06,1.19,0.18,36.86,7.49,0.7,16.78,19.31,14.85,18.12,2.26,4.86,570.19,201.67,1.59,24.85,1.59,113.71,62.86,1.04,0.31,0.92,0.31,0.49,2.17,1.47,1.34,0.61,0.21,1.5,2.41,0.92,1.22,1.59,0.21,3.73,0.03,4.0,0.73,0.34,1.07,29.09,6.05,56.29,4.0,21.73,19.31,15.46,1.93,56.29,0.34,0.0,0.0,1.16,0.86,0.09,0.03,0.0,0.0,1.25,0.83,2.08,11.58,2.81,4.43,3.88,-0.03,1,0.03,60.1,0.0,86.9,81.95,46.5,105.72,33.7
Sergi Darder,ESP,Mallorca,Spanish La Liga,LM,Midfielder,31,2744,0.07,0.2,1.18,0.3,0.06,0.06,0.0,0.0,3.15,0.23,1.77,4.0,1.08,0.49,5.35,0.17,0.13,32.18,42.7,4.66,0.26,0.75,0.82,0.26,35.85,6.59,2.3,14.43,16.3,12.0,15.15,4.92,8.99,607.17,185.77,1.21,29.88,1.21,164.85,72.52,1.9,0.23,2.43,1.12,0.98,1.31,0.85,0.49,0.52,0.3,0.56,1.51,0.95,0.52,0.62,0.03,0.75,0.03,4.0,1.18,0.98,2.16,33.78,2.72,51.1,0.62,5.67,29.09,16.99,0.95,51.1,0.13,0.0,0.0,0.69,1.21,0.1,0.0,0.0,0.0,0.43,0.33,0.75,9.81,3.38,2.76,2.36,0.01,1,0.07,57.33,0.0,88.53,79.21,54.73,126.2,46.09
Sergi Dominguez,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,19,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52,0.0,0.0,0.0,0.0,0.0,84.78,89.57,6.96,0.0,0.0,0.0,0.0,86.09,3.48,2.17,29.57,30.0,51.74,54.35,3.04,4.78,1556.96,546.52,0.0,59.57,0.0,266.52,130.87,0.43,0.0,0.0,0.0,0.0,0.87,0.87,0.87,0.0,0.0,0.43,0.87,0.43,1.74,0.0,0.0,3.91,0.0,4.78,0.0,0.0,0.0,76.09,0.43,96.09,6.52,34.78,60.87,1.3,0.0,96.09,0.43,0.0,0.0,1.3,0.0,0.0,0.43,0.0,0.0,1.3,1.3,2.61,7.39,0.0,0.0,1.74,0.0,1,0.0,49.81,0.0,98.57,95.2,63.6,133.85,0.0
Sergi Guardiola,ESP,Rayo Vallecano,Spanish La Liga,AM,Forward,33,362,0.0,0.0,2.73,0.75,0.6,0.6,0.0,0.0,2.24,0.0,1.24,0.5,0.75,0.25,0.99,0.05,0.0,13.92,20.88,0.75,0.0,0.0,1.24,0.0,20.14,0.75,0.0,10.19,13.67,2.49,3.98,0.75,1.24,174.78,47.73,0.5,20.14,0.5,59.42,22.38,0.75,0.25,0.5,0.0,0.5,1.24,0.75,0.0,1.24,0.0,0.5,0.75,0.25,0.25,0.25,0.0,0.5,0.0,1.74,2.73,1.24,3.98,23.87,5.47,32.32,0.75,2.73,13.67,15.91,4.48,32.32,0.25,0.0,0.0,2.24,1.74,0.5,0.0,0.0,0.0,1.49,2.98,4.48,7.21,2.24,5.72,1.49,-0.6,1,0.0,33.26,0.0,74.54,62.56,60.48,85.63,0.0
Sergi Gómez,ESP,Espanyol,Spanish La Liga,CB,Defender,33,664,0.0,0.0,0.27,0.14,0.04,0.04,0.0,0.0,0.54,0.0,0.0,0.41,0.0,0.0,0.14,0.0,0.0,42.15,47.44,1.08,0.0,0.0,0.14,0.0,45.68,1.76,1.49,12.06,13.01,25.89,26.97,4.07,7.05,830.2,261.87,0.0,30.09,0.0,115.35,50.96,0.0,0.0,0.0,0.0,0.0,1.08,0.68,0.95,0.14,0.0,0.27,0.41,0.14,0.95,1.63,1.08,5.15,0.0,2.03,0.14,0.0,0.14,39.58,0.14,56.79,8.81,37.95,17.76,1.08,0.54,56.79,0.14,0.0,0.0,0.81,0.14,0.0,0.0,0.0,0.0,1.49,2.98,4.47,1.22,0.54,0.54,1.08,-0.04,1,0.0,33.33,0.0,92.7,96.0,57.73,80.0,0.0
Sergi Roberto,ESP,Como,Italian Serie A,DM,Midfielder,33,696,0.0,0.13,0.78,0.13,0.09,0.09,0.0,0.0,3.1,0.13,1.94,3.62,0.78,0.0,0.78,0.05,0.08,59.09,65.43,4.66,0.26,0.0,1.29,0.13,62.84,2.46,1.81,39.05,42.03,16.29,16.94,1.68,2.46,783.49,183.88,1.29,43.97,1.29,195.78,100.22,1.68,0.26,1.29,0.39,0.78,1.81,1.03,0.65,0.65,0.52,0.65,0.91,0.26,1.16,0.91,0.13,1.81,0.0,6.21,1.81,0.65,2.46,55.47,2.46,75.26,2.46,14.74,45.0,15.91,1.16,75.26,0.52,0.0,0.0,0.91,1.81,0.0,0.26,0.0,0.0,0.91,1.16,2.07,9.7,3.23,2.2,1.94,-0.09,1,0.0,43.96,0.0,92.91,96.16,68.29,78.86,30.23
Sergio Akieme,ESP,Reims,French Ligue 1,LB,Defender,27,2523,0.07,0.11,0.93,0.25,0.05,0.05,0.0,0.0,1.32,0.11,0.75,1.5,0.71,0.43,3.35,0.09,0.08,33.14,40.92,3.07,0.0,0.04,0.68,0.18,33.96,6.78,0.89,18.8,20.51,12.06,14.38,1.25,3.85,486.6,144.9,1.96,25.33,1.96,154.78,84.08,1.28,0.18,1.11,0.46,0.61,1.21,0.82,1.07,0.11,0.04,0.78,1.28,0.5,0.61,0.93,0.32,3.46,0.14,3.89,1.11,0.68,1.78,29.14,3.46,51.22,3.57,18.69,19.55,13.45,1.21,51.22,0.18,0.0,0.0,0.89,0.75,0.04,0.0,0.0,0.0,0.68,0.93,1.61,10.45,1.43,2.53,2.1,0.02,1,0.07,42.24,0.0,91.66,83.87,32.47,105.53,41.44
Sergio Arribas,ESP,Betis,Spanish La Liga,LB,Defender,21,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,54.0,1.0,0.0,0.0,2.0,1.0,40.0,13.0,1.0,22.0,23.0,12.0,20.0,2.0,5.0,533.0,210.0,0.0,33.0,0.0,128.0,75.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,3.0,0.0,6.0,7.0,1.0,3.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,35.0,4.0,71.0,5.0,24.0,43.0,4.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,11.0,0.0,1,0.0,100.0,0.0,95.65,60.0,40.0,84.62,0.0
Sergio Camello,ESP,Rayo Vallecano,Spanish La Liga,AM,Forward,23,1134,0.24,0.16,2.54,0.71,0.32,0.32,0.0,0.0,3.02,0.4,1.51,0.95,0.56,0.0,0.48,0.08,0.15,16.43,20.87,2.14,0.56,0.16,0.95,0.16,19.68,1.03,0.0,10.08,11.98,4.84,5.79,0.56,0.71,227.7,35.87,1.59,17.62,1.59,89.52,43.97,1.27,0.63,1.83,1.03,0.63,0.71,0.24,0.16,0.4,0.16,0.32,0.48,0.16,0.32,0.63,0.08,1.27,0.0,2.54,3.02,1.83,4.84,24.44,5.4,31.59,1.35,3.1,13.73,15.56,3.65,31.59,0.16,0.0,0.0,0.87,0.79,0.16,0.0,0.0,0.0,0.87,2.06,2.94,10.71,3.41,4.84,0.71,-0.08,1,0.24,29.59,0.0,84.14,83.59,78.87,68.93,56.28
Sergio Carreira,ESP,Celta Vigo,Spanish La Liga,RM,Midfielder,24,1656,0.0,0.22,0.71,0.16,0.03,0.03,0.0,0.0,1.96,0.22,0.87,1.9,1.3,0.43,2.23,0.12,0.17,37.01,48.64,2.88,0.11,0.22,1.63,0.16,40.49,7.99,0.16,17.28,20.05,16.85,21.09,2.61,5.0,627.45,195.98,2.12,31.03,2.12,166.52,77.23,1.2,0.87,1.63,0.76,0.71,1.52,0.87,0.87,0.33,0.33,0.76,1.41,0.65,0.92,1.09,0.11,2.01,0.0,3.59,0.87,0.76,1.63,36.52,7.61,57.45,1.96,15.05,22.17,20.65,2.83,57.45,0.05,0.0,0.0,1.03,0.38,0.16,0.0,0.0,0.0,0.16,0.76,0.92,14.73,2.17,5.43,2.28,-0.03,1,0.0,17.39,0.0,86.18,79.9,52.2,100.0,46.63
Sergio Gómez,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",LM,Midfielder,24,3013,0.09,0.15,0.63,0.33,0.07,0.07,0.0,0.0,3.32,0.3,1.76,2.69,0.75,0.39,7.41,0.23,0.28,36.89,48.78,3.2,0.03,0.27,1.43,0.33,40.33,8.12,1.79,20.16,22.34,11.8,14.97,3.49,7.62,588.39,156.31,1.4,28.26,1.4,142.3,63.3,1.43,0.18,1.55,0.66,0.78,2.15,1.16,0.9,0.9,0.36,0.9,1.76,0.87,0.63,1.4,0.15,1.02,0.06,4.63,1.37,0.54,1.91,34.8,4.87,57.68,1.34,9.95,25.54,22.88,1.61,57.68,0.12,0.0,0.0,0.9,0.48,0.3,0.03,0.0,0.0,0.63,0.72,1.34,10.87,3.61,2.93,2.93,0.02,1,0.09,47.01,0.0,90.24,78.82,45.8,96.07,42.58
Sergio Peña,PER,Malmö,UEFA Europa League,CM,Midfielder,29,425,0.21,0.0,1.48,0.64,0.06,0.06,0.0,0.0,2.54,0.21,0.85,10.59,1.48,0.42,2.75,0.08,0.04,68.4,82.59,8.68,0.0,0.21,1.48,0.42,77.72,4.45,2.75,36.42,39.6,21.81,26.68,8.05,11.22,1163.22,362.12,0.42,53.58,0.42,197.79,82.16,1.06,0.21,1.06,0.64,0.42,4.45,2.12,1.91,1.69,0.85,1.91,3.81,1.91,1.06,1.48,0.42,0.42,0.21,9.32,0.85,1.06,1.91,66.07,1.48,91.91,1.06,18.0,55.91,19.27,0.42,91.91,0.42,0.0,0.0,1.06,0.64,0.0,0.0,0.0,0.0,0.64,0.42,1.06,11.01,2.75,2.54,5.93,0.15,1,0.21,60.38,0.0,91.97,81.75,71.75,93.24,60.38
Sergio Reguilón,ESP,Tottenham,English Premier League,LB,Defender,28,159,0.0,0.0,1.13,0.0,0.06,0.06,0.0,0.0,0.57,0.0,0.57,5.09,1.13,0.57,4.53,0.11,0.0,40.75,59.43,5.09,0.0,0.0,1.13,0.57,53.21,5.66,0.0,19.81,24.91,19.25,26.04,1.7,7.36,667.36,246.79,1.7,39.62,1.7,153.4,91.7,0.0,0.0,2.83,0.57,0.57,1.7,1.7,0.0,1.7,0.0,0.57,2.26,1.7,2.26,3.4,0.0,3.96,0.0,7.36,1.13,0.0,1.13,42.45,6.23,75.28,5.09,30.57,29.43,15.85,1.13,75.28,0.57,0.0,0.0,0.57,2.83,0.0,0.0,0.0,0.0,2.26,1.13,3.4,14.72,0.57,2.83,3.96,-0.06,1,0.0,66.47,0.0,79.53,73.92,23.1,174.45,20.14
Sergio Tejera,ESP,APOEL,UEFA Europa Conference League,CM,Midfielder,34,696,0.0,0.13,1.03,0.0,0.05,0.05,0.0,0.0,3.49,0.52,2.07,2.07,0.26,0.13,5.43,0.19,0.16,36.08,45.26,2.59,0.13,0.13,0.26,0.39,36.21,8.66,5.56,13.58,15.65,15.65,18.49,5.82,8.92,688.45,162.03,0.91,26.51,0.91,140.04,64.91,0.91,0.13,1.42,0.52,0.78,1.68,1.03,0.91,0.78,0.0,0.78,1.94,1.16,1.55,1.03,0.13,1.42,0.0,3.75,1.29,0.52,1.81,31.81,1.81,55.09,1.81,9.05,32.46,13.58,0.65,55.09,0.26,0.0,0.0,2.2,2.84,0.0,0.0,0.0,0.0,0.78,1.16,1.94,6.21,4.01,1.16,2.97,-0.05,1,0.0,40.21,0.0,86.77,84.64,65.25,120.73,36.62
Sergio Viera,ESP,Las Palmas,Spanish La Liga,AM,Forward,20,96,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,4.69,0.0,0.0,0.0,0.0,0.0,42.19,47.81,1.88,0.0,0.94,0.94,0.0,46.88,0.94,0.0,20.62,23.44,15.0,15.94,5.62,6.56,733.12,103.12,0.0,30.0,0.0,111.56,28.12,0.0,0.0,1.88,0.94,0.94,0.94,0.94,0.0,0.94,0.0,0.0,0.94,0.94,0.94,0.94,0.0,0.94,0.0,4.69,1.88,0.0,1.88,43.12,1.88,55.31,0.94,7.5,40.31,8.44,0.94,55.31,0.94,0.0,0.0,0.94,0.94,0.0,0.0,0.0,0.0,0.94,1.88,2.81,3.75,1.88,0.94,1.88,0.0,1,0.0,33.45,0.0,87.97,94.1,85.67,200.0,50.0
Sergiu Perciun,MDA,Torino,Italian Serie A,RW,Forward,19,152,0.0,0.0,1.18,0.59,0.0,0.0,0.0,0.0,4.74,0.59,1.18,1.18,1.78,1.18,2.96,0.3,0.06,20.13,30.79,2.37,0.0,0.0,0.59,0.0,30.79,0.0,0.0,10.66,14.21,7.7,11.84,1.18,3.55,316.78,94.74,1.18,28.42,1.18,130.86,51.51,0.0,1.18,2.96,1.18,1.18,1.18,1.18,0.0,0.0,1.18,0.59,2.37,1.78,0.59,1.18,0.0,1.18,0.0,5.92,3.55,0.59,4.14,30.79,7.11,42.63,1.78,6.51,14.21,21.91,3.55,42.63,0.0,0.0,0.0,1.78,2.37,0.0,0.0,0.0,0.0,0.0,1.18,1.18,11.84,5.33,7.7,3.55,0.0,1,0.0,0.0,0.0,75.02,65.03,33.24,200.56,39.86
Sergiu Plătică,MDA,Petrocub,UEFA Europa Conference League,AM,Defender,33,527,0.17,0.0,1.54,0.68,0.29,0.29,0.0,0.0,1.37,0.17,0.34,1.88,0.34,0.17,1.02,0.02,0.02,29.89,39.79,2.73,0.0,0.0,1.54,0.17,35.86,3.76,1.71,14.17,17.59,11.78,14.69,2.05,3.76,478.01,175.39,1.88,25.62,1.88,137.31,76.0,1.2,0.51,2.22,0.85,1.37,2.56,1.54,1.2,1.02,0.34,1.37,3.07,1.71,0.68,1.37,0.34,1.37,0.0,5.12,2.39,2.56,4.95,32.28,4.27,52.43,1.88,20.32,21.52,12.13,2.05,52.43,0.0,0.0,0.0,1.71,1.2,0.34,0.0,0.0,0.0,0.17,2.39,2.56,10.76,1.54,3.07,4.61,-0.12,1,0.17,6.64,0.0,80.56,80.19,54.52,117.3,38.29
Serhou Guirassy,GUI,Dortmund,"German Bundesliga, UEFA Champions League",AM,Forward,29,3681,0.83,0.2,2.96,1.3,0.85,0.66,0.2,0.24,2.0,0.46,0.9,0.93,0.64,0.02,0.07,0.11,0.16,16.36,21.66,1.69,0.29,0.07,0.39,0.05,20.0,1.61,0.0,10.66,12.89,3.77,5.06,0.61,0.81,203.01,35.16,0.93,18.17,0.93,77.11,31.74,0.83,0.37,1.3,0.39,0.73,0.22,0.2,0.07,0.05,0.1,0.07,0.24,0.17,0.1,0.39,0.07,1.12,0.0,1.54,2.52,1.05,3.57,25.67,4.5,32.96,1.17,2.35,16.94,13.89,5.23,32.71,0.15,0.0,0.0,0.68,1.76,0.51,0.0,0.12,0.0,3.47,3.13,6.6,8.04,2.47,6.26,0.44,-0.02,1,0.83,52.58,0.0,82.7,74.51,75.31,151.72,30.0
Seydouba Cissé,GUI,Leganés,Spanish La Liga,CM,Midfielder,24,2435,0.11,0.04,0.89,0.18,0.11,0.11,0.0,0.0,1.74,0.18,0.63,3.18,0.55,0.04,0.37,0.02,0.03,35.93,42.47,4.07,0.07,0.37,0.48,0.15,41.17,1.15,0.48,17.19,19.15,14.53,16.41,3.07,4.58,596.44,121.53,0.96,29.09,0.96,138.53,66.42,1.26,0.11,1.66,1.11,0.37,2.18,1.37,0.67,1.0,0.52,0.85,1.85,1.0,0.44,0.92,0.04,1.66,0.04,5.69,1.18,1.22,2.4,34.0,1.55,52.08,1.74,10.09,32.12,10.61,1.03,52.08,0.11,0.04,0.0,1.44,0.92,0.07,0.04,0.04,0.0,0.92,1.4,2.33,7.54,1.92,1.74,3.22,0.0,1,0.11,39.48,0.0,89.77,88.54,67.03,106.27,66.87
Shaun Want,SCO,Larne FC,UEFA Europa Conference League,CB,Defender,27,450,0.0,0.0,0.2,0.0,0.02,0.02,0.0,0.0,0.2,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,15.8,22.4,2.0,0.0,0.0,0.6,0.4,19.6,2.4,0.8,4.6,5.4,9.0,10.6,2.0,5.2,332.6,147.2,0.2,14.2,0.2,62.4,37.0,0.2,0.0,0.0,0.0,0.0,2.2,1.2,1.6,0.6,0.0,0.8,1.2,0.4,1.0,1.6,1.0,4.4,0.0,3.2,0.2,0.6,0.8,13.8,0.0,32.4,5.0,19.0,13.0,0.8,0.2,32.4,0.2,0.0,0.0,0.8,0.6,0.0,0.0,0.0,0.0,1.2,1.8,3.0,2.4,0.2,0.4,2.4,-0.02,1,0.0,40.0,0.0,85.19,84.91,38.46,80.0,0.0
Shavy Babicka,GAB,Toulouse,French Ligue 1,AM,Forward,24,1186,0.3,0.15,1.52,0.68,0.3,0.3,0.0,0.0,2.2,0.38,0.99,0.61,0.99,0.38,2.96,0.14,0.13,14.87,22.16,1.59,0.08,0.23,0.91,0.15,21.17,0.83,0.08,8.95,11.76,4.55,6.45,0.38,1.14,198.52,48.79,2.73,20.72,2.73,129.61,66.1,1.29,1.06,2.81,0.83,1.59,1.59,0.91,0.46,0.83,0.3,0.76,1.59,0.83,0.23,1.06,0.0,0.3,0.23,4.1,2.12,1.37,3.49,22.77,9.26,32.48,0.3,3.49,11.0,19.12,4.02,32.48,0.15,0.0,0.0,1.21,1.59,0.53,0.0,0.0,0.0,0.53,1.29,1.82,16.32,2.58,6.45,2.5,0.01,1,0.3,29.12,0.0,76.11,70.54,33.33,106.38,29.54
Sheraldo Becker,SUR,Real Sociedad,"Spanish La Liga, UEFA Europa League",RM,Midfielder,30,1511,0.18,0.18,2.14,1.25,0.16,0.16,0.0,0.0,2.5,0.24,1.13,0.6,1.55,0.77,5.72,0.2,0.23,19.83,30.44,1.73,0.06,0.06,1.55,0.06,29.84,0.54,0.0,11.14,14.12,6.79,10.66,1.49,2.92,313.36,72.25,4.59,24.36,4.59,174.76,99.89,1.91,1.13,1.07,0.42,0.42,0.3,0.24,0.06,0.18,0.06,0.06,0.18,0.12,0.18,0.42,0.0,0.83,0.0,3.28,1.25,0.6,1.85,29.42,9.95,36.87,0.89,3.81,10.96,22.57,3.22,36.87,0.06,0.06,0.0,1.01,1.31,0.54,0.0,0.0,0.0,0.6,1.37,1.97,20.85,2.74,6.67,0.42,0.02,1,0.18,30.46,0.0,78.9,63.7,51.03,116.67,39.25
Shiō Fukuda,JPN,Gladbach,German Bundesliga,AM,Forward,21,60,1.5,0.0,4.5,1.5,0.6,0.6,0.0,0.0,3.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,7.5,15.0,1.5,0.0,0.0,3.0,0.0,15.0,0.0,0.0,6.0,9.0,1.5,1.5,0.0,1.5,73.5,19.5,0.0,12.0,0.0,33.0,10.5,1.5,0.0,4.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,1.5,1.5,3.0,19.5,4.5,27.0,0.0,0.0,9.0,18.0,7.5,27.0,0.0,0.0,0.0,3.0,0.0,1.5,0.0,0.0,0.0,4.5,4.5,9.0,6.0,4.5,7.5,0.0,0.9,1,1.5,50.0,0.0,66.67,100.0,0.0,0.0,33.33
Shkelqim Vladi,KVX,Lugano,UEFA Europa Conference League,AM,Forward,24,152,0.0,0.0,1.18,0.59,0.18,0.18,0.0,0.0,1.78,0.59,1.78,0.59,1.18,0.0,0.0,0.18,0.41,8.88,10.07,2.96,0.59,0.0,0.0,0.0,6.51,3.55,0.0,3.55,4.14,4.74,5.33,0.0,0.0,142.11,35.53,0.59,13.03,0.59,69.87,14.8,0.59,0.0,4.14,1.78,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.18,0.59,0.59,0.0,1.78,5.33,0.59,5.92,15.39,4.74,22.5,0.59,2.37,13.62,7.7,2.96,22.5,0.0,0.0,0.0,2.37,1.18,0.59,0.0,0.0,0.0,0.59,2.96,3.55,8.88,2.37,4.14,0.0,-0.18,1,0.0,16.62,0.0,85.75,88.93,0.0,0.0,43.0
Shola Shoretire,ENG,PAOK,UEFA Europa League,RW,Forward,20,68,0.0,0.0,3.97,1.32,0.79,0.79,0.0,0.0,6.62,0.0,2.65,9.26,3.97,2.65,3.97,0.4,0.13,64.85,74.12,6.62,1.32,1.32,1.32,0.0,71.47,2.65,0.0,39.71,39.71,17.21,18.53,7.94,11.91,1101.18,280.59,3.97,66.18,3.97,346.76,187.94,6.62,0.0,0.0,0.0,0.0,2.65,1.32,2.65,0.0,0.0,0.0,1.32,1.32,0.0,1.32,0.0,0.0,0.0,15.88,1.32,3.97,5.29,58.24,10.59,86.03,1.32,14.56,35.74,38.38,5.29,86.03,0.0,0.0,0.0,1.32,2.65,0.0,0.0,0.0,0.0,1.32,0.0,1.32,25.15,6.62,11.91,2.65,-0.79,1,0.0,100.0,0.0,100.0,92.88,66.67,100.0,0.0
Shumaira Mheuka,ENG,Chelsea,"English Premier League, UEFA Europa Conference League",AM,Forward,17,120,0.0,0.0,2.25,0.75,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,8.25,0.0,0.0,0.0,0.0,0.75,7.5,0.0,0.0,5.25,5.25,1.5,1.5,0.0,0.0,67.5,0.0,0.75,10.5,0.75,19.5,11.25,0.75,0.75,0.0,0.0,0.0,3.0,1.5,1.5,0.75,0.75,2.25,2.25,0.0,0.0,1.5,0.0,0.75,0.0,0.75,3.75,2.25,6.0,13.5,3.0,21.0,0.75,3.75,4.5,13.5,3.0,21.0,0.0,0.0,0.0,0.75,1.5,0.0,0.0,0.0,0.0,0.75,1.5,2.25,4.5,0.0,3.75,3.75,-0.22,1,0.0,33.33,0.0,100.0,100.0,0.0,71.43,0.0
Shuto Machino,JPN,Holstein Kiel,German Bundesliga,AM,Forward,25,1953,0.51,0.09,2.26,0.97,0.3,0.23,0.09,0.09,3.41,0.41,1.24,1.61,0.92,0.28,1.61,0.1,0.13,20.92,32.58,2.72,0.14,0.0,1.24,0.14,25.85,6.59,0.28,9.77,12.26,8.29,11.38,2.4,6.31,368.85,126.27,1.38,20.69,1.38,91.06,43.55,0.78,0.6,0.83,0.46,0.28,0.37,0.23,0.18,0.14,0.05,0.28,0.74,0.46,0.32,0.55,0.14,1.29,0.05,2.3,2.03,0.92,2.95,26.77,4.98,41.43,1.52,6.41,17.93,17.37,2.9,41.34,0.09,0.0,0.0,0.88,1.15,0.41,0.0,0.0,0.0,1.24,1.94,3.18,10.46,3.82,4.7,0.97,0.21,1,0.51,38.99,0.0,79.69,72.85,38.03,149.23,55.42
Sidiki Cherif,FRA,Angers,French Ligue 1,AM,Forward,18,324,0.0,0.0,1.39,0.56,0.19,0.19,0.0,0.0,1.11,0.0,0.56,0.83,0.28,0.28,1.11,0.06,0.06,9.17,17.22,0.83,0.83,0.0,1.39,0.28,16.67,0.28,0.0,5.56,9.17,3.33,5.28,0.0,0.0,130.28,21.94,2.22,19.72,2.22,112.22,50.83,1.39,0.83,3.33,0.83,2.22,1.39,1.39,0.28,0.83,0.28,0.83,1.11,0.28,0.0,1.11,0.28,0.0,0.28,2.78,3.06,2.5,5.56,21.67,4.44,29.72,0.28,1.94,13.89,14.17,3.33,29.72,0.0,0.0,0.0,1.11,2.22,1.39,0.0,0.0,0.0,0.83,4.44,5.28,9.72,1.11,4.72,2.5,-0.19,1,0.0,15.72,0.0,60.63,63.07,0.0,112.61,24.92
Siebe Van Der Heyden,BEL,"Mallorca, St. Pauli","German Bundesliga, Spanish La Liga",CB,Defender,26,969,0.09,0.0,0.37,0.19,0.16,0.16,0.0,0.0,0.93,0.0,0.28,3.99,0.65,0.37,1.86,0.02,0.01,41.89,52.01,3.07,0.0,0.19,1.11,0.28,47.37,4.37,0.56,18.58,20.62,18.76,21.73,3.81,6.97,733.37,236.66,1.02,29.91,1.02,133.0,59.81,0.56,0.0,0.74,0.19,0.46,1.67,1.02,0.93,0.74,0.0,0.74,1.67,0.93,1.76,0.84,0.37,4.27,0.19,3.44,0.28,0.56,0.84,39.66,2.51,63.62,5.48,25.54,30.28,8.08,1.11,63.62,0.37,0.09,0.09,1.67,0.84,0.0,0.19,0.0,0.0,3.07,1.67,4.74,7.62,0.93,2.14,2.69,-0.07,1,0.09,64.77,0.0,90.11,86.33,54.66,111.62,25.68
