Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Offensive Index,Passing Index,Possession Index,Defensive Index
Jérémy Jacquet,FRA,"Clermont Foot, Rennes",French Ligue 1,CM,Defender,18,258,1,35,84,68,71
Jérémy Le Douaron,FRA,Brest,French Ligue 1,LW,Forward,26,1618,1,45,34,53,59
Jérémy Sebas,MTQ,Strasbourg,French Ligue 1,AM,Forward,21,399,1,70,21,74,36
Jérôme Boateng,GER,Salernitana,Italian Serie A,CB,Defender,35,238,1,39,59,21,42
Jérôme Roussillon,FRA,Union Berlin,"German Bundesliga, UEFA Champions League",WB,Defender,31,1016,1,58,80,71,40
Jóannes Danielsen,FRO,KÍ,UEFA Europa Conference League,RM,Midfielder,26,511,1,41,61,56,34
Jóhan Josephsen,FRO,KÍ,UEFA Europa Conference League,AM,Forward,18,22,1,58,13,48,36
Jóhann Berg Guðmundsson,ISL,Burnley,English Premier League,RM,Midfielder,33,1192,1,63,79,47,40
Jørgen Strand Larsen,NOR,Celta Vigo,Spanish La Liga,AM,Forward,24,2863,1,58,38,35,57
Július Szöke,SVK,Aris Limassol FC,UEFA Europa League,DM,Midfielder,28,489,1,30,47,22,77
Kaan Ayhan,TUR,Galatasaray,"UEFA Champions League, UEFA Europa League",DM,Midfielder,29,503,1,32,40,45,73
Kaan Kairinen,FIN,Sparta Prague,UEFA Europa League,CM,Midfielder,25,821,1,31,59,25,53
Kaare Barslund,DEN,Nordsjælland,UEFA Europa Conference League,RB,Defender,19,23,1,53,50,37,40
Kacper Urbanski,POL,Bologna,Italian Serie A,LW,Forward,19,926,1,34,53,64,70
Kaelan Casey,ENG,West Ham,English Premier League,CB,Defender,19,1,1,29,16,9,36
Kai Havertz,GER,Arsenal,"English Premier League, UEFA Champions League",LM,Midfielder,24,3464,1,87,66,59,45
Kaide Gordon,ENG,Liverpool,"English Premier League, UEFA Europa League",RW,Forward,19,75,1,22,23,26,31
Kaiky,BRA,Almería,Spanish La Liga,CB,Defender,20,523,1,69,35,41,40
Kaine Kesler-Hayden,ENG,Aston Villa,"English Premier League, UEFA Europa Conference League",RB,Defender,21,11,1,29,30,39,27
Kaio Jorge,BRA,Frosinone,Italian Serie A,AM,Forward,22,812,1,49,27,25,36
Kalvin Phillips,ENG,"Manchester City, West Ham","English Premier League, UEFA Champions League, UEFA Europa League",DM,Midfielder,28,546,1,53,38,45,68
Kamil Jóźwiak,POL,Granada,Spanish La Liga,LM,Midfielder,26,571,1,51,63,72,64
Kamil Piątkowski,POL,"Granada, RB Salzburg","Spanish La Liga, UEFA Champions League",CB,Defender,23,687,1,31,33,25,68
Kamo Hovhannisyan,ARM,Astana FK,UEFA Europa Conference League,RB,Defender,31,540,1,89,60,82,52
Kamory Doumbia,MLI,Brest,French Ligue 1,AM,Midfielder,21,879,1,92,54,75,68
Kaoru Mitoma,JPN,Brighton,"English Premier League, UEFA Europa League",LW,Forward,26,1999,1,55,82,87,56
Karamoko Dembélé,ENG,Brest,French Ligue 1,RM,Midfielder,20,16,1,51,23,51,6
Karim Adeyemi,GER,Dortmund,"German Bundesliga, UEFA Champions League",LW,Forward,22,1620,1,59,58,74,74
Karim Konaté,CIV,RB Salzburg,UEFA Champions League,AM,Forward,19,237,1,33,32,55,62
Karim Onisiwo,AUT,Mainz 05,German Bundesliga,AM,Forward,32,1493,1,40,47,45,44
Karl Etta,CMR,Cádiz,Spanish La Liga,AM,Forward,20,21,1,22,13,8,42
Karlo Lulić,CRO,Frosinone,Italian Serie A,CM,Midfielder,27,19,1,44,15,44,23
Karol Linetty,POL,Torino,Italian Serie A,CM,Midfielder,29,1858,1,31,35,44,56
Karol Struski,POL,Aris Limassol FC,UEFA Europa League,DM,Midfielder,22,471,1,31,40,43,68
Karol Świderski,POL,Hellas Verona,Italian Serie A,AM,Forward,27,504,1,66,49,20,44
Kasim Nuhu,GHA,Hoffenheim,German Bundesliga,CB,Defender,28,5,1,29,16,9,4
Kassoum Ouattara,FRA,Monaco,French Ligue 1,LB,Defender,19,636,1,74,67,89,84
Kazımcan Karataş,TUR,Galatasaray,UEFA Champions League,LB,Defender,20,74,1,45,32,60,57
Keane Lewis-Potter,ENG,Brentford,English Premier League,WB,Forward,23,1441,1,46,52,68,50
Keigo Tsunemoto,JPN,Servette FC,"UEFA Europa Conference League, UEFA Europa League",RB,Defender,25,614,1,50,77,72,61
Keinan Davis,ENG,Udinese,Italian Serie A,AM,Forward,26,186,1,86,48,50,37
Keito Nakamura,JPN,Reims,French Ligue 1,LW,Forward,23,1381,1,59,61,71,64
Kelvin Amian,FRA,Nantes,French Ligue 1,RB,Defender,26,798,1,34,68,55,36
Kelvin Ofori,GHA,Spartak Trnava,UEFA Europa Conference League,RW,Forward,22,490,1,50,68,44,56
Kelvin Yeboah,ITA,Montpellier,French Ligue 1,AM,Forward,23,276,1,38,31,74,59
Kemar Roofe,JAM,Rangers,UEFA Europa League,AM,Forward,31,166,1,61,54,37,51
Ken Izekor,GER,Leverkusen,UEFA Europa League,CB,Defender,16,14,1,15,16,59,4
Kenan Bajrić,SVN,Slovan Bratislava,UEFA Europa Conference League,CB,Defender,29,719,1,35,32,33,64
Kenan Kodro,BIH,Ferencváros,UEFA Europa Conference League,AM,Forward,30,45,1,43,18,7,12
Kenan Yıldız,TUR,Juventus,Italian Serie A,AM,Forward,19,952,1,59,63,74,52
Kenneth Schmidt,GER,Freiburg,"German Bundesliga, UEFA Europa League",LB,Defender,21,122,1,48,70,39,77
Kenneth Taylor,NED,Ajax,"UEFA Europa Conference League, UEFA Europa League",LM,Midfielder,21,769,1,79,60,48,53
Kenny Lala,MAD,Brest,French Ligue 1,RB,Defender,32,2970,1,82,88,71,43
Kenny Saief,USA,Maccabi Haifa,UEFA Europa Conference League,LB,Defender,30,128,1,34,16,38,42
Kenny Tete,NED,Fulham,English Premier League,RB,Defender,28,867,1,74,63,78,58
Kenzo Goudmijn,NED,AZ Alkmaar,UEFA Europa Conference League,DM,Midfielder,21,9,1,33,26,84,21
Kerem Aktürkoğlu,TUR,Galatasaray,"UEFA Champions League, UEFA Europa League",AM,Forward,25,584,1,57,69,56,53
Kerem Demirbay,GER,Galatasaray,"UEFA Champions League, UEFA Europa League",DM,Midfielder,30,218,1,73,18,51,76
Keven Schlotterbeck,GER,Bochum,German Bundesliga,CB,Defender,27,2185,1,86,58,43,57
Kevin,BRA,Shakhtar,UEFA Europa League,LM,Midfielder,21,14,1,27,12,7,6
Kevin Akpoguma,NGA,Hoffenheim,German Bundesliga,CB,Defender,29,1097,1,35,50,61,67
Kevin Behrens,GER,"Union Berlin, Wolfsburg","German Bundesliga, UEFA Champions League",AM,Forward,33,2177,1,43,50,34,61
Kevin Bonifazi,ITA,"Bologna, Frosinone",Italian Serie A,CB,Defender,27,399,1,34,30,29,29
Kevin Danso,AUT,Lens,"French Ligue 1, UEFA Champions League, UEFA Europa League",CB,Defender,25,3285,1,50,47,48,48
Kevin De Bruyne,BEL,Manchester City,"English Premier League, UEFA Champions League",CM,Midfielder,32,1422,1,96,96,81,41
Kevin Diks,IDN,FC Copenhagen,UEFA Champions League,CB,Defender,27,707,1,40,50,36,26
Kevin Kampl,SVN,RB Leipzig,"German Bundesliga, UEFA Champions League",DM,Midfielder,33,1645,1,62,65,62,33
Kevin Kelsy,VEN,Shakhtar,UEFA Champions League,AM,Forward,19,134,1,63,21,10,44
Kevin Kouassivi-Benissan,FIN,HJK,UEFA Europa Conference League,RW,Forward,24,88,1,53,49,46,50
Kevin Mac Allister,ARG,Union SG,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,26,710,1,34,48,38,67
Kevin Mbabu,SUI,Augsburg,German Bundesliga,RB,Defender,29,2047,1,55,83,84,64
Kevin Medina,COL,Qarabağ,UEFA Europa League,CB,Defender,31,441,1,19,36,29,65
Kevin Miranda,ITA,Sassuolo,Italian Serie A,CB,Defender,20,14,1,29,16,32,7
Kevin Paredes,USA,Wolfsburg,German Bundesliga,LM,Forward,21,1432,1,50,56,50,69
Kevin Rodríguez,ECU,Union SG,UEFA Europa League,AM,Forward,23,239,1,26,26,46,52
Kevin Schade,GER,Brentford,English Premier League,LW,Forward,22,333,1,82,65,43,64
Kevin Sessa,GER,Heidenheim,German Bundesliga,CM,Forward,23,1011,1,59,66,53,64
Kevin Strootman,NED,Genoa,Italian Serie A,CM,Midfielder,34,1207,1,39,72,38,48
Kevin Stöger,AUT,Bochum,German Bundesliga,CM,Midfielder,30,2668,1,87,95,75,40
Kevin Vogt,GER,"Hoffenheim, Union Berlin",German Bundesliga,CB,Defender,32,2642,1,37,47,41,38
Kevin Volland,GER,Union Berlin,"German Bundesliga, UEFA Champions League",AM,Forward,31,1580,1,46,69,31,58
Kevin Vázquez,ESP,Celta Vigo,Spanish La Liga,RB,Defender,31,700,1,48,60,50,63
Kevin Wimmer,AUT,Slovan Bratislava,UEFA Europa Conference League,CB,Defender,31,536,1,46,71,50,51
Kevin Zeroli,ITA,Milan,Italian Serie A,AM,Forward,19,28,1,22,25,16,69
Keyliane Abdallah,FRA,Marseille,French Ligue 1,RW,Forward,18,4,1,22,13,6,10
Khalil Fayad,FRA,Montpellier,French Ligue 1,LW,Forward,19,1025,1,50,38,38,72
Khvicha Kvaratskhelia,GEO,Napoli,"Italian Serie A, UEFA Champions League",LW,Forward,23,3405,1,71,76,89,56
Khéphren Thuram,FRA,Nice,French Ligue 1,LM,Midfielder,23,2108,1,56,68,76,54
Kian Hansen,DEN,Nordsjælland,UEFA Europa Conference League,CB,Defender,34,433,1,36,42,18,39
Kieffer Moore,WAL,Bournemouth,English Premier League,AM,Forward,31,108,1,70,68,45,34
Kieran Tierney,SCO,Real Sociedad,"Spanish La Liga, UEFA Champions League",LB,Defender,26,1304,1,40,79,70,53
Kieran Trippier,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",RB,Defender,33,2748,1,73,96,77,59
Kike Barja,ESP,Osasuna,Spanish La Liga,LW,Forward,26,303,1,41,55,87,61
Kike Pérez,ESP,Rayo Vallecano,Spanish La Liga,AM,Forward,27,835,1,38,48,40,66
Kike Salas,ESP,Sevilla,"Spanish La Liga, UEFA Champions League",CB,Defender,22,1770,1,79,51,37,70
Kiko Bondoso,POR,Maccabi Tel Aviv,UEFA Europa Conference League,RM,Midfielder,28,14,1,27,12,35,6
Kiko Femenía,ESP,Villarreal,"Spanish La Liga, UEFA Europa League",RB,Defender,33,1872,1,45,67,73,58
Kiké,ESP,Alavés,Spanish La Liga,AM,Forward,34,1423,1,49,49,40,48
Kilian Fischer,GER,Wolfsburg,German Bundesliga,RB,Defender,23,291,1,39,57,64,45
Kiliann Sildillia,FRA,Freiburg,"German Bundesliga, UEFA Europa League",RB,Defender,21,2406,1,56,72,69,47
Kim Min-jae,KOR,Bayern Munich,"German Bundesliga, UEFA Champions League",CB,Defender,27,2630,1,56,52,45,64
Kings Kangwa,ZAM,Red Star,UEFA Champions League,CM,Midfielder,24,9,1,33,31,37,26
Kingsley Coman,FRA,Bayern Munich,"German Bundesliga, UEFA Champions League",RW,Forward,27,1559,1,68,87,89,54
Kingsley Ehizibue,NED,Udinese,Italian Serie A,WB,Midfielder,29,955,1,37,39,59,54
Kingstone Mutandwa,ZAM,Cagliari,Italian Serie A,AM,Forward,21,39,1,75,13,47,66
Kirian Rodríguez,ESP,Las Palmas,Spanish La Liga,CM,Midfielder,28,3211,1,73,68,55,44
Kiril Despodov,BUL,PAOK,UEFA Europa Conference League,LW,Forward,27,448,1,74,76,39,44
Kjell-Arik Wätjen,GER,Dortmund,German Bundesliga,DM,Forward,18,105,1,33,80,50,51
Klaus Gjasula,ALB,Darmstadt 98,German Bundesliga,CB,Defender,34,1363,1,36,65,42,63
Klæmint Olsen,FRO,Breiðablik,UEFA Europa Conference League,LW,Forward,33,259,1,71,29,12,49
Ko Itakura,JPN,Gladbach,German Bundesliga,CB,Defender,27,1596,1,82,42,47,60
Koba Koindredi,FRA,Sporting CP,UEFA Europa League,CM,Midfielder,22,80,1,35,34,38,58
Kobbie Mainoo,ENG,Manchester Utd,"English Premier League, UEFA Champions League",DM,Midfielder,19,1968,1,68,42,51,55
Kobe Corbanie,BEL,Antwerp,UEFA Champions League,RB,Defender,18,33,1,29,16,54,22
Kodjo Aziangbe,TOG,Zorya Luhansk,UEFA Europa Conference League,CM,Midfielder,20,85,1,30,35,7,66
Koffi Djidji,CIV,Torino,Italian Serie A,CB,Defender,31,759,1,32,28,42,40
Koffi Kouao,CIV,Metz,French Ligue 1,RB,Defender,25,860,1,46,70,70,64
Kofi Amoako,GER,Wolfsburg,German Bundesliga,CM,Midfielder,18,2,1,27,12,7,6
Koke,ESP,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,32,3264,1,39,73,37,52
Koki Machida,JPN,Union SG,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,26,808,1,39,39,49,66
Komnen Andrić,SRB,Clermont Foot,French Ligue 1,AM,Forward,28,169,1,32,37,53,53
Koni De Winter,BEL,Genoa,Italian Serie A,CB,Defender,21,2380,1,35,36,48,47
Konrad Laimer,AUT,Bayern Munich,"German Bundesliga, UEFA Champions League",DM,Midfielder,26,2544,1,45,77,81,63
Konstantinos Galanopoulos,GRE,AEK Athens,UEFA Europa League,DM,Midfielder,25,34,1,38,30,65,37
Konstantinos Koulierakis,GRE,PAOK,UEFA Europa Conference League,CB,Defender,20,810,1,84,73,50,31
Konstantinos Mavropanos,GRE,West Ham,"English Premier League, UEFA Europa League",CB,Defender,26,2305,1,40,28,40,52
Kosta Nedeljković,SRB,Red Star,UEFA Champions League,RB,Defender,17,238,1,42,77,86,36
Kostas Apostolakis,GRE,Sheriff Tiraspol,UEFA Europa League,RB,Defender,24,197,1,31,20,48,53
Kostas Fortounis,GRE,Olympiacos,"UEFA Europa Conference League, UEFA Europa League",RW,Forward,31,1274,1,66,89,72,65
Kostas Manolas,GRE,Salernitana,Italian Serie A,CB,Defender,32,488,1,26,31,31,52
Kostas Tsimikas,GRE,Liverpool,"English Premier League, UEFA Europa League",LB,Defender,27,1075,1,52,87,83,47
Krenar Dulaj,KVX,KF Ballkani Therandë,UEFA Europa Conference League,LB,Defender,17,1,1,29,16,9,4
Kreshnik Hajrizi,KVX,Lugano,UEFA Europa Conference League,CB,Defender,24,496,1,36,26,50,60
Kristian Eriksen,NOR,Molde,"UEFA Europa Conference League, UEFA Europa League",CM,Midfielder,28,563,1,93,43,50,51
Kristian Nökkvi Hlynsson,ISL,Ajax,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,20,571,1,30,66,40,47
Kristian Thorstvedt,NOR,Sassuolo,Italian Serie A,AM,Midfielder,25,2397,1,83,52,50,50
Kristijan Jakić,CRO,"Augsburg, Eint Frankfurt","German Bundesliga, UEFA Europa Conference League",CM,Midfielder,26,1313,1,68,57,38,67
Kristinn Steindórsson,ISL,Breiðablik,UEFA Europa Conference League,AM,Forward,33,421,1,32,78,47,44
Kristián Koštrna,SVK,Spartak Trnava,UEFA Europa Conference League,RB,Defender,29,495,1,53,46,45,67
Kristjan Asllani,ALB,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,22,992,1,70,55,33,38
Kristoffer Ajer,NOR,Brentford,English Premier League,CB,Defender,26,1832,1,78,70,60,65
Kristoffer Haugen,NOR,Molde,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,30,824,1,47,79,82,49
Kristoffer Zachariassen,NOR,Ferencváros,UEFA Europa Conference League,AM,Forward,29,627,1,51,52,43,49
Kristopher Da Graca,CPV,HJK,UEFA Europa Conference League,CB,Defender,25,225,1,35,22,22,45
Kristófer Kristinsson,ISL,Breiðablik,UEFA Europa Conference League,LW,Forward,24,82,1,25,49,58,47
Krisztián Lisztes,HUN,Ferencváros,UEFA Europa Conference League,AM,Forward,18,125,1,46,30,73,64
Krépin Diatta,SEN,Monaco,French Ligue 1,WB,Midfielder,25,1206,1,39,80,90,76
Kurt Zouma,FRA,West Ham,"English Premier League, UEFA Europa League",CB,Defender,29,3198,1,64,22,29,41
Kwadwo Duah,SUI,Ludogorets,UEFA Europa Conference League,AM,Forward,26,444,1,49,20,30,23
Kyle Walker,ENG,Manchester City,"English Premier League, UEFA Champions League",RB,Defender,33,3270,1,51,83,83,42
Kylian Mbappé,FRA,Paris S-G,"French Ligue 1, UEFA Champions League",AM,Forward,25,3238,1,92,84,89,31
Kyogo Furuhashi,JPN,Celtic,UEFA Champions League,AM,Forward,28,447,1,61,17,18,30
Kyriakos Savvidis,GRE,Slovan Bratislava,UEFA Europa Conference League,CM,Midfielder,28,450,1,30,19,35,59
Kyriani Sabbe,BEL,Club Brugge,UEFA Europa Conference League,RB,Defender,19,495,1,37,76,81,53
Kévin Gameiro,FRA,Strasbourg,French Ligue 1,AM,Forward,37,1346,1,61,68,47,50
Kévin Keben Biakolo,CMR,Toulouse,"French Ligue 1, UEFA Europa League",CB,Defender,20,590,1,33,26,50,45
Kévin N'Doram,FRA,Metz,French Ligue 1,CM,Midfielder,28,1604,1,30,34,19,72
Kévin Théophile-Catherine,FRA,Dinamo Zagreb,UEFA Europa Conference League,CB,Defender,34,360,1,29,17,10,27
Kévin Van Den Kerkhof,ALG,Metz,French Ligue 1,RW,Forward,28,1913,1,34,50,64,62
Ladislav Krejčí,CZE,Sparta Prague,UEFA Europa League,CB,Defender,24,630,1,86,49,29,62
Lameck Banda,ZAM,Lecce,Italian Serie A,LW,Forward,23,1350,1,58,56,81,62
Lamine Camara,SEN,Metz,French Ligue 1,CM,Midfielder,20,2255,1,52,61,48,54
Lamine Diack,SEN,Nantes,French Ligue 1,DM,Midfielder,23,1,1,27,12,7,6
Lamine Yamal,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",RW,Forward,16,2778,1,56,80,89,61
Largie Ramazani,BEL,Almería,Spanish La Liga,LW,Forward,23,1555,1,48,64,68,56
Lars Lukas Mai,GER,Lugano,UEFA Europa Conference League,CB,Defender,23,540,1,34,32,49,47
Lassana Coulibaly,MLI,Salernitana,Italian Serie A,CM,Midfielder,28,2082,1,33,37,44,60
Lassina Franck Traoré,BFA,Shakhtar,UEFA Europa League,AM,Defender,23,10,1,35,24,17,4
Latif Ahmed,GHA,KÍ,UEFA Europa Conference League,CM,Midfielder,21,19,1,44,21,44,8
Laurent Abergel,FRA,Lorient,French Ligue 1,CM,Midfielder,31,2860,1,65,56,58,70
Laurent Depoitre,BEL,Gent,UEFA Europa Conference League,AM,Forward,35,100,1,16,29,23,34
Lautaro Gianetti,ARG,Udinese,Italian Serie A,CB,Defender,30,630,1,70,26,27,39
Lautaro Martínez,ARG,Inter,"Italian Serie A, UEFA Champions League",AM,Forward,26,3188,1,83,49,41,61
Layvin Kurzawa,FRA,Paris S-G,French Ligue 1,LB,Defender,31,9,1,29,16,33,4
Lazar Samardzic,SRB,Udinese,Italian Serie A,CM,Midfielder,22,2372,1,87,66,68,29
Leander Dendoncker,BEL,"Aston Villa, Napoli","English Premier League, Italian Serie A, UEFA Europa Conference League",CM,Midfielder,28,284,1,68,35,24,62
Leandro Andrade,CPV,Qarabağ,UEFA Europa League,RW,Forward,24,783,1,61,68,62,57
Leandro Barreiro Martins,LUX,Mainz 05,German Bundesliga,CM,Midfielder,24,2606,1,62,35,34,57
Leandro Morgalla,GER,RB Salzburg,UEFA Champions League,RB,Defender,19,45,1,29,16,48,7
Leandro Paredes,ARG,Roma,"Italian Serie A, UEFA Europa League",CM,Midfielder,29,3662,1,60,68,38,62
Leandro Trossard,BEL,Arsenal,"English Premier League, UEFA Champions League",LW,Forward,29,2180,1,84,69,71,55
Leart Paqarada,KVX,Köln,German Bundesliga,LB,Defender,29,1075,1,57,79,72,40
Lebo Mothiba,RSA,Strasbourg,French Ligue 1,AM,Forward,27,617,1,50,35,36,43
Lee Jae-sung,KOR,Mainz 05,German Bundesliga,AM,Forward,31,2113,1,55,54,32,70
Lee Kang-in,KOR,Paris S-G,"French Ligue 1, UEFA Champions League",RW,Forward,23,1808,1,64,86,76,55
Leighton Clarkson,ENG,Aberdeen,UEFA Europa Conference League,CM,Midfielder,22,146,1,40,52,28,37
Lennard Maloney,USA,Heidenheim,German Bundesliga,DM,Midfielder,24,2284,1,47,33,22,68
Leny Yoro,FRA,Lille,"French Ligue 1, UEFA Europa Conference League",CB,Defender,18,3251,1,62,27,32,50
Leo Bengtsson,SWE,Aris Limassol FC,UEFA Europa League,LW,Forward,25,458,1,44,64,53,66
Leo Sauer,SVK,Feyenoord,UEFA Champions League,DM,Forward,17,15,1,28,44,95,40
Leo Skiri Østigård,NOR,Napoli,"Italian Serie A, UEFA Champions League",CB,Defender,24,1814,1,67,44,39,46
Leon Bailey,JAM,Aston Villa,"English Premier League, UEFA Europa Conference League",RM,Midfielder,26,2838,1,94,81,90,31
Leon Chiwome,ENG,Wolves,English Premier League,AM,Forward,18,174,1,19,17,13,42
Leon Goretzka,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",DM,Midfielder,29,3002,1,77,80,65,66
Leon Grgic,AUT,Sturm Graz,UEFA Europa League,LM,Midfielder,17,3,1,27,12,7,6
Leon Opitz,GER,Werder Bremen,German Bundesliga,LW,Defender,18,18,1,35,16,93,48
Leon-Robin Juberg-Hovland,NOR,Molde,UEFA Europa League,RM,Midfielder,19,6,1,33,12,7,6
Leonardo Balerdi,ARG,Marseille,"French Ligue 1, UEFA Europa League",CB,Defender,25,3300,1,63,43,49,76
Leonardo Bittencourt,GER,Werder Bremen,German Bundesliga,CM,Midfielder,30,1578,1,52,74,76,36
Leonardo Bonucci,ITA,"Fenerbahçe, Union Berlin","German Bundesliga, UEFA Champions League, UEFA Europa Conference League",CB,Defender,36,727,1,56,35,22,35
Leonardo Cerri,ITA,Juventus,Italian Serie A,WB,Midfielder,20,7,1,27,12,37,6
Leonardo Mendicino,ITA,Atalanta,"Italian Serie A, UEFA Europa League",AM,Forward,17,2,1,22,13,6,10
Leonardo Pavoletti,ITA,Cagliari,Italian Serie A,AM,Forward,35,628,1,74,42,16,53
Leonardo Spinazzola,ITA,Roma,"Italian Serie A, UEFA Europa League",WB,Midfielder,31,2015,1,67,77,87,26
Leonidas Stergiou,SUI,Stuttgart,German Bundesliga,RB,Defender,22,594,1,77,69,50,38
Leroy Sané,GER,Bayern Munich,"German Bundesliga, UEFA Champions League",RW,Forward,28,3058,1,67,88,91,46
Lesley Ugochukwu,FRA,Chelsea,English Premier League,DM,Midfielder,20,301,1,34,44,55,75
Levi Colwill,ENG,Chelsea,English Premier League,LB,Defender,21,1797,1,60,52,61,67
Levi Garcia,TRI,AEK Athens,UEFA Europa League,AM,Forward,26,211,1,70,30,22,32
Lewin Blum,SUI,Young Boys,"UEFA Champions League, UEFA Europa League",RB,Defender,22,336,1,85,53,49,54
Lewis Cook,ENG,Bournemouth,English Premier League,DM,Midfielder,27,2786,1,39,63,33,70
Lewis Dobbin,ENG,Everton,English Premier League,LM,Midfielder,21,232,1,86,42,80,67
Lewis Dunk,ENG,Brighton,"English Premier League, UEFA Europa League",CB,Defender,32,3454,1,73,66,50,50
Lewis Ferguson,SCO,Bologna,Italian Serie A,AM,Forward,24,2712,1,53,61,42,62
Lewis Hall,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",LB,Defender,19,826,1,88,65,79,66
Lewis Miley,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",RM,Midfielder,17,1372,1,56,59,45,59
Lewis Warrington,ENG,Everton,English Premier League,AM,Forward,21,1,1,22,13,6,10
Liam Henderson,SCO,Empoli,Italian Serie A,DM,Midfielder,27,5,1,27,12,7,6
Liam Scales,IRL,Celtic,UEFA Champions League,CB,Defender,25,540,1,29,45,29,48
Liberato Cacace,NZL,Empoli,Italian Serie A,LB,Defender,23,1912,1,46,71,71,43
Libor Holík,CZE,Viktoria Plzeň,UEFA Europa Conference League,LB,Midfielder,25,174,1,54,69,45,26
Lilian Brassier,FRA,Brest,French Ligue 1,CB,Defender,24,2677,1,65,51,47,48
Lilian Egloff,GER,Stuttgart,German Bundesliga,DM,Midfielder,21,106,1,17,14,36,34
Linton Maina,GER,Köln,German Bundesliga,LW,Forward,24,1901,1,42,62,76,45
Lior Refaelov,ISR,Maccabi Haifa,"UEFA Europa Conference League, UEFA Europa League",AM,Forward,37,388,1,23,57,20,72
Lisandro Martínez,ARG,Manchester Utd,"English Premier League, UEFA Champions League",CB,Defender,26,736,1,37,44,48,43
Llazaros Rota,GRE,AEK Athens,UEFA Europa League,RB,Defender,26,204,1,50,46,91,21
Lloyd Kelly,ENG,Bournemouth,English Premier League,LB,Defender,25,1559,1,45,62,50,57
Logan Costa,CPV,Toulouse,"French Ligue 1, UEFA Europa League",CB,Defender,23,3279,1,51,51,50,49
Lorenc Trashi,ALB,KF Ballkani Therandë,UEFA Europa Conference League,LB,Defender,31,507,1,45,54,82,65
Lorenco Šimić,CRO,Maccabi Haifa,"UEFA Europa Conference League, UEFA Europa League",CB,Defender,27,556,1,28,17,24,36
Lorenz Assignon,TOG,"Burnley, Rennes","English Premier League, French Ligue 1, UEFA Europa League",RB,Defender,23,2606,1,89,79,81,47
Lorenzo Amatucci,ITA,Fiorentina,Italian Serie A,CM,Midfielder,19,22,1,32,59,47,28
Lorenzo Colombo,ITA,Monza,Italian Serie A,AM,Forward,22,1359,1,53,31,37,47
Lorenzo De Silvestri,ITA,Bologna,Italian Serie A,RB,Defender,36,674,1,75,30,44,50
Lorenzo Lucca,ITA,Udinese,Italian Serie A,AM,Forward,23,2592,1,50,30,20,56
Lorenzo Pellegrini,ITA,Roma,"Italian Serie A, UEFA Europa League",LM,Midfielder,27,2585,1,90,75,68,53
Lorenzo Pirola,ITA,Salernitana,Italian Serie A,CB,Defender,22,1987,1,55,25,26,59
Lorenzo Venuti,ITA,Lecce,Italian Serie A,RB,Defender,29,364,1,52,67,75,50
Loris Benito,SUI,Young Boys,UEFA Champions League,CB,Defender,31,406,1,30,32,20,58
Loris Mouyokolo,FRA,Lorient,French Ligue 1,CB,Defender,22,90,1,29,16,18,19
Loum Tchaouna,FRA,Salernitana,Italian Serie A,AM,Forward,20,2100,1,52,48,57,44
Lovro Majer,CRO,"Rennes, Wolfsburg","French Ligue 1, German Bundesliga",AM,Forward,26,2122,1,50,80,58,54
Lovro Zvonarek,CRO,Bayern Munich,German Bundesliga,DM,Midfielder,19,163,1,84,58,65,40
Loïc Bade,FRA,Sevilla,"Spanish La Liga, UEFA Champions League",CB,Defender,24,2372,1,36,43,40,74
Loïc Lapoussin,MAD,Union SG,"UEFA Europa Conference League, UEFA Europa League",WB,Midfielder,27,767,1,44,81,87,48
Loïc Nego,HUN,Le Havre,French Ligue 1,RM,Midfielder,33,1561,1,39,60,66,53
Loïs Openda,BEL,RB Leipzig,"German Bundesliga, UEFA Champions League",AM,Forward,24,3250,1,82,55,56,44
Luc Kassi,CIV,KÍ,UEFA Europa Conference League,CM,Midfielder,29,181,1,22,23,22,36
Luca Caldirola,ITA,Monza,Italian Serie A,CB,Defender,33,2141,1,57,32,29,40
Luca Garritano,ITA,Frosinone,Italian Serie A,LW,Midfielder,30,485,1,46,47,36,50
Luca Kilian,GER,Köln,German Bundesliga,CB,Defender,24,635,1,32,20,27,57
Luca Koleosho,ITA,Burnley,English Premier League,LM,Midfielder,19,974,1,60,47,89,26
Luca Lipani,ITA,Sassuolo,Italian Serie A,DM,Midfielder,19,384,1,44,39,38,74
Luca Mazzitelli,ITA,Frosinone,Italian Serie A,CM,Midfielder,28,2210,1,76,43,42,54
Luca Netz,GER,Gladbach,German Bundesliga,WB,Midfielder,21,2225,1,45,63,62,56
Luca Oyen,BEL,Genk,UEFA Europa Conference League,LW,Forward,20,100,1,17,36,21,32
