Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Kenneth Paal,sr SUR,Defender,QPR,26,1997,44,44,3799,80,70,68,43
Kenneth Taylor,nl NED,Midfielder,Ajax,21,2002,34,31,2758,74,84,81,41
Kenny McLean,sct SCO,Midfielder,Norwich City,31,1992,46,46,4087,49,64,58,51
Keno,br BRA,Forward,Fluminense,34,1989,31,17,1614,48,55,82,62
Kento Misao,jp JPN,Midfielder,OH Leuven,27,1996,12,6,656,67,31,29,78
Keny Arroyo,ec ECU,Midfielder,ec Independiente,17,2006,5,1,132,43,61,85,16
Kenzo Goudmijn,nl NED,Midfielder,AZ Alkmaar,21,2001,26,19,1815,46,83,82,34
Kerim Mrabti,se SWE,Forward,Mechelen,29,1994,30,30,2538,56,57,32,67
Kervin Andrade,ve VEN,Midfielder,Fortaleza,18,2005,13,4,484,79,59,66,26
Kervin Arriaga,hn HON,Midfielder,Minnesota Utd,26,1998,13,9,880,72,30,29,72
Kerwin Vargas,co COL,Forward,Charlotte,22,2002,33,29,2453,56,58,55,51
Keshi Anderson,eng ENG,Forward,Birmingham City,28,1995,20,12,1021,39,83,73,45
Kevin Amaro,uy URU,Defender,uy Liverpool,19,2004,6,6,440,40,25,48,44
Kevin Balanta,co COL,Defender,Tijuana,26,1997,31,31,2654,31,50,50,47
Kevin Cabral,fr FRA,Forward,Colorado Rapids,24,1999,23,18,1309,62,61,50,43
Kevin Castañeda,mx MEX,Midfielder,Tijuana,23,1999,30,13,1396,79,89,84,36
Kevin Castaño,co COL,Midfielder,Cruz Azul,22,2000,13,9,762,42,63,58,37
Kevin Coronel,ar ARG,Defender,Arg Juniors,19,2004,10,10,827,49,77,75,51
Kevin Escamilla,mx MEX,Midfielder,Querétaro,29,1994,31,31,2668,57,26,21,50
Kevin Facundo Gutiérrez,ar ARG,Midfielder,Defensa y Just,26,1997,23,23,2008,31,47,46,35
Kevin Felida,cw CUW,Midfielder,RKC Waalwijk,23,1999,17,8,794,64,33,34,77
Kevin Haveri,al ALB,Forward,Ascoli,21,2001,6,0,52,20,38,86,77
Kevin Kelsy,ve VEN,Forward,FC Cincinnati,19,2004,23,16,1241,71,26,35,57
Kevin Krygård,no NOR,Midfielder,Casa Pia,23,2000,3,0,59,34,53,23,61
Kevin Lomónaco,ar ARG,Defender,Tigre,22,2002,23,23,1988,70,50,57,52
Kevin Long,ie IRL,Defender,Birmingham City,32,1990,43,40,3563,28,32,21,56
Kevin Lopez,ar ARG,Forward,Defensa y Just,22,2001,18,11,979,27,69,48,63
Kevin Mac Allister,ar ARG,Defender,Union SG,25,1997,23,21,1889,39,58,52,77
Kevin Mantilla,co COL,Defender,Talleres,20,2003,8,7,633,69,31,20,72
Kevin Mier,co COL,Goalkeeper,Cruz Azul,23,2000,17,17,1530,56,51,68,64
Kevin Miranda,it ITA,Defender,Catanzaro,20,2003,10,1,257,42,26,56,62
Kevin Möhwald,de GER,Midfielder,Eupen,30,1993,19,16,1354,62,69,53,51
Kevin Nisbet,sct SCO,Forward,Millwall,26,1997,27,17,1392,51,26,28,53
Kevin O'Toole,us USA,Defender,NYCFC,25,1998,30,28,2394,65,79,71,49
Kevin Ortega,mx MEX,Defender,Atlético,21,2002,3,0,20,54,89,75,37
Kevin Ortíz,ar ARG,Midfielder,Rosario Central,23,2000,24,18,1577,54,31,29,79
Kevin Rodríguez,ec ECU,Forward,Union SG,23,2000,14,3,442,83,69,81,30
Kevin Serna,co COL,Forward,Fluminense,26,1997,25,18,1560,68,58,80,68
Kevin Silva,ar ARG,Defender,Rosario Central,20,2003,1,0,25,29,12,9,20
Kevin Velasco,co COL,Midfielder,Puebla,26,1997,32,29,2353,72,74,89,23
Kevin Vinetot,fr FRA,Defender,Südtirol,35,1988,16,11,1034,66,33,26,46
Kevin Vázquez,ar ARG,Midfielder,Cen. Córdoba–SdE,22,2001,24,23,2086,68,52,36,47
Kevin Zenon,ar ARG,Forward,Boca Juniors,22,2001,18,17,1379,54,80,73,41
Kevin Álvarez,mx MEX,Defender,América,24,1999,27,21,1954,72,84,88,41
Kewin,br BRA,Goalkeeper,Moreirense,27,1995,30,30,2686,54,52,44,68
Khiry Shelton,us USA,Defender,Sporting KC,30,1993,19,9,1033,41,76,75,57
Ki-Jana Hoever,nl NED,Defender,Stoke City,21,2002,40,35,3072,84,85,77,71
Kialonda,ao ANG,Defender,Estrela,25,1997,27,27,2348,55,50,46,80
Kian Best,eng ENG,Defender,Preston,17,2005,12,8,693,38,79,65,34
Kian Fitz-Jim,nl NED,Forward,Ajax,20,2003,12,3,439,31,71,50,60
Kian Harratt,eng ENG,Forward,Huddersfield,21,2002,15,6,496,36,47,25,41
Kieffer Moore,wls WAL,Forward,Ipswich Town,30,1992,18,14,1140,78,36,33,63
Kiernan Dewsbury-Hall,eng ENG,Midfielder,Leicester City,24,1998,44,41,3636,90,91,90,36
Kik Pierie,nl NED,Defender,Excelsior,23,2000,5,3,296,78,38,34,68
Kikas,pt POR,Forward,Estrela,24,1998,31,15,1561,68,45,25,39
Kiko Bondoso,pt POR,Forward,Vizela,27,1995,3,2,193,32,51,70,57
Kiko Vilas Boas,pt POR,Defender,Gil Vicente FC,23,1999,10,7,564,45,47,57,61
Killian Sardella,be BEL,Defender,Anderlecht,21,2002,25,22,1980,50,69,83,36
Kimani Stewart-Baynes,ca CAN,Forward,Colorado Rapids,19,2005,12,0,140,23,61,73,68
Kings Kangwa,zm ZAM,Midfielder,Kortrijk,24,1999,4,1,162,40,60,64,30
Kion Etete,eng ENG,Forward,Cardiff City,21,2001,28,12,1093,55,22,37,60
Kipp Keller,us USA,Defender,FC Cincinnati,23,2000,16,10,819,24,25,42,65
Klauss,br BRA,Forward,St. Louis,26,1997,27,23,1961,59,60,61,55
Kleis Bozhanaj,al ALB,Forward,Modena,22,2001,21,4,631,82,51,65,55
Kleiton,br BRA,Forward,Juventude,24,1999,1,0,29,54,25,60,28
Koba Koindredi,fr FRA,Midfielder,Estoril,21,2001,15,6,598,41,41,48,47
Kobamelo Kodisang,za RSA,Forward,Moreirense,23,1999,31,19,1617,39,54,65,45
Kobe Corbanie,be BEL,Midfielder,Antwerp,18,2005,9,0,148,90,59,40,85
Kobe Franklin,ca CAN,Midfielder,Toronto FC,20,2003,21,5,709,39,51,39,32
Kodai Sano,jp JPN,Forward,NEC Nijmegen,19,2003,24,17,1593,53,46,49,69
Koji Miyoshi,jp JPN,Forward,Birmingham City,26,1997,43,29,2496,58,79,55,53
Koki Machida,jp JPN,Defender,Union SG,25,1997,23,22,1999,49,65,67,73
Koki Ogawa,jp JPN,Forward,NEC Nijmegen,25,1997,31,25,2201,64,25,13,49
Koki Saito,jp JPN,Forward,Sparta R'dam,21,2001,21,20,1658,56,82,77,49
Konan N'dri,ci CIV,Forward,OH Leuven,22,2000,19,2,507,48,43,86,69
Konstantinos Laifis,cy CYP,Defender,Standard Liège,30,1993,19,19,1680,63,44,32,59
Kornelius Hansen,no NOR,Forward,Almere City,22,2001,26,17,1385,69,49,71,29
Kosi Thompson,ca CAN,Midfielder,Toronto FC,21,2003,29,6,1107,26,38,53,58
Kosuke Nakamura,jp JPN,Goalkeeper,Portimonense,28,1995,20,20,1800,52,42,44,52
Kristian Arnstad,no NOR,Midfielder,Anderlecht,19,2003,14,6,645,29,48,63,36
Kristian Fletcher,us USA,Forward,D.C. United,18,2005,13,1,246,69,42,80,70
Kristian Nökkvi Hlynsson,is ISL,Forward,Ajax,19,2004,25,22,1765,70,61,49,41
Kristian Pedersen,dk DEN,Forward,Sheffield Weds,28,1994,8,4,429,14,35,23,90
Kristijan Belic,rs SRB,Midfielder,AZ Alkmaar,22,2001,14,13,921,39,64,58,78
Kristijan Kahlina,hr CRO,Goalkeeper,Charlotte,31,1992,34,34,3060,57,59,53,50
Kristiyan Malinov,bg BUL,Midfielder,Kortrijk,29,1994,18,8,872,34,49,48,60
Kristoffer Askildsen,no NOR,Forward,Sampdoria,22,2001,18,3,497,24,68,29,84
Kristoffer Klaesson,no NOR,Goalkeeper,Leeds United,22,2000,1,1,90,42,41,44,30
Kristoffer Lund,us USA,Defender,Palermo,21,2002,35,31,2506,81,76,85,55
Kristoffer Peterson,se SWE,Forward,Fortuna Sittard,28,1994,18,6,583,41,76,56,25
Krystian Bielik,pl POL,Midfielder,Birmingham City,25,1998,36,35,2978,32,36,28,60
Kwadwo Opoku,gh GHA,Forward,CF Montréal,22,2001,16,6,522,60,57,68,18
Kyan Vaesen,be BEL,Forward,Westerlo,22,2001,15,3,511,40,50,46,44
Kyle Bartley,eng ENG,Defender,West Brom,32,1991,36,31,2607,68,36,23,42
Kyle Duncan,us USA,Defender,NY Red Bulls,26,1997,21,14,1284,81,68,80,72
Kyle Hiebert,ca CAN,Defender,St. Louis,26,1997,20,14,1365,35,39,31,65
Kyle Hudlin,eng ENG,Forward,Huddersfield,23,2000,9,2,279,17,27,23,56
Kyle McFadzean,sct SCO,Defender,Blackburn,36,1987,27,25,2187,54,31,35,52
Kyle Naughton,eng ENG,Defender,Swansea City,34,1988,15,9,761,36,77,75,63
Kyle Smith,us USA,Midfielder,Orlando City,32,1992,29,12,1150,32,56,57,32
Kyle Walker-Peters,eng ENG,Defender,Southampton,26,1997,43,43,3858,81,92,93,43
Kyriani Sabbe,be BEL,Defender,Club Brugge,18,2005,12,5,563,43,91,92,51
Kévin Denkey,tg TOG,Forward,Cercle Brugge,22,2000,28,28,2494,79,49,62,39
Lachlan Brook,au AUS,Forward,Real Salt Lake,22,2001,7,3,234,42,53,46,53
Lalas Abubakar,gh GHA,Defender,Colorado Rapids,29,1994,18,15,1278,24,35,18,50
Lamine Diaby,fr FRA,Midfielder,Sheffield Weds,26,1996,8,2,258,32,18,29,60
Lamine Diack,sn SEN,Forward,Colorado Rapids,23,2000,4,0,19,22,30,29,90
Lance Duijvestijn,nl NED,Forward,Almere City,24,1999,28,16,1546,62,83,45,60
Larra,es ESP,Midfielder,Casa Pia,25,1997,32,30,2514,66,48,69,64
Larry Vásquez,ve VEN,Midfielder,co Millonarios,32,1991,3,1,86,37,34,34,67
Larrys Mabiala,cd COD,Defender,Portland Timbers,36,1987,1,1,45,33,28,16,17
Lars Montegnies,be BEL,Midfielder,Kortrijk,17,2005,3,2,173,30,21,25,70
Lars Olden Larsen,no NOR,Forward,NEC Nijmegen,24,1998,19,7,674,40,31,45,72
Lars Unnerstall,de GER,Goalkeeper,Twente,33,1990,32,32,2880,59,64,68,40
Lasse Schöne,dk DEN,Midfielder,NEC Nijmegen,37,1986,23,13,1244,62,81,47,37
Lasse Wehmeyer,de GER,Forward,Heracles Almelo,20,2002,7,2,167,30,51,40,30
Lassi Lappalainen,fi FIN,Midfielder,CF Montréal,25,1998,11,1,331,41,76,94,51
Latif Blessing,gh GHA,Forward,Houston Dynamo,27,1996,27,12,986,55,50,33,69
Laurens Serpe,it ITA,Defender,Spezia,22,2001,1,1,90,40,12,60,15
Laurent Depoitre,be BEL,Forward,Gent,34,1988,9,4,390,47,72,32,39
Laurent Henkinet,be BEL,Goalkeeper,Standard Liège,30,1992,1,1,90,42,42,44,62
Laurtaro Giaccone,ar ARG,Forward,Rosario Central,22,2001,28,9,1017,39,75,60,62
Lautaro Acosta,ar ARG,Forward,Lanús,35,1988,19,8,746,17,30,27,63
Lautaro Blanco,ar ARG,Defender,Boca Juniors,24,1999,21,18,1619,45,88,86,45
Lautaro Bursich,ar ARG,Goalkeeper,Cen. Córdoba–SdE,21,2002,1,1,90,42,40,44,33
Lautaro Cardozo,ar ARG,Defender,Banfield,22,2002,2,2,180,48,70,56,45
Lautaro Carrera,ar ARG,Defender,Instituto,20,2003,6,4,445,29,14,10,72
Lautaro Chávez,ar ARG,Forward,Gimnasia–LP,23,2001,1,0,1,22,16,5,8
Lautaro Di Lollo,ar ARG,Defender,Boca Juniors,19,2004,12,10,929,31,35,40,63
Lautaro Díaz,ar ARG,Forward,Cruzeiro,25,1998,21,12,1138,69,40,40,61
Lautaro Garzón,ar ARG,Goalkeeper,Vélez Sarsfield,20,2003,1,0,39,42,42,44,33
Lautaro Godoy,py PAR,Midfielder,Atlé Tucumán,20,2003,1,0,33,43,18,23,61
Lautaro Gómez,ar ARG,Forward,Banfield,20,2003,2,1,61,22,15,6,40
Lautaro Millán,ar ARG,Midfielder,Independiente,18,2005,8,6,503,56,73,71,55
Lautaro Morales,ar ARG,Goalkeeper,Talleres,24,1999,1,1,90,42,41,44,30
Lautaro Rivero,ar ARG,Defender,Cen. Córdoba–SdE,20,2003,8,6,601,40,40,34,63
Lautaro Ríos,ar ARG,Midfielder,Ind. Rivadavia,23,2000,19,15,1182,57,44,42,66
Lautaro Valenti,ar ARG,Defender,Parma,24,1999,2,2,161,27,23,13,30
Lautaro Vargas,ar ARG,Defender,Unión,18,2005,25,22,1798,47,75,79,50
Lautaro Villegas,ar ARG,Midfielder,Banfield,20,2003,6,1,152,52,45,33,31
Law McCabe,eng ENG,Midfielder,Middlesbrough,17,2006,3,1,102,33,27,13,33
Lawan,br BRA,Forward,Vitória,18,2005,4,0,106,14,37,20,34
Lawrence Ennali,de GER,Forward,Houston Dynamo,21,2002,2,0,49,87,48,92,31
Lawrence Ofori,gh GHA,Midfielder,Moreirense,25,1998,31,29,2456,57,49,54,18
Lawson Sunderland,us USA,Midfielder,Inter Miami,22,2001,5,3,193,37,85,54,58
Layton Stewart,eng ENG,Forward,Preston,20,2002,16,0,229,19,18,36,57
Lazaros Lamprou,gr GRE,Forward,Excelsior,25,1997,28,20,1616,61,73,68,49
Leandrinho,br BRA,Forward,Vasco da Gama,18,2005,18,5,541,48,43,41,78
Leandro Benegas,cl CHI,Forward,cl Colo-Colo,35,1988,2,0,9,22,9,5,10
Leandro Brey,ar ARG,Goalkeeper,Boca Juniors,21,2002,12,11,999,48,47,44,32
Leandro Chichizola,ar ARG,Goalkeeper,Parma,33,1990,37,36,3252,59,90,66,59
Leandro Contín,ar ARG,Forward,Tigre,28,1995,11,4,431,36,39,24,37
Leandro Díaz,ar ARG,Forward,Lanús,31,1992,10,3,390,45,19,30,54
Leandro Díaz,cl CHI,Defender,cl Huachipato,24,1999,6,4,379,51,76,67,32
Leandro Emmanuel Martínez,ar ARG,Forward,Fortaleza,29,1994,20,11,1011,47,72,44,65
Leandro Garate,ar ARG,Forward,Banfield,30,1993,17,7,674,44,20,22,60
Leandro González Pirez,ar ARG,Defender,River Plate,31,1992,25,23,2085,68,57,49,68
Leandro Lozano,uy URU,Defender,uy Nacional,25,1998,8,8,720,85,84,83,46
Leandro Mamut,ar ARG,Midfielder,Gimnasia–LP,20,2003,7,5,449,76,38,81,63
Leandro Navarro,ar ARG,Midfielder,cl Cobresal,31,1992,6,4,445,38,31,20,41
Leandro Olima,0,Midfielder,Atlé Tucumán,0,0,1,0,1,28,10,7,6
Leandro Requena,ar ARG,Goalkeeper,cl Cobresal,36,1987,5,5,450,42,41,44,46
Leandro Sanca,gw GNB,Forward,Chaves,23,2000,31,13,1470,36,63,73,36
Lee Buchanan,eng ENG,Defender,Birmingham City,22,2001,32,32,2728,39,56,56,77
Lee Evans,wls WAL,Midfielder,Ipswich Town,29,1994,2,1,65,39,36,28,54
Lee Gregory,eng ENG,Forward,Sheffield Weds,34,1988,13,10,711,38,25,22,48
Lee Nicholls,eng ENG,Goalkeeper,Huddersfield,30,1992,37,37,3305,48,43,44,41
Lee Peltier,eng ENG,Defender,Rotherham Utd,36,1986,27,23,1826,66,35,27,64
Leif Davis,eng ENG,Defender,Ipswich Town,23,2000,43,43,3781,78,87,78,57
Lelê,br BRA,Forward,br Fluminense,26,1997,2,1,133,30,26,10,80
Lennard Hartjes,nl NED,Midfielder,Excelsior,20,2003,1,1,90,29,40,52,61
Lennart Thy,de GER,Forward,Zwolle,31,1992,32,30,2674,65,37,22,47
Lennart-Marten Czyborra,de GER,Defender,Zwolle,24,1999,5,2,153,63,25,71,24
Lenny Lobato,br BRA,Forward,Vélez Sarsfield,22,2001,2,0,14,22,9,64,8
Leo Cordeiro,br BRA,Midfielder,Estrela,27,1995,32,29,2607,65,46,47,49
Leo Fuhr Hjelde,no NOR,Defender,Leeds United,19,2003,12,11,904,32,60,57,45
Leo Ortiz,br BRA,Midfielder,Flamengo,28,1996,31,26,2321,56,58,41,56
Leo Sauer,sk SVK,Forward,Feyenoord,17,2005,13,0,287,92,92,93,30
Leo Väisänen,fi FIN,Defender,Austin,26,1997,13,9,831,34,35,21,45
Leo Štulac,si SVN,Midfielder,Palermo,28,1994,21,12,1033,91,88,62,53
Leon Flach,us USA,Midfielder,Philadelphia Union,22,2001,23,22,1823,26,50,29,61
Leonai,br BRA,Midfielder,ec Barcelona,28,1995,6,4,379,34,39,40,58
Leonardo Afonso,br BRA,Forward,Inter Miami,22,2001,11,1,247,86,55,75,75
Leonardo Benedetti,it ITA,Midfielder,Sampdoria,23,2000,14,5,546,76,37,72,58
Leonardo Buta,pt POR,Defender,Gil Vicente FC,21,2002,29,24,2187,50,64,75,53
Leonardo Campana,ec ECU,Forward,Inter Miami,23,2000,28,14,1280,70,57,28,46
Leonardo Castro,co COL,Forward,co Millonarios,31,1992,4,4,308,76,35,42,45
Leonardo Fernández,uy URU,Midfielder,uy Peñarol,25,1998,12,12,1051,83,93,80,15
Leonardo Gil,ar ARG,Midfielder,cl Colo-Colo,32,1991,9,7,599,40,72,49,43
Leonardo Godoy,ar ARG,Defender,Ath Paranaense,28,1995,26,21,1639,71,68,62,29
Leonardo Heredia,ar ARG,Forward,Arg Juniors,28,1996,13,4,440,25,28,26,51
Leonardo Jara,ar ARG,Defender,Lanús,32,1991,5,3,242,43,57,79,65
Leonardo Landriel,ar ARG,Midfielder,Deportivo Riestra,27,1996,2,2,131,47,65,52,47
Leonardo Lelo,pt POR,Midfielder,Casa Pia,23,2000,33,33,2942,52,52,58,44
Leonardo Linck,br BRA,Goalkeeper,Ath Paranaense,22,2001,14,14,1223,55,74,55,49
Leonardo Loria,it ITA,Goalkeeper,Pisa,24,1999,7,7,630,42,45,44,32
Leonardo Mancuso,it ITA,Forward,Palermo,31,1992,26,9,926,62,47,35,39
Leonardo Marchi,ar ARG,Defender,Cen. Córdoba–SdE,27,1996,2,2,180,41,51,43,19
Leonardo Marson,it ITA,Goalkeeper,Cosenza,25,1998,2,1,124,42,43,44,55
Leonardo Morales,ar ARG,Defender,Gimnasia–LP,32,1991,22,22,1919,27,45,43,77
Leonardo Realpe,ec ECU,Defender,RB Bragantino,22,2001,1,1,90,22,19,11,72
Leonardo Ruíz,co COL,Forward,Rio Ave,27,1996,14,8,748,38,23,25,64
Leonardo Sepulveda,us USA,Defender,Guadalajara,22,2001,8,5,410,35,49,31,39
Leonardo Sequeira,ar ARG,Forward,uy Peñarol,28,1995,9,5,419,24,25,36,89
Leonardo Sernicola,it ITA,Defender,Cremonese,26,1997,36,31,2749,72,87,92,41
Leonardo Sigali,ar ARG,Defender,Racing Club,36,1987,11,5,512,76,57,40,63
Leonardo Suárez,ar ARG,Forward,América,27,1996,26,14,1310,82,93,61,65
Leonardo Valencia,cl CHI,Forward,cl Cobresal,32,1991,6,4,341,54,76,41,29
Leonardo da Silva Lopes,pt POR,Midfielder,Cercle Brugge,24,1998,23,20,1780,65,69,53,62
Leonel Bucca,ar ARG,Forward,Estrela,24,1999,15,8,818,35,42,41,77
Leonel Cardozo,ar ARG,Defender,Lanús,20,2004,1,1,90,29,30,32,65
Leonel Justiniano,bo BOL,Midfielder,bo Bolívar,31,1992,8,8,712,43,48,28,52
Leonel López,mx MEX,Midfielder,bo The Strongest,29,1994,4,1,127,46,20,46,36
Leonel Miranda,ar ARG,Midfielder,Tigre,30,1994,4,2,171,31,55,43,35
Leonel Picco,ar ARG,Midfielder,Platense,24,1999,22,21,1811,29,21,23,85
Leonel Prieto,mx MEX,Midfielder,UANL,21,2001,1,0,20,33,12,18,9
Leonel Quiñónez,ec ECU,Defender,ec LDU de Quito,30,1993,6,6,534,88,87,67,31
Leonel Roldán,ar ARG,Midfielder,Vélez Sarsfield,19,2004,6,1,140,39,35,38,31
Leonel Vangioni,ar ARG,Defender,Newell's OB,36,1987,9,7,645,40,70,62,58
Leopold Wahlstedt,se SWE,Goalkeeper,Blackburn,24,1999,21,20,1829,46,42,44,72
Lequincio Zeefuik,nl NED,Forward,AZ Alkmaar,18,2004,22,8,832,64,43,41,56
Levonte Johnson,ca CAN,Forward,Vancouver W'caps,24,1999,25,7,669,24,30,44,56
Lewie Coyle,eng ENG,Defender,Hull City,27,1995,40,35,3100,64,71,70,37
Lewis Baker,eng ENG,Midfielder,Stoke City,28,1995,20,12,1067,86,63,49,41
Lewis Gibson,eng ENG,Defender,Plymouth Argyle,23,2000,41,39,3573,33,32,45,50
Lewis Morgan,sct SCO,Forward,NY Red Bulls,27,1996,29,26,2414,79,78,62,47
Lewis O'Brien,eng ENG,Midfielder,Middlesbrough,24,1998,32,27,2360,41,69,66,51
Lewis Travis,eng ENG,Midfielder,Ipswich Town,25,1997,29,16,1519,40,72,72,74
Lewis Warrington,eng ENG,Midfielder,Plymouth Argyle,20,2002,2,1,56,33,14,8,22
Liam Cooper,sct SCO,Defender,Leeds United,31,1991,15,8,706,72,36,32,70
Liam Cullen,wls WAL,Forward,Swansea City,24,1999,45,30,2372,58,52,26,54
Liam Delap,eng ENG,Forward,Hull City,20,2003,31,26,2206,77,47,65,35
Liam Fraser,ca CAN,Midfielder,FC Dallas,25,1998,18,17,1378,61,49,23,49
Liam Gibbs,eng ENG,Forward,Norwich City,20,2002,22,4,555,16,34,36,52
Liam Henderson,sct SCO,Midfielder,Palermo,27,1996,30,15,1212,78,87,61,30
Liam Kelly,sct SCO,Midfielder,Coventry City,33,1990,16,11,892,31,53,35,55
Liam Kerrigan,ie IRL,Midfielder,Como,23,2000,8,1,154,29,44,86,61
Liam Kitching,eng ENG,Defender,Coventry City,23,1999,28,25,2233,62,55,36,43
Liam Lindsay,sct SCO,Defender,Preston,27,1995,46,46,4117,64,32,31,74
Liam Millar,ca CAN,Midfielder,Preston,23,1999,35,27,2547,85,64,90,38
Liam Palmer,sct SCO,Midfielder,Sheffield Weds,31,1991,34,25,2395,60,40,37,53
Liam Walsh,eng ENG,Forward,Swansea City,25,1997,20,5,563,73,74,53,57
Liel Abada,il ISR,Forward,Charlotte,22,2001,24,20,1637,77,72,75,31
Lima,br BRA,Forward,Fluminense,27,1996,40,24,2457,56,40,40,63
Lincoln,br BRA,Forward,RB Bragantino,25,1998,28,19,1552,56,77,46,62
Lino Sousa,eng ENG,Midfielder,Plymouth Argyle,18,2005,8,3,269,28,44,83,59
Lion Lauberbach,de GER,Forward,Mechelen,25,1998,25,19,1726,34,30,35,49
Lionel Messi,ar ARG,Forward,Inter Miami,36,1987,19,15,1489,94,95,88,30
Lionel Verde,ar ARG,Midfielder,Unión,19,2004,8,2,335,78,44,67,48
Lisandro Alzugaray,ar ARG,Midfielder,ec LDU de Quito,33,1990,5,4,289,89,53,78,29
Lisandro López,ar ARG,Forward,Sarmiento,40,1983,20,2,487,39,50,35,53
Lisandro Magallán,ar ARG,Defender,UNAM,29,1993,29,29,2545,57,32,29,57
Lisandro Montenegro,ar ARG,Midfielder,Platense,20,2003,5,0,66,39,75,73,51
Lisandro Piñero,ar ARG,Forward,Banfield,16,2007,2,0,41,27,10,23,82
Lisandru Tramoni,fr FRA,Forward,Pisa,20,2003,23,11,997,63,80,84,69
Liziero,br BRA,Midfielder,São Paulo,25,1998,9,1,303,80,50,48,73
Logan Farrington,us USA,Forward,FC Dallas,22,2001,29,10,1225,74,70,55,52
Logan Ndenbe,be BEL,Defender,Sporting KC,23,2000,5,3,239,57,78,90,52
Loick Ayina,cg CGO,Midfielder,Huddersfield,20,2003,2,0,78,29,13,24,32
Loizos Loizou,cy CYP,Forward,Heerenveen,20,2003,5,1,133,17,28,81,23
London Aghedo,us USA,Defender,FC Cincinnati,23,2000,2,0,7,29,12,9,19
Loreintz Rosier,fr FRA,Midfielder,Fortuna Sittard,24,1998,30,18,1711,58,43,29,78
Lorenzo Amatucci,it ITA,Midfielder,Ternana,19,2004,16,14,1204,38,60,32,52
Lorenzo Andrenacci,it ITA,Goalkeeper,Brescia,28,1995,9,9,765,42,42,44,76
Lorenzo Busato,it ITA,Defender,Venezia,19,2004,2,0,36,29,13,9,65
Lorenzo Carissoni,it ITA,Defender,Cittadella,26,1997,33,30,2748,83,85,83,55
Lorenzo Cosimi,it ITA,Defender,Ascoli,19,2004,1,0,6,29,12,9,3
Lorenzo Di Stefano,it ITA,Forward,Modena,20,2002,18,10,794,53,37,59,46
Lorenzo Dickmann,it ITA,Defender,Brescia,26,1996,36,35,3174,69,78,74,38
Lorenzo Faravelli,ar ARG,Midfielder,Cruz Azul,30,1993,17,17,1383,64,60,66,30
Lorenzo Insigne,it ITA,Forward,Toronto FC,32,1991,23,17,1352,73,89,77,35
Lorenzo Libutti,it ITA,Defender,Reggiana,25,1997,19,9,998,27,52,63,45
Lorenzo Lonardi,it ITA,Midfielder,Südtirol,24,1999,14,2,427,29,60,37,90
Lorenzo Lucchesi,it ITA,Defender,Ternana,20,2003,25,25,2154,69,52,63,60
Lorenzo Melgarejo,py PAR,Forward,py Libertad,33,1990,5,4,323,67,66,71,76
Lorenzo Pinzauti,it ITA,Forward,Calcio Lecco 1912,28,1994,2,1,70,30,41,26,65
Lorenzo Scipioni,ar ARG,Midfielder,Tigre,19,2004,14,4,522,23,57,42,89
Lorenzo Youndje,cm CMR,Midfielder,Eupen,18,2005,10,0,90,31,69,88,59
Loris Bacchetti,it ITA,Defender,FeralpiSalò,30,1993,11,9,700,31,31,36,49
Lorran,br BRA,Forward,Flamengo,17,2006,23,8,764,60,79,85,67
Louis Patris,be BEL,Defender,Anderlecht,22,2001,15,10,932,76,78,76,71
Loïc Lapoussin,mg MAD,Midfielder,Union SG,27,1996,25,23,2071,85,88,88,44
Loïc Mbe Soh,fr FRA,Defender,Almere City,22,2001,20,13,1258,67,60,45,42
Loïc Mesanvi,tg TOG,Forward,Minnesota Utd,20,2003,3,0,65,37,39,76,71
Luan Campos,br BRA,Forward,Portimonense,21,2002,16,5,467,40,37,38,69
Luan Cândido,br BRA,Defender,RB Bragantino,22,2001,26,22,1953,56,31,33,71
Luan Garcia,br BRA,Defender,Palmeiras,30,1993,6,4,330,30,14,20,41
Luan Silva,br BRA,Midfielder,Vitória,24,1999,25,22,1585,28,23,26,53
Luc Netten,nl NED,Defender,NEC Nijmegen,19,2004,1,0,28,29,24,35,20
Luca Ceppitelli,it ITA,Defender,FeralpiSalò,33,1989,30,30,2598,37,32,22,66
Luca Cigarini,it ITA,Midfielder,Reggiana,37,1986,21,12,1046,61,85,58,33
Luca D'Andrea,it ITA,Forward,Catanzaro,18,2004,23,6,733,41,57,91,50
Luca Everink,nl NED,Defender,Go Ahead Eag,22,2001,7,2,282,39,70,61,29
Luca Fiordilino,it ITA,Midfielder,FeralpiSalò,27,1996,34,31,2637,27,41,31,56
Luca Ghiringhelli,it ITA,Defender,Südtirol,31,1992,5,3,245,57,59,32,62
Luca Giudici,it ITA,Forward,FeralpiSalò,31,1992,18,3,560,25,53,46,80
Luca Langoni,ar ARG,Forward,Boca Juniors,21,2002,14,10,876,68,53,50,47
Luca Lezzerini,it ITA,Goalkeeper,Brescia,28,1995,25,25,2250,46,42,44,83
Luca Magnino,it ITA,Midfielder,Modena,25,1997,38,27,2644,51,51,52,52
Luca Maniero,it ITA,Goalkeeper,Cittadella,28,1995,3,3,270,42,42,44,31
Luca Marrone,it ITA,Defender,Cremonese,33,1990,10,8,737,34,17,20,42
Luca Martínez,mx MEX,Forward,Rosario Central,23,2001,13,1,271,76,39,26,50
