Player,Nation,Team,General Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Adem Zorgane,ALG,Union SG,Midfielder,25,2000,12,10,885,0.1,0.1,1.02,0.31,0.0,0.0,2.85,0.31,41.59,51.05,21.15,24.2,14.03,16.88,3.66,6.0,0.2,0.23,1.42,5.49,1.53,0.2,6.31,0.81,3.25,1.73,1.02,0.92,0.71,0.1,0.81,2.34,1.53,1.22,0.92,1.22,0.0,59.69,2.64,11.19,31.42,17.8,2.54,59.69,0.41,0.2,33.86,0.2,0.1,0.71,0.81,40.58,0.1,0.0,0.0,1.83,0.2,0.2,0.0,0.0,0.0,5.69,1.63,1.53,1.53,10.37,0.0,1.83,1.02,0.1,0.1,0.0,0.0,81.47,87.4,83.12,61.0,58.96,48.78
Ademir Santos,BRA,Bahia,Forward,30,3990,28,19,1541,0.06,0.19,1.99,0.64,0.0,0.0,4.03,0.35,23.42,31.65,13.9,16.41,6.95,9.7,1.64,3.39,0.12,0.25,1.52,0.7,1.64,0.99,2.34,4.5,12.21,1.75,1.17,0.58,0.47,0.7,0.93,2.45,1.52,1.11,0.23,0.58,0.0,45.61,0.23,4.38,13.49,28.5,3.91,45.61,5.37,2.34,27.92,2.39,1.58,2.92,1.58,33.41,0.35,0.0,0.0,1.28,2.57,0.41,0.06,0.0,0.0,3.1,0.82,2.34,4.5,19.04,0.0,4.21,1.17,0.06,0.12,-0.68,0.0,74.0,84.7,71.65,48.38,66.86,43.58
Aderlan Santos,BRA,AVS Futebol,Defender,36,1989,5,5,369,0.0,0.05,1.71,0.24,0.0,0.0,0.98,0.0,35.37,43.9,10.73,11.46,19.02,20.0,5.12,11.71,0.0,0.02,0.24,1.95,0.24,0.24,1.71,0.49,0.0,1.95,1.22,1.71,0.0,0.24,0.73,0.98,0.24,0.73,0.73,8.05,0.0,57.8,10.98,36.1,18.54,3.66,1.95,57.8,0.49,0.49,27.56,0.24,0.0,0.24,0.0,33.41,0.24,0.0,0.0,0.73,0.49,0.0,0.0,0.0,0.0,5.12,3.9,1.46,0.24,2.2,0.0,0.49,1.22,0.0,0.24,-1.0,0.0,80.57,93.63,95.1,43.72,62.56,100.0
Aderlan Silva,BRA,Santos,Defender,35,3980,11,8,687,0.0,0.01,0.52,0.0,0.0,0.0,2.36,0.26,35.5,46.64,14.41,17.16,16.11,19.39,4.45,7.34,0.0,0.08,1.05,3.8,1.18,0.39,5.37,1.18,6.16,1.7,0.92,0.66,0.79,0.26,1.05,2.23,1.18,1.83,1.44,2.75,0.0,55.81,3.93,18.6,20.96,16.9,1.44,55.81,0.52,0.26,25.41,1.05,0.0,0.79,0.52,32.49,0.39,0.0,0.0,1.44,1.31,0.26,0.0,0.13,0.0,3.01,0.66,1.05,1.31,12.71,0.0,1.57,0.92,0.0,0.26,-1.0,0.0,76.11,83.97,83.08,60.63,54.12,50.0
Adil Lechkar,NED,Telstar,Midfielder,24,2001,5,0,64,0.0,0.0,1.41,1.41,0.0,0.0,2.81,0.0,28.12,50.62,8.44,9.84,14.06,19.69,4.22,18.28,0.0,0.0,0.0,2.81,0.0,0.0,5.62,7.03,8.44,0.0,0.0,0.0,0.0,0.0,0.0,2.81,2.81,2.81,2.81,2.81,0.0,67.5,1.41,16.88,33.75,16.88,1.41,67.5,2.81,2.81,40.78,2.81,1.41,4.22,1.41,36.56,0.0,0.0,0.0,2.81,2.81,0.0,0.0,0.0,0.0,11.25,1.41,2.81,5.62,21.09,0.0,1.41,0.0,0.0,1.41,0.0,0.0,55.55,85.77,71.41,23.09,0.0,100.0
Adilson Malanda,FRA,Charlotte,Defender,23,2001,33,33,2899,0.03,0.06,0.5,0.03,0.0,0.0,0.37,0.09,55.23,63.18,12.01,12.82,33.75,35.33,9.19,14.06,0.0,0.02,0.09,3.6,0.03,0.0,2.14,0.16,0.06,0.84,0.62,0.71,0.12,0.0,0.4,0.68,0.28,1.83,0.84,6.61,0.16,75.32,12.76,43.68,30.52,1.52,0.75,75.32,0.4,0.28,46.97,0.16,0.03,0.5,0.16,54.11,0.12,0.03,0.0,0.65,0.28,0.0,0.0,0.06,0.0,3.38,1.74,0.9,0.65,2.36,0.0,0.06,0.62,0.03,0.03,-0.5,0.0,87.42,93.68,95.53,65.36,73.81,70.0
Adnane Abid,BEL,Standard Liège,Forward,22,2003,8,7,515,0.17,0.05,1.05,0.52,0.0,0.0,3.32,0.17,24.47,34.25,13.46,17.13,9.26,11.36,1.22,2.27,0.17,0.09,2.27,1.75,1.57,0.0,4.54,4.02,5.77,1.05,0.87,0.52,0.35,0.17,0.35,0.7,0.35,1.22,0.17,0.7,0.17,44.39,0.35,4.89,17.3,23.77,4.54,44.39,3.32,1.57,26.39,3.32,2.27,2.62,0.87,28.49,0.17,0.17,0.0,1.05,1.4,0.17,0.0,0.0,0.0,5.24,0.17,0.35,3.5,14.33,0.0,3.84,0.87,0.17,0.17,2.4,0.0,71.45,78.58,81.51,53.74,82.86,47.29
Adonis Frías,ARG,León,Defender,27,3996,10,8,761,0.0,0.05,1.06,0.24,0.0,0.0,0.71,0.12,37.96,43.64,12.3,13.72,20.93,23.06,3.55,5.32,0.0,0.01,0.12,3.55,0.24,0.0,3.78,0.83,0.12,1.3,0.95,0.95,0.35,0.0,0.71,1.18,0.47,0.83,0.95,5.8,0.12,54.99,8.04,28.5,23.89,2.96,1.06,54.99,0.47,0.24,27.32,0.35,0.0,0.47,0.12,32.17,0.12,0.0,0.0,1.42,0.83,0.0,0.0,0.0,0.0,4.14,3.78,1.06,0.59,4.73,0.0,0.24,0.95,0.0,0.24,-1.0,0.0,86.98,89.65,90.76,66.73,73.08,51.06
Adonis Preciado,ECU,Tijuana,Forward,28,1997,15,9,865,0.21,0.4,1.77,0.42,0.1,0.21,0.1,0.0,13.53,19.98,7.7,9.78,4.99,7.08,0.62,1.46,0.1,0.09,0.94,0.42,0.42,0.0,1.46,0.42,1.25,1.77,1.14,0.94,0.21,0.62,0.83,1.77,0.94,1.04,0.52,1.77,0.0,13.73,0.83,3.54,8.01,2.18,0.0,13.73,0.31,0.0,6.55,0.1,0.0,0.31,0.21,8.32,0.0,0.0,0.0,0.42,0.0,0.1,0.0,0.0,0.0,1.04,0.0,0.42,0.52,3.12,0.0,0.42,1.14,0.21,0.1,-0.48,0.0,67.72,78.73,70.48,42.47,64.41,0.0
Adrian Blake,ENG,Utrecht,Forward,20,2005,10,8,660,0.14,0.16,2.86,0.95,0.0,0.0,3.27,0.55,18.95,26.73,8.86,11.32,7.5,9.27,1.64,3.41,0.14,0.16,0.95,1.36,0.95,0.14,1.91,3.95,7.36,0.55,0.41,0.27,0.14,0.14,0.27,0.82,0.55,0.14,0.27,0.55,0.0,37.5,0.82,5.45,13.77,19.23,4.09,37.5,3.82,1.5,23.73,2.18,1.91,1.77,1.5,27.14,0.14,0.0,0.0,0.41,0.95,0.14,0.0,0.0,0.0,3.68,0.14,0.82,3.27,13.23,0.0,3.0,0.41,0.14,0.14,-0.12,0.0,70.89,78.27,80.91,48.09,74.55,39.27
Adrian Raychev,BUL,Frosinone,Forward,19,2006,1,0,9,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,10.0,20.0,30.0,10.0,50.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0
Adrian Segecic,AUS,Portsmouth,Forward,21,2004,11,7,629,0.43,0.11,2.72,0.72,0.0,0.0,2.43,0.0,10.16,16.31,6.15,7.87,3.43,5.29,0.29,1.72,0.0,0.2,1.43,1.14,1.57,0.72,1.43,1.0,6.01,1.29,0.86,0.29,0.29,0.72,0.43,1.72,1.29,0.86,0.29,0.72,0.0,29.62,0.57,2.86,9.16,18.31,2.58,29.62,2.58,1.0,16.88,0.86,0.57,3.58,1.43,19.03,0.0,0.0,0.0,1.14,1.57,0.14,0.0,0.0,0.0,3.29,0.29,1.29,5.01,8.44,0.0,2.86,0.86,0.43,0.14,2.91,0.0,62.29,78.14,64.84,16.86,66.67,38.76
Adrian Wibowo,IDN,LAFC,Forward,19,2006,2,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,40.0,15.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,40.0,25.0,0.0,65.0,5.0,0.0,30.0,0.0,0.0,10.0,5.0,35.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,15.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,87.5,75.0,100.0,0.0,0.0,0.0
Adriano,BRA,Santa Clara,Midfielder,25,1999,9,8,741,0.0,0.05,0.97,0.12,0.0,0.0,2.06,0.12,41.54,47.73,19.07,21.13,19.31,21.13,2.31,3.28,0.0,0.05,0.73,3.89,0.73,0.0,4.01,0.61,2.19,0.36,0.12,0.12,0.24,0.0,0.24,0.61,0.36,0.73,0.49,1.58,0.0,54.9,2.06,12.75,33.4,9.47,0.85,54.9,2.43,0.97,32.67,0.61,0.0,0.85,0.24,38.74,0.24,0.0,0.0,0.49,1.7,0.0,0.0,0.0,0.0,4.86,0.73,0.61,1.09,6.8,0.0,0.73,0.12,0.0,0.12,-1.0,0.0,87.03,90.25,91.39,70.43,33.33,39.92
Adriano Bertaccini,BEL,Anderlecht,Forward,25,4000,6,1,253,0.71,0.68,3.91,2.13,0.0,0.0,2.49,0.36,12.81,17.08,8.18,9.6,3.2,4.98,0.71,1.42,0.36,0.14,1.78,0.71,0.36,0.0,1.07,2.13,5.34,1.42,1.07,0.36,0.71,0.36,0.36,1.07,0.71,1.42,0.36,1.07,0.0,29.88,1.07,2.85,10.32,17.79,5.34,29.88,1.07,0.36,17.43,1.42,1.07,3.56,2.85,18.85,0.36,0.0,0.0,2.49,0.36,0.0,0.0,0.0,0.0,1.42,0.0,2.49,6.4,8.54,0.0,1.42,1.07,0.71,0.71,0.04,0.0,75.0,85.21,64.26,50.0,75.35,33.64
Adriano Martins,BRA,Juventude,Defender,28,1997,5,5,360,0.0,0.05,0.75,0.0,0.0,0.0,1.0,0.25,42.25,48.0,13.0,14.25,23.75,25.5,4.25,5.25,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,1.25,0.75,0.75,0.25,0.25,0.75,0.75,0.0,1.0,1.5,6.75,0.0,59.25,10.0,36.75,21.25,1.5,0.75,59.25,0.0,0.0,33.25,0.0,0.0,0.0,0.25,35.0,0.25,0.0,0.0,0.75,0.25,0.25,0.0,0.0,0.0,3.0,2.5,3.0,0.25,1.5,0.0,0.0,0.75,0.0,0.25,-1.0,0.0,88.02,91.23,93.14,80.95,60.0,0.0
Adriel Fernández,BOL,San Antonio Bulo Bulo,Forward,29,1996,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,90.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,0.0,0.0,60.0,30.0,0.0,90.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,66.67,100.0,0.0,0.0,0.0,0.0
Adrián Alcaraz,PAR,Libertad,Forward,26,1999,6,1,218,0.41,0.25,2.89,0.41,0.0,0.0,1.65,0.41,15.69,29.31,9.91,14.45,3.72,7.02,1.65,2.48,0.0,0.08,0.41,1.24,1.24,0.41,1.65,2.06,6.61,0.83,0.41,0.83,0.0,0.0,0.0,1.24,1.24,1.24,0.83,1.24,0.0,44.17,2.06,7.43,14.04,24.77,7.02,44.17,4.95,2.06,23.94,2.06,0.83,2.89,0.0,24.77,0.0,0.0,0.0,1.24,0.41,0.41,0.41,0.0,0.0,7.02,3.3,2.48,2.89,10.32,0.0,2.48,0.41,0.41,0.41,0.64,0.0,53.53,68.58,52.99,66.53,49.4,41.62
Adrián Balboa,URU,Racing Club,Forward,31,3988,32,12,1233,0.44,0.42,2.55,0.88,0.0,0.0,2.12,0.0,9.27,17.45,5.84,8.98,2.34,3.87,0.29,1.02,0.0,0.07,0.44,0.58,0.29,0.07,1.09,0.66,4.31,1.31,0.95,0.15,0.44,0.73,0.51,1.09,0.58,0.58,0.15,1.31,0.0,29.49,1.39,2.48,12.7,14.31,4.96,29.49,1.61,0.58,14.01,0.44,0.44,2.26,1.61,19.2,0.29,0.0,0.0,2.7,0.95,0.66,0.0,0.0,0.0,1.68,3.72,5.18,3.87,6.06,0.0,0.8,0.95,0.44,0.15,0.05,0.0,53.12,65.03,60.47,28.43,72.52,36.02
Adrián Fernández,ARG,Racing Club,Forward,24,4002,13,4,399,0.0,0.18,1.8,0.23,0.0,0.0,5.41,0.0,38.8,52.33,17.82,21.43,15.56,18.72,4.06,6.77,0.23,0.16,2.26,6.77,2.03,0.68,9.25,3.16,6.54,2.03,1.8,0.23,1.13,0.68,0.45,1.35,0.9,0.68,0.68,0.9,0.0,67.89,1.35,6.09,36.77,25.94,2.48,67.89,4.06,2.26,35.19,1.8,0.23,4.29,2.26,45.79,0.45,0.0,0.0,1.58,1.13,0.23,0.0,0.0,0.0,8.35,0.23,0.68,6.54,18.95,0.0,2.93,1.8,0.0,0.45,-1.0,0.0,74.14,83.15,83.12,59.97,88.67,55.67
Adrián Guillermo Sánchez,ARG,Atlé Tucumán,Midfielder,26,1999,29,29,2485,0.07,0.07,0.8,0.14,0.0,0.0,2.25,0.11,42.48,52.66,18.33,21.04,17.96,20.86,4.89,7.64,0.0,0.07,1.12,5.54,0.76,0.22,7.17,1.27,2.61,3.15,1.96,1.3,1.7,0.14,1.3,2.25,0.94,1.63,0.83,1.67,0.04,63.34,1.45,11.81,41.07,11.08,0.62,63.34,0.76,0.25,31.33,0.87,0.04,1.27,0.72,38.9,0.14,0.0,0.0,1.09,1.27,0.04,0.0,0.04,0.0,6.52,1.27,1.09,1.99,11.05,0.0,1.01,1.96,0.07,0.04,0.0,0.0,80.67,87.12,86.1,64.01,62.22,32.89
Adrián Martínez,ARG,Racing Club,Forward,33,3984,32,30,2599,0.59,0.51,2.74,1.18,0.07,0.07,2.08,0.31,9.66,14.27,4.99,6.65,3.67,5.33,0.76,1.14,0.1,0.07,1.04,0.83,0.31,0.03,1.45,0.8,5.26,0.42,0.31,0.07,0.17,0.17,0.07,0.31,0.24,0.55,0.24,0.55,0.0,24.93,0.62,1.14,8.9,15.13,6.23,24.86,0.9,0.38,11.6,0.38,0.38,3.26,1.28,16.14,0.42,0.0,0.0,2.15,1.11,1.0,0.03,0.03,0.0,2.77,1.73,2.8,4.54,7.51,0.0,0.73,0.31,0.59,0.07,0.16,0.0,67.69,75.04,68.86,66.67,73.81,42.22
Adrián Marín,ESP,Orlando City,Defender,28,1997,5,4,327,0.0,0.06,1.1,0.0,0.0,0.0,2.2,0.55,41.83,50.09,16.79,18.17,21.47,24.22,3.3,6.61,0.0,0.06,0.83,4.95,0.83,0.0,6.61,1.38,1.93,0.55,0.55,0.28,0.0,0.28,0.0,0.0,0.0,1.1,1.93,3.85,0.0,58.62,4.95,20.64,28.9,9.63,1.38,58.62,0.28,0.0,30.83,1.38,0.28,0.28,0.28,36.61,0.28,0.0,0.0,1.1,0.28,0.28,0.0,0.0,0.0,2.75,2.48,0.55,0.55,9.91,0.0,1.1,0.55,0.0,0.28,-1.0,0.0,83.51,92.41,88.65,49.92,100.0,0.0
Adrián Mora,MEX,Atlas,Defender,28,1997,12,12,1058,0.17,0.05,0.68,0.34,0.0,0.0,2.55,0.26,28.58,36.66,10.72,12.08,14.97,17.95,2.55,5.95,0.0,0.01,0.0,1.11,0.0,0.0,1.62,2.04,1.19,1.62,0.68,0.94,0.68,0.0,0.43,0.85,0.43,1.11,1.02,4.93,0.09,43.89,0.6,6.72,26.97,10.8,0.68,43.89,0.94,0.43,25.6,1.36,0.17,0.94,0.43,32.67,0.09,0.0,0.0,0.43,0.68,0.0,0.0,0.0,0.0,3.83,0.0,0.34,1.36,4.85,0.0,0.17,0.68,0.17,0.09,2.4,0.0,77.96,88.74,83.4,42.86,41.98,45.74
Adrián Palacios,VEN,Genk,Forward,21,2004,2,0,3,0.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,60.0,90.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,90.0,60.0,60.0,150.0,0.0,0.0,90.0,0.0,0.0,0.0,30.0,90.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,60.0,0.0,0.0,0.0,0.0,30.0,-1.0,0.0,66.67,100.0,0.0,100.0,0.0,0.0
Adrián Sporle,ARG,Independiente,Defender,30,3990,16,15,1245,0.07,0.05,0.8,0.22,0.0,0.0,1.66,0.43,34.41,47.71,19.23,22.77,11.13,14.96,2.89,6.29,0.22,0.11,0.8,2.53,1.16,0.72,3.9,1.81,7.23,2.17,1.08,0.87,1.08,0.22,1.16,2.24,1.08,1.01,1.81,2.67,0.0,59.2,2.89,15.69,27.25,16.84,1.23,59.2,2.02,0.94,27.4,1.88,0.14,1.37,1.23,32.17,0.22,0.0,0.0,0.94,0.36,0.22,0.0,0.0,0.07,4.12,1.01,1.01,2.6,12.94,0.0,2.02,1.08,0.07,0.14,0.4,0.0,72.12,84.45,74.4,45.95,49.77,46.53
Adson,BRA,Vasco da Gama,Forward,25,2000,10,0,210,0.0,0.04,1.29,0.86,0.0,0.0,4.29,0.0,52.29,62.57,34.29,38.57,10.71,13.71,1.71,2.57,0.0,0.13,1.71,5.57,1.71,0.43,5.14,2.57,7.29,2.57,1.71,1.71,0.43,0.43,0.0,0.0,0.0,0.86,0.0,2.14,0.0,77.57,1.29,9.0,34.29,35.14,2.14,77.57,6.43,1.29,54.86,3.86,0.43,0.43,0.43,63.86,0.0,0.0,0.0,0.86,1.29,0.0,0.0,0.0,0.0,3.0,0.43,1.71,0.86,15.0,0.0,2.57,1.71,0.0,0.43,-1.0,0.0,83.57,88.9,78.12,66.54,66.54,20.06
Afonso Assis,POR,Moreirense,Forward,19,2006,4,1,120,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,37.5,45.75,18.75,21.0,15.0,17.25,3.75,5.25,0.0,0.0,0.75,5.25,0.75,0.0,4.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.25,0.75,3.0,1.5,0.0,51.75,1.5,12.0,36.75,5.25,0.75,51.75,0.0,0.0,27.75,0.75,0.0,1.5,1.5,33.0,0.75,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,6.75,1.5,2.25,3.0,5.25,0.0,0.75,0.0,0.0,0.75,0.0,0.0,81.97,89.29,86.96,71.43,0.0,0.0
Afonso Rodrigues,POR,Tondela,Forward,23,2002,2,0,52,0.0,0.17,3.46,0.0,0.0,0.0,0.0,0.0,19.04,25.96,8.65,8.65,6.92,6.92,0.0,3.46,0.0,0.0,0.0,0.0,1.73,0.0,3.46,1.73,8.65,1.73,0.0,0.0,1.73,0.0,0.0,1.73,1.73,3.46,0.0,0.0,0.0,45.0,0.0,5.19,19.04,22.5,6.92,45.0,6.92,3.46,29.42,3.46,0.0,3.46,3.46,32.88,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,8.65,1.73,1.73,6.92,13.85,0.0,1.73,0.0,0.0,1.73,-1.0,0.0,73.34,100.0,100.0,0.0,0.0,50.0
Agustin Bravo,ARG,Rosario Central,Forward,24,2001,3,2,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.09,30.45,6.36,7.27,14.55,16.36,2.73,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.91,0.0,9.09,1.36,44.55,11.82,35.91,8.64,0.0,0.0,44.55,0.45,0.0,19.55,0.0,0.0,0.45,0.0,24.09,0.45,0.0,0.0,1.82,2.73,0.0,0.0,0.0,0.0,3.18,3.64,1.36,0.45,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,79.11,87.48,88.94,50.09,0.0,0.0
Agustin Hausch,ARG,Defensa y Just,Midfielder,22,2003,9,4,379,0.0,0.12,1.42,0.0,0.0,0.0,1.9,0.47,35.62,44.41,19.71,21.85,12.82,16.39,2.14,3.56,0.0,0.09,0.71,1.42,1.42,0.95,3.09,4.51,10.21,2.37,1.9,0.71,1.19,0.47,1.19,2.61,1.42,2.37,1.42,2.37,0.0,61.98,0.95,9.5,22.8,30.16,3.32,61.98,3.09,1.42,37.28,2.14,1.42,3.32,1.19,40.61,0.24,0.0,0.0,0.47,2.14,0.24,0.0,0.24,0.0,5.22,0.47,0.95,4.51,17.81,0.0,3.8,1.9,0.0,0.24,-1.0,0.0,80.21,90.21,78.22,60.11,80.17,45.95
Agustin Ojeda,ARG,NYCFC,Forward,21,2004,34,12,1344,0.0,0.09,1.27,0.27,0.0,0.0,3.35,0.54,32.28,40.85,18.68,21.9,10.25,12.86,1.88,3.08,0.33,0.17,1.61,2.61,1.14,0.13,3.75,4.49,10.92,1.67,1.21,0.67,0.8,0.2,0.74,1.41,0.67,0.67,0.74,1.0,0.07,52.43,1.54,6.96,20.36,25.92,4.62,52.43,4.08,1.47,34.55,2.41,1.94,1.81,1.0,39.31,0.07,0.0,0.0,1.0,0.94,0.67,0.07,0.0,0.0,5.29,0.54,1.21,2.81,19.15,0.0,3.21,1.21,0.0,0.07,-1.0,0.0,79.02,85.3,79.7,61.04,72.46,36.03
Agustín Alaniz,URU,Banfield,Forward,23,2002,21,11,1091,0.16,0.16,2.31,0.58,0.0,0.0,2.14,0.25,16.0,23.84,9.07,11.63,4.78,6.76,0.99,2.97,0.16,0.16,0.91,1.07,0.58,0.08,2.14,3.05,6.19,1.4,0.99,0.25,0.82,0.33,0.25,1.24,0.99,1.32,0.49,0.41,0.0,38.77,0.33,3.63,15.59,19.96,2.97,38.77,3.79,1.24,20.71,2.06,1.32,3.46,1.81,23.84,0.16,0.0,0.0,1.32,1.57,0.33,0.0,0.0,0.0,3.46,0.33,1.57,5.28,11.38,0.0,1.98,0.99,0.16,0.08,0.0,0.0,67.11,77.99,70.71,33.33,70.71,32.72
Agustín Almendra,ARG,Racing Club,Midfielder,25,4000,30,28,1926,0.05,0.06,1.54,0.33,0.0,0.0,2.94,0.14,28.79,39.25,11.87,14.35,11.82,15.0,4.49,8.36,0.0,0.07,1.03,5.89,0.98,0.09,5.84,0.56,1.26,1.87,1.26,0.75,0.89,0.23,0.84,1.68,0.84,1.07,1.4,0.98,0.0,48.6,0.84,6.59,30.79,11.82,0.65,48.6,1.21,0.61,21.73,0.7,0.0,1.17,0.33,26.59,0.33,0.0,0.0,1.26,0.75,0.0,0.0,0.0,0.0,5.0,0.7,0.75,1.5,7.66,0.0,1.07,1.26,0.05,0.09,-0.17,0.0,73.35,82.72,78.8,53.71,67.38,50.41
Agustín Auzmendi,ARG,Godoy Cruz,Forward,28,1997,20,14,1167,0.39,0.32,2.7,0.77,0.08,0.08,1.77,0.08,9.41,17.74,4.94,8.64,2.85,5.17,0.85,1.16,0.0,0.03,0.62,0.69,0.46,0.15,1.31,0.31,4.4,0.46,0.23,0.08,0.31,0.08,0.0,0.46,0.46,0.62,0.0,1.0,0.0,27.92,0.69,1.77,11.49,15.04,5.94,27.84,0.69,0.23,11.49,0.39,0.23,2.47,0.69,19.97,0.15,0.0,0.0,0.85,1.7,0.62,0.0,0.0,0.0,1.62,4.7,5.17,3.16,6.02,0.0,0.85,0.23,0.39,0.08,0.22,0.0,53.04,57.18,55.13,73.28,50.0,33.33
Agustín Baldi,ARG,Belgrano,Defender,23,2002,1,0,45,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,38.0,8.0,12.0,20.0,22.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,58.0,8.0,24.0,26.0,8.0,0.0,58.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,84.21,66.67,90.91,100.0,0.0,0.0
Agustín Bouzat,ARG,Vélez Sarsfield,Midfielder,31,3988,33,31,2700,0.0,0.03,0.63,0.27,0.0,0.0,2.5,0.17,37.33,51.37,16.97,19.87,15.8,20.73,3.5,7.63,0.07,0.08,1.2,5.4,0.63,0.13,5.93,2.1,1.97,3.27,1.9,1.23,1.6,0.43,1.3,2.73,1.43,1.8,1.1,2.23,0.03,63.9,2.3,13.57,37.7,13.23,0.8,63.9,1.77,0.9,31.9,1.37,0.23,1.23,0.97,36.13,0.47,0.0,0.0,1.9,2.0,0.0,0.0,0.0,0.0,5.67,1.07,1.83,2.2,10.0,0.0,1.0,1.9,0.0,0.07,-1.0,0.0,72.67,85.41,76.22,45.87,58.1,50.85
