Player,Nation,Team,General Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Jordi Escobar,ESP,AVS Futebol,Forward,23,2002,3,2,111,0.0,0.16,0.81,0.0,0.0,0.0,2.43,0.0,5.68,12.97,2.43,6.49,1.62,2.43,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.81,0.0,0.0,0.0,0.0,0.0,0.0,1.62,1.62,0.81,0.81,0.0,0.0,20.27,0.0,0.81,6.49,12.97,3.24,20.27,0.0,0.0,11.35,0.81,0.0,2.43,0.0,14.59,0.0,0.0,0.0,3.24,3.24,0.0,0.0,0.0,0.0,0.81,1.62,1.62,2.43,1.62,0.0,0.0,0.0,0.0,0.81,-1.0,0.0,43.79,37.44,66.67,0.0,0.0,0.0
Jordi Liongola,BDI,La Louvière,Forward,25,2000,12,12,1041,0.09,0.1,0.86,0.09,0.0,0.0,1.82,0.0,20.75,34.67,10.72,13.49,7.35,12.88,2.33,5.62,0.0,0.07,1.04,1.12,1.3,0.35,2.25,2.33,6.31,1.64,1.21,1.12,0.35,0.17,0.86,1.64,0.78,1.64,1.38,3.37,0.0,48.93,3.11,12.28,17.81,19.37,2.59,48.93,2.59,0.86,19.97,1.21,0.35,1.82,1.3,21.96,0.35,0.0,0.0,1.99,1.73,0.0,0.0,0.09,0.0,3.03,2.33,2.33,3.11,10.89,0.0,1.99,1.21,0.09,0.09,-0.1,0.0,59.85,79.47,57.07,41.46,73.78,33.2
Jordy Alcivar,ECU,Independiente,Midfielder,26,1999,6,5,480,0.19,0.06,2.06,0.75,0.0,0.0,2.06,0.19,46.88,53.25,18.75,20.62,22.69,24.0,4.88,7.12,0.19,0.04,1.12,3.94,0.19,0.0,3.38,0.56,0.56,1.5,0.75,0.94,0.56,0.0,0.56,1.12,0.56,0.38,1.5,1.88,0.0,63.75,3.38,19.12,39.94,5.62,0.0,63.75,0.94,0.75,34.5,1.12,0.0,1.5,0.38,40.88,0.0,0.0,0.0,0.56,0.94,0.0,0.0,0.0,0.0,9.0,0.38,0.56,1.88,4.5,0.0,0.19,0.75,0.19,0.19,2.17,0.0,88.04,90.93,94.54,68.54,50.0,79.79
Jordy Bos,AUS,Feyenoord,Defender,22,2002,9,8,637,0.28,0.1,1.41,0.42,0.0,0.0,3.39,0.42,55.38,65.13,29.53,32.64,22.89,26.7,2.4,3.53,0.14,0.16,1.55,5.23,2.12,0.57,7.77,2.68,3.67,4.38,2.97,1.98,1.84,0.57,1.7,2.26,0.57,2.26,0.99,3.25,0.14,82.23,3.39,21.48,42.1,20.2,1.55,82.23,4.66,2.26,43.8,2.26,0.57,2.12,0.99,45.21,0.0,0.0,0.0,0.28,1.13,0.0,0.0,0.0,0.0,6.08,1.7,1.98,3.11,14.13,0.0,3.25,2.97,0.28,0.14,1.8,0.0,85.03,90.47,85.73,67.99,67.81,48.5
Jordy Clasie,NED,AZ Alkmaar,Midfielder,34,1991,7,6,530,0.0,0.02,0.51,0.34,0.0,0.0,3.74,0.17,54.51,61.64,25.81,28.36,23.6,24.79,4.58,6.96,0.0,0.08,1.7,8.15,1.02,0.0,6.45,0.51,1.87,2.04,1.53,0.85,0.85,0.34,0.51,1.19,0.68,0.68,0.51,2.38,0.17,69.62,3.57,16.3,39.91,14.26,0.51,69.62,0.85,0.51,34.81,0.85,0.17,0.68,0.68,46.36,0.68,0.17,0.17,1.02,0.51,0.0,0.0,0.0,0.0,4.58,0.51,0.34,1.36,8.83,0.0,1.19,1.53,0.0,0.17,-1.0,0.0,88.43,91.01,95.2,65.8,75.0,60.0
Jorg Schreuders,NED,Groningen,Forward,21,2004,10,9,755,0.0,0.12,1.31,0.83,0.0,0.0,3.81,0.0,24.68,29.8,12.99,14.3,8.94,9.89,2.03,3.22,0.0,0.08,1.19,1.31,0.48,0.0,3.34,2.5,4.65,1.79,1.43,0.6,0.83,0.36,1.19,2.03,0.83,1.19,0.36,0.6,0.0,40.05,0.24,4.29,19.55,16.57,2.38,40.05,1.91,1.19,23.72,2.03,0.6,2.62,1.67,27.89,0.12,0.0,0.0,0.83,2.15,0.24,0.0,0.0,0.0,4.53,0.36,0.48,4.29,10.49,0.0,1.07,1.43,0.0,0.12,-1.0,0.0,82.82,90.84,90.39,63.04,79.89,62.3
Jorge Agustín Rodríguez,ARG,Monterrey,Midfielder,30,1995,15,12,1078,0.0,0.03,0.75,0.08,0.0,0.0,1.75,0.17,45.75,52.18,19.79,21.46,19.54,21.29,5.26,6.76,0.0,0.03,0.67,5.18,0.33,0.0,4.34,0.08,1.0,2.09,1.17,0.83,1.09,0.17,1.17,2.25,1.09,1.42,1.25,1.5,0.0,60.78,2.76,14.44,37.9,8.52,0.58,60.78,0.42,0.17,29.64,0.75,0.0,0.58,0.08,43.41,0.25,0.0,0.0,2.09,1.42,0.0,0.0,0.0,0.0,4.93,0.67,0.08,0.67,5.43,0.0,0.33,1.17,0.0,0.08,-1.0,0.0,87.68,92.22,91.78,77.81,55.98,40.48
Jorge Berlanga,MEX,Pachuca,Defender,22,2003,4,2,182,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,58.35,62.31,14.34,15.82,38.57,39.07,3.46,5.44,0.0,0.0,0.0,1.48,0.0,0.0,1.48,0.49,0.0,0.49,0.49,0.49,0.0,0.0,0.49,0.49,0.0,0.49,0.99,5.44,0.0,91.48,11.87,51.92,39.07,0.99,0.0,91.48,0.0,0.0,55.88,0.0,0.0,0.0,0.0,65.77,0.49,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,2.47,0.0,1.48,0.0,1.98,0.0,0.0,0.49,0.0,0.49,0.0,0.0,93.64,90.64,98.72,63.6,100.0,0.0
Jorge Broun,ARG,Rosario Central,Goalkeeper,39,1986,26,26,2339,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,19.12,25.47,2.15,2.15,9.27,9.58,7.66,13.62,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,26.59,23.01,26.47,0.12,0.0,0.0,26.59,0.0,0.0,11.47,0.0,0.0,0.0,0.0,7.85,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.5,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,75.07,100.0,96.76,56.24,0.0,0.0
Jorge Carranza,ARG,Aldosivi,Goalkeeper,44,1981,25,25,2250,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,17.96,27.12,2.84,2.88,7.96,8.28,7.12,15.92,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.0,0.0,0.16,0.2,0.04,0.0,0.0,0.92,0.08,29.84,24.48,29.64,0.2,0.0,0.0,29.84,0.0,0.0,14.16,0.0,0.0,0.08,0.0,9.68,0.08,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,1.0,0.12,0.0,0.08,0.0,0.0,0.0,0.16,0.0,0.04,0.0,0.0,66.22,98.61,96.14,44.72,100.0,0.0
Jorge Carrascal,COL,Flamengo,Forward,27,3996,12,5,545,0.33,0.2,1.82,0.5,0.0,0.0,3.47,0.83,26.59,35.5,16.18,19.16,5.94,7.43,3.3,5.12,0.66,0.17,1.49,3.14,1.32,0.66,3.8,2.15,5.12,3.3,1.49,0.5,0.99,1.82,1.32,2.48,1.16,0.83,0.66,0.83,0.0,47.39,0.5,3.14,20.81,24.11,2.48,47.39,3.47,1.82,26.75,1.65,0.5,1.82,1.32,32.37,0.5,0.0,0.0,1.82,3.3,0.0,0.0,0.0,0.0,3.47,2.31,1.65,3.14,11.06,0.0,2.48,1.49,0.33,0.33,0.65,0.0,74.9,84.45,79.95,64.45,45.15,52.45
Jorge Eduardo Recalde,PAR,Libertad,Forward,33,1992,2,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,12.86,2.14,4.29,0.0,2.14,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14,0.0,4.29,6.43,6.43,0.0,17.14,2.14,0.0,4.29,2.14,0.0,2.14,0.0,8.57,2.14,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,2.14,2.14,2.14,2.14,2.14,0.0,0.0,0.0,0.0,2.14,0.0,0.0,16.64,49.88,0.0,0.0,0.0,0.0
Jorge Eduardo Sánchez,MEX,Cruz Azul,Defender,27,1997,11,10,919,0.0,0.05,1.18,0.1,0.0,0.0,2.64,0.0,31.63,38.49,16.26,18.41,11.75,13.61,2.35,3.72,0.0,0.07,1.47,1.47,0.59,0.29,1.37,1.57,5.09,2.06,1.18,1.18,0.59,0.29,1.18,2.64,1.47,0.69,0.59,2.06,0.1,49.36,1.57,15.67,21.06,13.32,3.23,49.36,1.47,0.49,23.31,0.49,0.29,1.57,0.59,26.54,0.1,0.0,0.0,0.98,0.59,0.2,0.0,0.0,0.0,2.74,1.08,1.37,2.15,8.03,0.0,1.18,1.18,0.0,0.1,-1.0,0.0,82.18,88.32,86.33,63.17,57.28,33.33
Jorge Figal,ARG,Boca Juniors,Defender,31,1994,1,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.5,1.25,2.5,12.5,15.0,5.0,13.75,0.0,0.0,0.0,1.25,0.0,0.0,1.25,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,37.5,5.0,22.5,16.25,0.0,0.0,37.5,1.25,1.25,15.0,0.0,0.0,2.5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,1.25,1.25,2.5,1.25,0.0,0.0,2.5,0.0,1.25,0.0,0.0,61.54,50.0,83.33,36.36,100.0,100.0
Jorge García,MEX,Mazatlán,Forward,23,2002,6,1,173,0.0,0.0,0.52,0.0,0.0,0.0,1.56,0.52,26.01,35.9,16.65,18.21,8.32,12.49,0.52,4.16,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,2.6,2.6,1.56,1.56,1.04,0.0,0.0,1.56,1.56,0.52,0.0,4.16,0.0,49.94,4.16,18.21,24.97,7.28,0.0,49.94,1.56,0.52,20.81,0.0,0.0,2.6,0.52,26.53,0.0,0.0,0.0,1.04,0.52,0.0,0.0,0.0,0.0,4.16,0.0,0.52,3.12,5.72,0.0,0.0,1.56,0.0,0.52,0.0,0.0,72.45,91.43,66.61,12.5,60.0,33.33
Jorge Meireles,POR,Estrela,Midfielder,21,2004,7,4,362,0.0,0.05,1.49,0.5,0.0,0.0,3.98,0.5,27.1,36.3,13.67,15.66,8.45,10.19,4.48,8.7,0.25,0.02,1.49,4.48,1.24,0.25,5.72,0.25,1.99,0.5,0.5,0.0,0.5,0.0,0.0,0.99,0.99,1.24,0.99,0.99,0.0,46.99,0.5,8.7,25.86,13.43,0.75,46.99,1.99,0.99,24.36,0.0,0.0,2.24,1.74,30.33,0.0,0.0,0.0,0.99,4.23,0.25,0.0,0.0,0.0,8.7,0.25,0.5,3.98,7.96,0.0,1.49,0.5,0.0,0.25,-1.0,0.0,74.66,87.29,82.92,51.49,100.0,49.75
Jorge Morel,PAR,Cerro Porteño,Midfielder,27,1998,7,6,504,0.18,0.12,1.79,0.54,0.0,0.0,2.14,0.0,31.61,39.46,12.32,14.11,13.93,15.54,3.93,7.86,0.0,0.02,0.54,2.5,0.18,0.0,3.39,0.54,0.36,1.43,1.07,0.71,0.71,0.0,1.07,1.96,0.89,2.32,0.71,3.75,0.0,50.71,6.25,21.07,26.79,3.39,0.89,50.71,0.71,0.36,20.89,0.54,0.18,0.54,0.36,26.61,0.54,0.0,0.0,1.07,0.71,0.0,0.0,0.0,0.0,5.0,1.79,0.71,0.89,4.29,0.0,0.36,1.07,0.18,0.18,0.5,0.0,80.11,87.31,89.64,50.0,74.83,50.7
Jorge Murrugarra,PER,Universitario,Midfielder,28,1997,8,1,266,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,23.35,34.85,11.17,13.53,10.15,15.23,1.69,2.71,0.0,0.0,0.0,3.38,0.0,0.0,1.69,0.34,1.02,3.05,1.02,0.68,2.03,0.34,0.68,2.03,1.35,1.69,2.03,1.02,0.0,46.02,1.69,11.84,32.14,2.37,0.0,46.02,0.68,0.34,15.9,0.0,0.0,0.68,0.34,20.98,0.34,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,4.74,1.35,1.69,1.02,3.05,0.0,0.0,1.02,0.0,0.34,0.0,0.0,67.0,82.56,66.64,62.36,33.44,50.0
Jorge Rodarte,MEX,Cruz Azul,Defender,21,2004,3,3,94,0.0,0.0,0.0,0.0,0.0,0.0,12.45,3.83,63.19,67.98,28.72,28.72,27.77,28.72,3.83,5.74,0.0,0.0,0.0,0.0,0.0,0.0,2.87,1.91,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,2.87,0.0,401.17,17.23,109.15,254.68,39.26,5.74,401.17,0.96,0.0,184.79,0.96,0.0,10.53,5.74,244.15,3.83,0.96,0.96,11.49,12.45,0.0,0.0,0.0,0.0,37.34,4.79,7.66,16.28,15.32,0.0,0.0,0.0,0.0,0.96,0.0,0.0,92.95,100.0,96.69,66.72,0.0,0.0
Jorge Rodríguez,MEX,Atlas,Defender,24,2001,3,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.04,29.42,3.46,3.46,12.12,13.85,3.46,6.92,0.0,0.0,0.0,5.19,0.0,0.0,6.92,0.0,0.0,3.46,1.73,3.46,0.0,0.0,0.0,1.73,1.73,3.46,0.0,8.65,0.0,285.58,202.5,278.65,6.92,0.0,0.0,285.58,0.0,0.0,128.08,0.0,0.0,0.0,0.0,124.62,0.0,0.0,0.0,1.73,0.0,0.0,0.0,1.73,0.0,17.31,0.0,0.0,0.0,6.92,0.0,0.0,1.73,0.0,1.73,0.0,0.0,64.72,100.0,87.51,50.0,50.0,0.0
Jorge Ruvalcaba,MEX,UNAM,Forward,24,2001,13,13,1130,0.32,0.29,2.71,0.88,0.0,0.0,3.98,0.48,19.51,24.29,9.24,10.35,8.52,9.72,1.12,1.83,0.16,0.18,1.27,1.27,0.56,0.0,2.95,1.83,2.95,1.27,0.8,0.4,0.8,0.08,0.48,1.35,0.88,0.64,0.32,0.16,0.0,61.09,1.91,13.38,37.12,11.79,2.23,61.09,1.19,0.72,35.6,1.51,0.24,1.19,0.64,47.71,0.24,0.0,0.0,0.88,2.71,0.0,0.0,0.0,0.0,4.78,0.88,0.64,1.83,7.73,0.0,0.8,0.8,0.32,0.08,0.1,0.0,80.32,89.28,87.65,61.2,62.99,60.5
Jorge San Martín,MEX,Atlas,Defender,21,2004,5,1,121,0.0,0.0,0.0,0.0,0.0,0.0,40.17,6.69,37.19,40.91,17.85,19.34,15.62,17.11,3.72,3.72,0.0,0.0,1.49,5.21,0.0,0.0,4.46,12.64,33.47,2.23,2.23,1.49,0.74,0.0,0.74,2.23,1.49,0.74,1.49,5.21,0.0,631.49,14.13,96.69,360.0,183.72,5.95,631.49,20.83,11.16,349.59,13.39,2.98,16.36,14.13,451.49,2.23,0.0,0.0,12.64,15.62,0.0,0.0,0.0,0.0,64.71,0.74,5.21,30.5,50.58,0.0,2.98,2.23,0.0,0.74,0.0,0.0,90.91,92.3,91.29,100.0,100.0,53.58
Jorge de Asís,ARG,Gimnasia–LP,Forward,19,2006,2,0,25,0.0,0.0,3.6,0.0,0.0,0.0,3.6,0.0,10.8,25.2,7.2,21.6,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,7.2,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,0.0,0.0,7.2,25.2,0.0,32.4,0.0,0.0,18.0,3.6,0.0,3.6,0.0,25.2,3.6,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,3.6,14.4,0.0,3.6,0.0,0.0,3.6,0.0,0.0,42.86,33.33,100.0,0.0,0.0,0.0
Jorginho,ITA,Flamengo,Midfielder,33,3982,18,17,1525,0.06,0.07,0.47,0.06,0.06,0.06,2.18,0.12,71.7,79.55,36.06,38.54,30.28,32.87,3.72,5.72,0.0,0.09,0.65,8.03,1.48,0.12,7.91,1.06,1.06,1.18,0.83,0.3,0.71,0.18,0.77,1.53,0.77,0.71,1.48,0.35,0.12,85.81,2.07,16.82,54.24,15.23,0.35,85.75,0.65,0.3,53.41,1.12,0.0,0.94,0.71,68.75,0.3,0.0,0.0,1.3,0.94,0.0,0.0,0.0,0.0,6.14,0.65,0.65,1.65,10.03,0.0,1.59,0.83,0.06,0.12,-0.14,0.0,90.13,93.57,92.12,65.03,70.34,46.15
Joris Kayembe,COD,Genk,Defender,31,1994,10,10,844,0.0,0.02,0.64,0.11,0.0,0.0,2.35,0.11,71.02,83.6,40.84,44.36,24.42,28.79,3.84,6.5,0.11,0.05,0.75,4.69,1.07,0.32,6.18,2.13,6.29,1.39,0.75,0.64,0.53,0.21,0.32,0.75,0.43,0.96,1.28,3.41,0.0,92.67,4.69,24.21,43.61,25.38,0.96,92.67,1.49,1.07,57.37,1.71,0.0,0.75,0.53,64.83,0.21,0.0,0.0,0.85,1.39,0.0,0.0,0.0,0.0,5.23,1.39,0.53,1.28,14.61,0.0,1.39,0.75,0.0,0.11,-1.0,0.0,84.95,92.06,84.82,59.08,53.96,71.81
Joris Kramer,NED,Go Ahead Eag,Defender,29,1996,10,10,900,0.0,0.05,0.4,0.1,0.0,0.0,2.0,0.2,61.6,70.0,19.1,21.0,34.4,36.2,7.0,10.8,0.2,0.15,0.9,6.3,1.0,0.5,5.2,1.7,1.0,0.5,0.1,0.0,0.3,0.2,0.2,0.6,0.4,1.7,0.8,6.6,0.1,81.1,12.0,34.3,37.8,9.3,1.1,81.1,0.2,0.2,46.7,1.1,0.1,0.4,0.2,55.4,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,2.8,1.8,1.7,0.6,7.9,0.0,1.6,0.1,0.0,0.1,-1.0,0.0,88.0,90.95,95.03,64.81,20.0,100.0
Joris van Overeem,NED,Heerenveen,Midfielder,31,1994,10,10,900,0.0,0.05,0.5,0.1,0.0,0.0,2.7,0.2,48.4,60.4,17.6,20.2,24.1,27.8,6.3,10.5,0.1,0.17,0.9,7.9,1.1,0.1,8.8,1.7,2.2,1.1,0.9,0.6,0.4,0.1,0.6,1.7,1.1,0.9,1.0,3.6,0.1,70.7,6.0,24.1,36.2,11.1,1.1,70.7,0.8,0.5,42.2,1.4,0.1,1.5,0.6,43.9,0.2,0.0,0.0,1.5,1.0,0.2,0.0,0.0,0.0,6.8,1.7,1.0,2.1,12.7,0.0,1.3,0.9,0.0,0.1,-1.0,0.0,80.13,87.13,86.69,60.0,81.82,62.5
Jorman Aguilar,PAN,San Antonio Bulo Bulo,Forward,31,1994,3,2,153,0.0,0.29,1.76,1.18,0.0,0.0,0.59,0.0,15.29,21.76,8.82,11.76,5.88,7.06,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,1.76,0.59,0.59,1.76,0.59,0.59,1.18,0.0,1.76,1.76,0.0,0.59,0.0,0.59,0.0,31.18,0.59,3.53,18.82,9.41,2.94,31.18,1.18,0.59,16.47,1.18,0.59,1.76,0.59,18.24,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,3.53,2.35,6.47,2.35,2.94,0.0,0.59,0.59,0.0,0.59,-1.0,0.0,70.27,75.0,83.29,0.0,33.52,50.0
Jorman Campuzano,COL,Nacional,Midfielder,29,1996,8,8,750,0.0,0.0,0.24,0.12,0.0,0.0,1.68,0.24,50.16,55.08,18.48,20.16,26.4,28.32,4.8,5.28,0.0,0.01,0.6,3.0,0.0,0.0,4.44,0.96,0.48,1.92,1.56,0.84,0.84,0.24,0.84,1.8,0.96,1.2,0.96,1.32,0.0,62.04,1.8,16.56,42.6,3.48,0.0,62.04,0.72,0.36,37.32,0.48,0.0,0.24,1.08,40.68,0.36,0.0,0.0,1.08,0.84,0.0,0.0,0.0,0.0,4.32,1.44,0.84,1.32,5.88,0.0,0.0,1.56,0.0,0.12,0.0,0.0,91.07,91.67,93.22,90.91,81.25,50.0
Jorne Spileers,BEL,Club Brugge,Defender,20,2005,9,8,639,0.0,0.01,0.28,0.0,0.0,0.0,1.13,0.14,76.62,82.54,21.27,22.39,46.2,48.31,8.73,10.85,0.0,0.03,0.0,10.56,0.42,0.0,8.17,0.85,1.55,1.27,0.42,0.42,0.85,0.0,0.7,0.85,0.14,0.14,0.28,3.66,0.14,90.99,6.48,28.87,57.75,4.93,0.28,90.99,0.42,0.28,61.83,0.42,0.0,1.13,0.56,69.86,0.14,0.0,0.0,0.42,0.28,0.0,0.0,0.0,0.0,3.66,1.69,0.7,1.69,10.56,0.0,0.42,0.42,0.0,0.14,-1.0,0.0,92.83,95.0,95.63,80.46,33.07,66.67
Jorthy Mokio,BEL,Ajax,Midfielder,17,2008,7,3,254,0.0,0.11,1.06,0.35,0.0,0.0,1.42,0.35,45.0,49.25,18.07,19.13,24.8,27.28,1.77,2.48,0.0,0.04,0.0,2.83,0.35,0.0,3.9,0.35,1.06,3.54,1.77,1.42,1.06,1.06,2.13,3.19,1.06,1.77,0.35,3.19,0.35,62.72,4.25,22.68,32.24,8.5,0.35,62.72,2.13,0.71,31.89,1.42,0.0,1.06,0.71,37.91,0.0,0.0,0.0,0.35,0.71,0.0,0.0,0.0,0.0,4.61,1.06,1.06,1.77,5.31,0.0,0.35,1.77,0.0,0.35,-1.0,0.0,91.37,94.46,90.91,71.37,50.0,33.33
Jose Castro,CHI,U de Chile,Defender,24,2001,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Domínguez,PAR,Lanús,Defender,29,1996,8,8,702,0.38,0.09,0.64,0.38,0.0,0.0,0.64,0.13,28.85,35.38,10.13,11.41,14.87,16.28,2.95,6.41,0.0,0.0,0.0,0.9,0.0,0.0,0.77,0.0,0.13,0.9,0.51,0.64,0.26,0.0,0.51,0.51,0.0,1.67,1.28,8.08,0.13,48.72,10.0,29.74,18.46,0.77,0.64,48.72,0.0,0.0,22.56,0.13,0.13,0.51,0.13,25.51,0.13,0.0,0.0,0.38,0.51,0.0,0.0,0.0,0.0,2.69,1.15,1.79,0.64,0.9,0.0,0.13,0.51,0.38,0.13,3.22,0.0,81.54,88.78,91.34,46.02,56.67,0.0
Jose Estrada,MEX,Toluca,Midfielder,18,2007,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,90.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Florentín,PAR,Cen. Córdoba–SdE,Midfielder,29,3992,32,29,2569,0.18,0.15,1.65,0.42,0.0,0.0,2.38,0.18,45.68,55.11,18.01,20.81,21.55,24.42,5.22,7.39,0.04,0.04,0.7,7.22,0.35,0.0,7.64,1.26,1.23,1.82,1.05,0.46,1.23,0.14,0.88,2.07,1.19,1.54,1.02,1.96,0.07,65.93,2.45,11.28,47.33,8.13,1.51,65.93,0.67,0.42,37.21,0.98,0.11,1.12,0.67,42.6,0.07,0.0,0.0,0.95,1.19,0.04,0.0,0.0,0.04,7.71,2.77,2.07,1.79,10.12,0.0,0.46,1.05,0.18,0.07,0.2,0.0,82.89,86.54,88.25,70.64,57.69,62.69
Josef Bursik,ENG,Portsmouth,Goalkeeper,25,2000,6,6,540,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,28.33,48.5,2.83,2.83,14.17,14.33,11.17,31.0,0.0,0.02,0.0,2.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,50.83,37.5,50.67,0.17,0.0,0.0,50.83,0.0,0.0,29.83,0.0,0.0,0.17,0.0,26.0,0.17,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,2.17,0.0,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,58.41,100.0,98.88,36.03,0.0,0.0
Josef Martínez,VEN,SJ Earthquakes,Forward,32,1993,30,21,1873,0.67,0.67,2.59,1.63,0.05,0.05,2.07,0.24,13.02,15.18,6.29,7.26,4.42,4.9,0.53,0.72,0.1,0.06,0.91,0.62,0.43,0.0,1.35,0.34,3.84,0.05,0.0,0.0,0.05,0.0,0.05,0.24,0.19,0.05,0.05,0.0,0.0,20.52,0.0,0.34,10.67,9.56,4.42,20.47,0.29,0.1,10.48,0.19,0.29,1.15,0.53,13.98,0.0,0.0,0.0,0.38,0.58,0.82,0.05,0.0,0.0,1.83,0.77,1.54,1.68,5.53,0.0,0.72,0.0,0.67,0.05,0.0,0.0,85.77,86.64,90.2,73.61,0.0,34.48
