Game Week,Player,Team,League,Nationality,Age,Minutes,Shots on Target Against,Goals Against,Saves,Save Percentage,Post-Shot Expected Goals (PSxG),Passes Completed (Launched),Passes Attempted (Launched),Pass Completion % (Launched),Passes Attempted (GK),Throws Attempted,Launch % (Passes),Average Pass Length,Goal Kicks Attempted,Launch % (Goal Kicks),Average Goal Kick Length,Crosses Faced,Crosses Stopped,Cross Stop %,Def. Actions Outside Penalty Area,Average Distance of Def. Actions
J16,Manuel Neuer,Bayern Munich,UEFA Champions League,de GER,38-042,90,7.0,2.0,5.0,71.4,2.6,0.0,3.0,0.0,30.0,6.0,10.0,27.6,3.0,0.0,17.7,16.0,0.0,0.0,1.0,9.5
J17,Gregor Kobel,Dortmund,UEFA Champions League,ch SUI,26-178,90,6.0,2.0,4.0,66.7,1.8,2.0,7.0,28.6,28.0,2.0,25.0,30.7,2.0,0.0,26.0,16.0,0.0,0.0,0.0,16.0
J17,Thibaut Courtois,Real Madrid,UEFA Champions League,be BEL,32-021,90,3.0,0.0,3.0,100.0,0.8,1.0,5.0,20.0,21.0,5.0,19.0,24.0,2.0,50.0,47.0,16.0,1.0,6.3,0.0,9.3
J1,Matej Kovar,Leverkusen,UEFA Europa League,cz CZE,23-127,90,6.0,0.0,6.0,100.0,0.9,2.0,4.0,50.0,29.0,5.0,10.3,23.2,5.0,20.0,31.0,11.0,0.0,0.0,0.0,13.5
J1,Peter Abrahamsson,Häcken,UEFA Europa League,se SWE,35-065,90,10.0,4.0,6.0,60.0,3.8,2.0,4.0,50.0,16.0,5.0,18.8,25.6,7.0,14.3,23.1,8.0,0.0,0.0,0.0,12.0
J1,Jérémy Frick,Servette FC,UEFA Europa League,ch SUI,30-197,90,2.0,2.0,0.0,0.0,1.2,17.0,30.0,56.7,39.0,3.0,56.4,41.9,10.0,80.0,53.6,16.0,0.0,0.0,1.0,20.0
J1,Aleš Mandous,Slavia Prague,UEFA Europa League,cz CZE,31-153,90,3.0,0.0,3.0,100.0,0.8,8.0,16.0,50.0,24.0,9.0,37.5,36.3,10.0,70.0,52.0,15.0,1.0,6.7,0.0,11.0
J19,Maduka Okoye,Udinese,Italian Serie A,ng NGA,24-132,90,2.0,2.0,0.0,0.0,1.1,8.0,9.0,88.9,12.0,1.0,58.3,41.0,5.0,40.0,30.0,6.0,0.0,0.0,0.0,4.0
J19,Ivan Provedel,Lazio,Italian Serie A,it ITA,29-296,90,2.0,1.0,1.0,50.0,1.0,4.0,11.0,36.4,20.0,4.0,30.0,29.7,9.0,55.6,42.4,9.0,1.0,11.1,0.0,10.2
J1,Anthony Moris,Union SG,UEFA Europa League,lu LUX,33-145,90,3.0,1.0,2.0,100.0,1.7,4.0,12.0,33.3,28.0,6.0,39.3,36.0,2.0,50.0,57.5,16.0,1.0,6.3,2.0,14.8
J1,Guillaume Restes,Toulouse,UEFA Europa League,fr FRA,18-194,90,4.0,1.0,3.0,75.0,0.5,5.0,14.0,35.7,22.0,3.0,31.8,30.2,13.0,53.8,47.3,18.0,0.0,0.0,0.0,5.0
J1,Steve Mandanda,Rennes,UEFA Europa League,fr FRA,38-177,90,2.0,0.0,2.0,100.0,0.7,5.0,8.0,62.5,51.0,7.0,13.7,24.7,2.0,50.0,47.0,8.0,1.0,12.5,1.0,16.0
J1,Itamar Nitzan,Maccabi Haifa,UEFA Europa League,il ISR,36-090,90,11.0,3.0,8.0,72.7,2.9,4.0,16.0,25.0,40.0,9.0,37.5,34.4,5.0,20.0,28.2,19.0,0.0,0.0,1.0,14.8
J1,Tobias Lawal,LASK,UEFA Europa League,at AUT,23-106,90,5.0,3.0,2.0,60.0,2.7,4.0,10.0,40.0,18.0,2.0,27.8,31.7,9.0,55.6,46.9,12.0,0.0,0.0,2.0,16.8
J1,Caoimhín Kelleher,Liverpool,UEFA Europa League,ie IRL,24-302,90,2.0,1.0,1.0,50.0,0.3,7.0,13.0,53.8,40.0,5.0,27.5,29.4,4.0,50.0,49.8,14.0,1.0,7.1,0.0,10.3
J1,Maksym Koval,Sheriff Tiraspol,UEFA Europa League,ua UKR,30-286,90,6.0,2.0,5.0,66.7,2.4,5.0,20.0,25.0,25.0,5.0,52.0,45.9,9.0,77.8,58.2,6.0,2.0,33.3,0.0,10.4
J1,Mile Svilar,Roma,UEFA Europa League,rs SRB,24-025,90,3.0,1.0,2.0,66.7,0.5,1.0,1.0,100.0,16.0,7.0,0.0,22.0,9.0,11.1,21.9,5.0,1.0,20.0,0.0,13.0
J1,Alberto Brignoli,Panathinaikos,UEFA Europa League,it ITA,32-033,90,1.0,0.0,1.0,100.0,0.3,2.0,14.0,14.3,29.0,2.0,41.4,36.0,2.0,100.0,73.0,11.0,0.0,0.0,1.0,24.0
J1,Pepe Reina,Villarreal,UEFA Europa League,es ESP,41-021,90,3.0,2.0,1.0,33.3,0.7,0.0,9.0,0.0,34.0,5.0,17.6,25.4,7.0,42.9,34.9,11.0,0.0,0.0,0.0,8.0
J1,Łukasz Fabiański,West Ham,UEFA Europa League,pl POL,38-156,90,4.0,1.0,3.0,75.0,0.8,5.0,6.0,83.3,11.0,5.0,36.4,31.8,5.0,40.0,34.0,5.0,1.0,20.0,1.0,17.0
J1,Nikola Simić,TSC,UEFA Europa League,rs SRB,26-274,90,8.0,3.0,5.0,62.5,2.6,5.0,16.0,31.3,26.0,4.0,53.8,42.0,8.0,25.0,24.6,21.0,1.0,4.8,0.0,11.0
J1,Jason Steele,Brighton,UEFA Europa League,eng ENG,33-034,90,6.0,3.0,3.0,50.0,2.0,1.0,2.0,50.0,25.0,5.0,8.0,19.6,2.0,0.0,12.0,5.0,0.0,0.0,5.0,26.4
J1,Cican Stankovic,AEK Athens,UEFA Europa League,at AUT,30-321,90,7.0,2.0,5.0,100.0,2.7,6.0,18.0,33.3,19.0,2.0,36.8,37.6,14.0,78.6,47.4,16.0,0.0,0.0,1.0,20.5
J1,Jack Butland,Rangers,UEFA Europa League,eng ENG,30-195,90,4.0,0.0,4.0,100.0,0.5,3.0,11.0,27.3,29.0,8.0,24.1,32.3,10.0,40.0,36.1,19.0,1.0,5.3,0.0,7.6
J1,Claudio Bravo,Betis,UEFA Europa League,cl CHI,40-161,90,5.0,1.0,4.0,80.0,1.6,9.0,22.0,40.9,26.0,2.0,57.7,40.5,8.0,87.5,59.4,18.0,2.0,11.1,1.0,9.0
J1,Andrey Lunyov,Qarabağ,UEFA Europa League,ru RUS,31-312,90,2.0,0.0,2.0,100.0,0.1,4.0,17.0,23.5,23.0,6.0,56.5,40.1,4.0,100.0,63.3,10.0,1.0,10.0,2.0,17.8
J1,Jacob Karlstrom,Molde,UEFA Europa League,no NOR,26-255,90,8.0,1.0,7.0,87.5,1.1,5.0,15.0,33.3,28.0,9.0,25.0,31.5,12.0,66.7,52.4,20.0,2.0,10.0,2.0,12.8
J1,Juan Musso,Atalanta,UEFA Europa League,ar ARG,29-138,90,1.0,0.0,1.0,100.0,0.8,2.0,8.0,25.0,21.0,2.0,33.3,33.2,3.0,33.3,31.0,4.0,0.0,0.0,1.0,28.0
J1,Vladan Kovačević,Raków,UEFA Europa League,ba BIH,25-163,90,9.0,2.0,7.0,77.8,2.6,5.0,11.0,45.5,29.0,3.0,20.7,27.2,15.0,33.3,32.4,23.0,0.0,0.0,1.0,18.0
J19,Benoît Costil,Salernitana,Italian Serie A,fr FRA,36-188,90,3.0,2.0,1.0,33.3,1.1,7.0,26.0,26.9,15.0,2.0,80.0,52.1,14.0,100.0,66.9,26.0,0.0,0.0,0.0,
J19,Wojciech Szczęsny,Juventus,Italian Serie A,pl POL,33-264,90,3.0,1.0,2.0,66.7,1.0,0.0,4.0,0.0,14.0,3.0,14.3,26.0,4.0,50.0,44.8,11.0,0.0,0.0,0.0,4.0
J1,Peter Vindahl Jensen,Sparta Prague,UEFA Europa League,dk DEN,25-217,90,3.0,2.0,1.0,66.7,1.4,3.0,12.0,25.0,50.0,8.0,22.0,26.5,4.0,25.0,30.3,10.0,0.0,0.0,6.0,17.5
J1,Vaná,Aris Limassol FC,UEFA Europa League,br BRA,32-149,90,9.0,3.0,6.0,66.7,3.0,6.0,26.0,23.1,36.0,5.0,63.9,46.8,8.0,37.5,39.3,15.0,1.0,6.7,1.0,13.0
J1,Jay Gorter,Ajax,UEFA Europa League,nl NED,23-114,90,12.0,3.0,9.0,75.0,3.6,6.0,15.0,40.0,51.0,10.0,23.5,27.8,7.0,42.9,36.7,10.0,0.0,0.0,0.0,15.0
J1,Pau López,Marseille,UEFA Europa League,es ESP,28-282,90,5.0,3.0,2.0,40.0,2.2,6.0,10.0,60.0,24.0,4.0,33.3,32.2,7.0,28.6,32.9,11.0,0.0,0.0,0.0,6.0
J1,Kjell Scherpen,Sturm Graz,UEFA Europa League,nl NED,23-241,90,7.0,2.0,5.0,71.4,2.5,5.0,18.0,27.8,19.0,3.0,31.6,33.5,15.0,80.0,58.1,12.0,2.0,16.7,1.0,14.8
J1,Antonio Adán,Sporting CP,UEFA Europa League,es ESP,36-131,90,2.0,1.0,1.0,50.0,0.4,4.0,5.0,80.0,25.0,5.0,16.0,24.8,3.0,33.3,32.0,9.0,1.0,11.1,2.0,19.8
J1,Alexandros Paschalakis,Olympiacos,UEFA Europa League,gr GRE,34-055,90,6.0,3.0,3.0,66.7,2.3,5.0,9.0,55.6,17.0,3.0,29.4,36.1,8.0,50.0,44.8,12.0,2.0,16.7,2.0,15.0
J1,Noah Atubolu,Freiburg,UEFA Europa League,de GER,21-119,90,4.0,2.0,2.0,50.0,2.5,2.0,18.0,11.1,38.0,5.0,31.6,33.5,6.0,100.0,74.3,24.0,1.0,4.2,0.0,7.3
J2,Antonio Adán,Sporting CP,UEFA Europa League,es ESP,36-145,90,5.0,2.0,3.0,60.0,1.7,4.0,9.0,44.4,26.0,1.0,26.9,28.3,8.0,25.0,26.5,16.0,0.0,0.0,1.0,16.0
J2,Juan Musso,Atalanta,UEFA Europa League,ar ARG,29-152,90,3.0,1.0,2.0,100.0,1.6,6.0,15.0,40.0,25.0,5.0,44.0,33.8,4.0,100.0,63.3,17.0,1.0,5.9,2.0,17.0
J2,Noah Atubolu,Freiburg,UEFA Europa League,de GER,21-133,90,5.0,2.0,3.0,60.0,0.7,6.0,18.0,33.3,55.0,4.0,20.0,27.0,7.0,100.0,66.9,10.0,0.0,0.0,3.0,23.3
J2,Łukasz Fabiański,West Ham,UEFA Europa League,pl POL,38-170,90,5.0,1.0,4.0,80.0,0.9,3.0,9.0,33.3,22.0,6.0,36.4,32.7,6.0,16.7,24.8,12.0,3.0,25.0,1.0,10.7
J2,Pau López,Marseille,UEFA Europa League,es ESP,28-296,90,5.0,2.0,3.0,80.0,2.1,2.0,12.0,16.7,34.0,1.0,23.5,33.9,4.0,100.0,66.5,10.0,1.0,10.0,3.0,15.4
J2,Jason Steele,Brighton,UEFA Europa League,eng ENG,33-048,90,4.0,2.0,2.0,50.0,1.4,0.0,3.0,0.0,33.0,4.0,9.1,21.7,2.0,0.0,12.5,13.0,0.0,0.0,5.0,21.0
J2,Veljko Ilic,TSC,UEFA Europa League,rs SRB,20-076,90,3.0,2.0,1.0,33.3,1.1,1.0,4.0,25.0,20.0,4.0,20.0,28.2,9.0,0.0,15.0,7.0,0.0,0.0,0.0,
J2,Alexandros Paschalakis,Olympiacos,UEFA Europa League,gr GRE,34-069,90,5.0,2.0,3.0,60.0,1.8,8.0,28.0,28.6,37.0,8.0,54.1,45.5,11.0,72.7,52.4,13.0,3.0,23.1,2.0,11.8
J2,Rui Silva,Betis,UEFA Europa League,pt POR,29-240,90,2.0,1.0,1.0,50.0,0.9,4.0,14.0,28.6,33.0,4.0,27.3,31.3,8.0,62.5,48.0,8.0,0.0,0.0,1.0,21.0
J2,Peter Vindahl Jensen,Sparta Prague,UEFA Europa League,dk DEN,25-231,90,4.0,2.0,2.0,50.0,1.3,4.0,10.0,40.0,43.0,1.0,16.3,27.9,11.0,27.3,38.5,11.0,0.0,0.0,2.0,18.0
J2,Vladan Kovačević,Raków,UEFA Europa League,ba BIH,25-177,90,6.0,1.0,5.0,83.3,1.7,3.0,22.0,13.6,36.0,5.0,33.3,32.2,14.0,71.4,51.2,13.0,1.0,7.7,3.0,19.6
J2,Kjell Scherpen,Sturm Graz,UEFA Europa League,nl NED,23-255,90,2.0,0.0,2.0,100.0,1.1,5.0,15.0,33.3,28.0,4.0,46.4,41.7,6.0,33.3,35.5,19.0,2.0,10.5,0.0,5.6
J2,Guillermo Ochoa,Salernitana,Italian Serie A,mx MEX,38-046,90,6.0,1.0,5.0,83.3,1.1,3.0,15.0,20.0,23.0,2.0,47.8,40.0,12.0,33.3,33.4,17.0,0.0,0.0,1.0,17.5
J2,Marco Silvestri,Udinese,Italian Serie A,it ITA,32-179,90,4.0,1.0,3.0,75.0,1.3,7.0,18.0,38.9,27.0,2.0,51.9,37.7,4.0,100.0,70.5,14.0,0.0,0.0,1.0,14.8
J19,Rui Patrício,Roma,Italian Serie A,pt POR,35-326,90,2.0,1.0,1.0,50.0,0.7,3.0,9.0,33.3,17.0,2.0,47.1,32.8,1.0,100.0,60.0,14.0,1.0,7.1,3.0,24.0
J19,Marco Carnesecchi,Atalanta,Italian Serie A,it ITA,23-190,90,6.0,1.0,5.0,100.0,1.9,6.0,16.0,37.5,31.0,9.0,29.0,34.0,9.0,77.8,49.0,20.0,0.0,0.0,5.0,18.9
J2,Cican Stankovic,AEK Athens,UEFA Europa League,at AUT,30-335,90,7.0,1.0,6.0,100.0,2.2,6.0,10.0,60.0,25.0,5.0,32.0,30.9,4.0,50.0,38.5,6.0,0.0,0.0,1.0,15.8
J2,Jay Gorter,Ajax,UEFA Europa League,nl NED,23-128,90,5.0,1.0,4.0,80.0,1.4,4.0,20.0,20.0,51.0,8.0,37.3,36.0,5.0,20.0,30.4,17.0,2.0,11.8,0.0,8.3
J2,Vaná,Aris Limassol FC,UEFA Europa League,br BRA,32-163,90,4.0,1.0,3.0,75.0,0.7,2.0,19.0,10.5,24.0,6.0,50.0,44.8,9.0,77.8,65.3,24.0,4.0,16.7,0.0,9.0
J2,Jack Butland,Rangers,UEFA Europa League,eng ENG,30-209,90,4.0,2.0,2.0,50.0,1.3,1.0,4.0,25.0,24.0,5.0,12.5,24.9,5.0,20.0,32.6,4.0,0.0,0.0,4.0,23.9
J2,Alisson,Liverpool,UEFA Europa League,br BRA,31-003,90,1.0,0.0,1.0,100.0,0.4,2.0,6.0,33.3,34.0,5.0,11.8,24.1,7.0,28.6,40.3,15.0,1.0,6.7,4.0,18.7
J2,Anthony Moris,Union SG,UEFA Europa League,lu LUX,33-159,90,9.0,2.0,7.0,77.8,3.4,5.0,21.0,23.8,21.0,4.0,57.1,40.4,11.0,81.8,64.4,15.0,0.0,0.0,1.0,10.5
J2,Peter Abrahamsson,Häcken,UEFA Europa League,se SWE,35-079,90,2.0,1.0,1.0,50.0,0.4,3.0,6.0,50.0,23.0,8.0,26.1,24.8,15.0,0.0,15.3,11.0,0.0,0.0,2.0,26.7
J2,Andrey Lunyov,Qarabağ,UEFA Europa League,ru RUS,31-326,90,1.0,0.0,1.0,100.0,0.1,4.0,7.0,57.1,20.0,2.0,20.0,29.3,8.0,37.5,33.0,11.0,0.0,0.0,0.0,8.0
J2,Pepe Reina,Villarreal,UEFA Europa League,es ESP,41-035,90,4.0,0.0,3.0,100.0,1.5,6.0,19.0,31.6,36.0,0.0,50.0,40.6,3.0,33.3,37.0,16.0,2.0,12.5,0.0,8.5
J2,Steve Mandanda,Rennes,UEFA Europa League,fr FRA,38-191,90,2.0,1.0,1.0,50.0,0.3,0.0,0.0,,22.0,4.0,0.0,22.9,7.0,0.0,19.6,8.0,0.0,0.0,2.0,23.0
J2,Guillaume Restes,Toulouse,UEFA Europa League,fr FRA,18-208,90,1.0,0.0,1.0,100.0,0.2,3.0,14.0,21.4,34.0,1.0,29.4,33.9,5.0,80.0,54.0,9.0,0.0,0.0,0.0,12.0
J2,Tobias Lawal,LASK,UEFA Europa League,at AUT,23-120,90,2.0,1.0,1.0,50.0,0.8,2.0,14.0,14.3,34.0,3.0,29.4,28.3,11.0,36.4,30.8,11.0,0.0,0.0,4.0,18.7
J2,Aleš Mandous,Slavia Prague,UEFA Europa League,cz CZE,31-167,90,1.0,0.0,1.0,100.0,0.0,3.0,4.0,75.0,37.0,6.0,10.8,26.6,6.0,0.0,32.2,3.0,2.0,66.7,1.0,12.5
J2,Maksym Koval,Sheriff Tiraspol,UEFA Europa League,ua UKR,30-300,90,8.0,6.0,3.0,25.0,3.4,4.0,26.0,15.4,34.0,6.0,61.8,44.0,7.0,71.4,58.3,23.0,1.0,4.3,0.0,7.5
J2,Mile Svilar,Roma,UEFA Europa League,rs SRB,24-039,90,1.0,0.0,1.0,100.0,0.0,5.0,10.0,50.0,17.0,6.0,23.5,28.5,8.0,75.0,60.0,19.0,2.0,10.5,0.0,7.3
J2,Jérémy Frick,Servette FC,UEFA Europa League,ch SUI,30-211,90,7.0,4.0,3.0,42.9,2.8,5.0,13.0,38.5,27.0,2.0,44.4,34.2,5.0,20.0,30.4,9.0,0.0,0.0,0.0,
J2,Jacob Karlstrom,Molde,UEFA Europa League,no NOR,26-269,40,2.0,2.0,,0.0,1.5,3.0,5.0,60.0,,1.0,,,,,,2.0,,,,
J2,Oliver Petersen,Molde,UEFA Europa League,no NOR,22-009,50,1.0,0.0,1.0,100.0,0.1,0.0,6.0,0.0,15.0,5.0,33.3,30.5,4.0,25.0,30.5,2.0,1.0,50.0,0.0,8.5
J2,Matej Kovar,Leverkusen,UEFA Europa League,cz CZE,23-141,90,5.0,1.0,4.0,80.0,1.7,4.0,11.0,36.4,48.0,2.0,18.8,27.9,6.0,33.3,31.5,9.0,0.0,0.0,1.0,20.0
J2,Shareef Keouf,Maccabi Haifa,UEFA Europa League,il ISR,22-102,90,0.0,0.0,0.0,,0.0,4.0,19.0,21.1,31.0,2.0,41.9,36.6,9.0,66.7,49.7,6.0,1.0,16.7,0.0,4.5
J2,Alberto Brignoli,Panathinaikos,UEFA Europa League,it ITA,32-047,90,6.0,0.0,6.0,100.0,1.8,3.0,8.0,37.5,21.0,4.0,33.3,31.4,1.0,100.0,74.0,14.0,2.0,14.3,1.0,11.8
J20,Josep Martinez,Genoa,Italian Serie A,es ESP,25-231,90,0.0,0.0,0.0,,0.0,2.0,7.0,28.6,23.0,1.0,26.1,31.7,3.0,33.3,26.3,21.0,2.0,9.5,2.0,10.8
J20,Vanja Milinković-Savić,Torino,Italian Serie A,rs SRB,26-327,90,6.0,0.0,6.0,100.0,1.4,7.0,22.0,31.8,42.0,6.0,38.1,36.0,6.0,100.0,67.3,17.0,2.0,11.8,3.0,15.6
J3,Peter Vindahl Jensen,Sparta Prague,UEFA Europa League,dk DEN,25-252,90,4.0,0.0,4.0,100.0,0.7,4.0,14.0,28.6,46.0,9.0,21.7,27.8,6.0,66.7,45.5,7.0,2.0,28.6,0.0,13.3
J3,Jack Butland,Rangers,UEFA Europa League,eng ENG,30-230,90,4.0,0.0,4.0,100.0,0.3,3.0,20.0,15.0,30.0,5.0,53.3,44.6,7.0,57.1,48.1,15.0,1.0,6.7,1.0,17.0
J3,Vladan Kovačević,Raków,UEFA Europa League,ba BIH,25-198,90,3.0,1.0,2.0,66.7,1.5,0.0,0.0,,21.0,2.0,0.0,16.3,6.0,0.0,19.7,5.0,0.0,0.0,5.0,27.9
J3,Franco Israel,Sporting CP,UEFA Europa League,uy URU,23-187,90,2.0,1.0,1.0,50.0,1.1,9.0,26.0,34.6,24.0,2.0,50.0,38.8,14.0,100.0,64.8,28.0,5.0,17.9,0.0,6.0
J3,Oliver Petersen,Molde,UEFA Europa League,no NOR,22-030,90,7.0,1.0,6.0,85.7,1.6,2.0,9.0,22.2,19.0,2.0,31.6,32.5,13.0,23.1,29.5,13.0,1.0,7.7,1.0,11.3
J3,Peter Abrahamsson,Häcken,UEFA Europa League,se SWE,35-100,90,8.0,5.0,3.0,37.5,3.2,7.0,15.0,46.7,31.0,3.0,41.9,32.5,9.0,22.2,25.9,6.0,0.0,0.0,7.0,24.9
J3,Kjell Scherpen,Sturm Graz,UEFA Europa League,nl NED,23-276,90,8.0,2.0,6.0,87.5,2.0,4.0,19.0,21.1,31.0,6.0,41.9,40.1,8.0,75.0,62.3,22.0,3.0,13.6,1.0,10.7
J3,Juan Musso,Atalanta,UEFA Europa League,ar ARG,29-173,90,5.0,2.0,3.0,80.0,1.9,2.0,3.0,66.7,28.0,5.0,7.1,26.9,4.0,25.0,30.8,8.0,2.0,25.0,6.0,17.9
J3,Veljko Ilic,TSC,UEFA Europa League,rs SRB,20-097,90,5.0,3.0,2.0,60.0,2.3,3.0,14.0,21.4,37.0,7.0,29.7,28.6,8.0,37.5,32.0,15.0,0.0,0.0,2.0,31.0
J3,Noah Atubolu,Freiburg,UEFA Europa League,de GER,21-154,90,2.0,1.0,1.0,50.0,0.9,4.0,9.0,44.4,32.0,4.0,28.1,28.2,6.0,0.0,21.0,5.0,0.0,0.0,0.0,2.0
J3,Rubén Blanco,Marseille,UEFA Europa League,es ESP,28-093,90,2.0,1.0,1.0,50.0,1.0,3.0,10.0,30.0,33.0,2.0,21.2,24.6,4.0,75.0,56.0,6.0,0.0,0.0,2.0,28.0
J3,Cican Stankovic,AEK Athens,UEFA Europa League,at AUT,30-356,56,3.0,1.0,2.0,66.7,1.5,2.0,3.0,66.7,19.0,2.0,15.8,22.9,3.0,0.0,14.0,10.0,,,,
J3,Giorgos Athanasiadis,AEK Athens,UEFA Europa League,gr GRE,30-202,32,5.0,2.0,3.0,100.0,3.0,3.0,4.0,75.0,12.0,2.0,16.7,23.1,3.0,66.7,43.7,5.0,0.0,0.0,0.0,
J3,Alexandros Paschalakis,Olympiacos,UEFA Europa League,gr GRE,34-090,90,3.0,1.0,2.0,66.7,0.9,2.0,12.0,16.7,14.0,1.0,42.9,37.0,12.0,50.0,41.6,9.0,0.0,0.0,0.0,
J3,Alphonse Areola,West Ham,UEFA Europa League,fr FRA,30-241,90,5.0,2.0,3.0,60.0,0.9,3.0,6.0,50.0,18.0,6.0,16.7,23.9,11.0,27.3,25.8,11.0,0.0,0.0,1.0,22.0
J3,Vaná,Aris Limassol FC,UEFA Europa League,br BRA,32-184,90,5.0,1.0,4.0,80.0,2.0,5.0,14.0,35.7,41.0,8.0,31.7,34.3,2.0,50.0,41.0,17.0,0.0,0.0,0.0,13.2
J3,Rui Silva,Betis,UEFA Europa League,pt POR,29-261,90,0.0,0.0,0.0,,0.0,2.0,5.0,40.0,16.0,3.0,12.5,24.8,13.0,23.1,33.6,7.0,1.0,14.3,3.0,16.4
J3,Jason Steele,Brighton,UEFA Europa League,eng ENG,33-069,90,1.0,0.0,1.0,100.0,0.3,3.0,5.0,60.0,31.0,1.0,12.9,21.7,4.0,25.0,18.8,6.0,0.0,0.0,1.0,18.0
J3,Diant Ramaj,Ajax,UEFA Europa League,de GER,22-037,90,6.0,2.0,4.0,66.7,1.6,5.0,18.0,27.8,57.0,1.0,28.1,33.1,7.0,28.6,29.1,7.0,1.0,14.3,0.0,13.8
J3,Caoimhín Kelleher,Liverpool,UEFA Europa League,ie IRL,24-337,90,2.0,1.0,1.0,50.0,0.6,3.0,10.0,30.0,43.0,9.0,23.3,27.4,1.0,0.0,12.0,5.0,1.0,20.0,2.0,12.8
J3,Guillaume Restes,Toulouse,UEFA Europa League,fr FRA,18-229,90,9.0,5.0,4.0,44.4,4.1,7.0,14.0,50.0,25.0,7.0,44.0,32.8,5.0,60.0,58.2,8.0,0.0,0.0,0.0,15.5
J20,Pierluigi Gollini,Napoli,Italian Serie A,it ITA,28-301,90,2.0,1.0,1.0,50.0,0.6,1.0,1.0,100.0,14.0,3.0,7.1,24.5,4.0,0.0,26.3,10.0,2.0,20.0,1.0,13.0
J20,Guillermo Ochoa,Salernitana,Italian Serie A,mx MEX,38-184,90,7.0,2.0,5.0,85.7,2.8,13.0,29.0,44.8,21.0,1.0,76.2,42.6,14.0,92.9,53.4,23.0,1.0,4.3,0.0,6.0
J3,Matej Kovar,Leverkusen,UEFA Europa League,cz CZE,23-162,90,2.0,1.0,1.0,100.0,1.0,0.0,0.0,,25.0,5.0,0.0,17.5,4.0,0.0,12.8,3.0,0.0,0.0,2.0,18.8
J3,Andrey Lunyov,Qarabağ,UEFA Europa League,ru RUS,31-347,90,10.0,5.0,5.0,50.0,3.2,6.0,12.0,50.0,32.0,8.0,15.6,27.6,13.0,53.8,37.1,11.0,1.0,9.1,0.0,9.0
J3,Anthony Moris,Union SG,UEFA Europa League,lu LUX,33-180,90,2.0,1.0,1.0,50.0,1.3,4.0,11.0,36.4,30.0,2.0,33.3,36.3,5.0,20.0,31.2,5.0,0.0,0.0,4.0,21.5
J3,Tobias Lawal,LASK,UEFA Europa League,at AUT,23-141,90,7.0,2.0,5.0,85.7,3.0,4.0,20.0,20.0,23.0,5.0,43.5,36.6,11.0,90.9,57.4,24.0,1.0,4.2,2.0,12.8
J3,Mile Svilar,Roma,UEFA Europa League,rs SRB,24-060,90,2.0,0.0,2.0,100.0,0.5,3.0,16.0,18.8,24.0,3.0,41.7,41.5,6.0,100.0,65.8,10.0,1.0,10.0,1.0,16.0
J3,Aleš Mandous,Slavia Prague,UEFA Europa League,cz CZE,31-188,90,5.0,2.0,3.0,60.0,2.1,3.0,5.0,60.0,62.0,12.0,8.1,23.9,2.0,0.0,16.5,2.0,0.0,0.0,3.0,20.3
J3,Maksym Koval,Sheriff Tiraspol,UEFA Europa League,ua UKR,30-321,90,2.0,1.0,1.0,50.0,1.0,10.0,20.0,50.0,28.0,5.0,53.6,43.1,8.0,62.5,51.8,14.0,2.0,14.3,0.0,4.0
J3,Jérémy Frick,Servette FC,UEFA Europa League,ch SUI,30-232,90,5.0,1.0,4.0,80.0,1.4,9.0,17.0,52.9,32.0,5.0,43.8,37.5,4.0,75.0,57.0,8.0,2.0,25.0,2.0,19.4
J3,Alberto Brignoli,Panathinaikos,UEFA Europa League,it ITA,32-068,90,6.0,2.0,4.0,66.7,2.7,10.0,20.0,50.0,48.0,5.0,37.5,34.9,4.0,50.0,39.5,10.0,1.0,10.0,2.0,18.0
J3,Steve Mandanda,Rennes,UEFA Europa League,fr FRA,38-212,90,6.0,1.0,5.0,100.0,2.2,4.0,20.0,20.0,31.0,6.0,48.4,42.5,8.0,62.5,51.9,18.0,2.0,11.1,0.0,3.5
J3,Guillaume Restes,Toulouse,UEFA Europa League,fr FRA,18-243,90,4.0,2.0,3.0,50.0,0.4,3.0,14.0,21.4,15.0,4.0,46.7,41.2,11.0,63.6,45.5,25.0,2.0,8.0,0.0,9.5
J3,Caoimhín Kelleher,Liverpool,UEFA Europa League,ie IRL,24-351,90,5.0,3.0,2.0,40.0,1.3,1.0,4.0,25.0,32.0,6.0,9.4,23.6,4.0,25.0,27.0,13.0,0.0,0.0,3.0,22.5
J4,Tobias Lawal,LASK,UEFA Europa League,at AUT,23-155,90,0.0,0.0,0.0,,0.0,5.0,17.0,29.4,25.0,4.0,44.0,36.7,11.0,54.5,48.8,8.0,1.0,12.5,0.0,9.8
J4,Anthony Moris,Union SG,UEFA Europa League,lu LUX,33-194,90,7.0,3.0,4.0,71.4,2.4,7.0,16.0,43.8,40.0,5.0,37.5,38.4,3.0,33.3,38.7,4.0,0.0,0.0,0.0,
J4,Diant Ramaj,Ajax,UEFA Europa League,de GER,22-051,90,3.0,2.0,1.0,33.3,1.8,4.0,11.0,36.4,53.0,2.0,18.9,28.8,9.0,11.1,26.4,8.0,0.0,0.0,0.0,6.0
