Team,Average Age,Possession,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions
Atlético Madrid,29.2,50.8,38,68,62.4,475,197,5,6,852,120,17064,20709,8654,9535,6433,7422,1442,2542,359,1226,380,68,1597,758,1580,654,399,308,263,83,327,671,344,460,256,793,8,24749,2368,7880,11405,5662,954,24743,567,297,14402,546,181,533,303,16931,89,5,3,438,447,123,4,2,0,1896,422,392,43,144,101,13,2,1,0,1,39.8,114,336,725,180,298,579,36,22
Barcelona,26.0,64.3,38,76,77.6,588,219,6,7,1063,136,21506,24761,10598,11481,8724,9617,1717,2604,457,1702,405,83,1925,964,1911,571,363,271,223,77,243,523,280,363,257,573,17,28717,2191,7360,14262,7313,1077,28710,826,384,17768,728,262,605,305,21296,87,2,1,412,469,99,6,2,0,1789,453,399,44,141,97,17,2,2,0,0,41.6,113,216,1076,161,255,450,15,36
Betis,27.8,50.4,38,46,43.9,489,150,2,3,870,78,15310,18979,7398,8260,5944,6913,1383,2561,368,1037,327,53,1441,676,1424,692,440,305,300,87,358,683,325,422,345,801,9,23335,2339,7497,10512,5555,886,23332,793,386,13053,495,186,626,427,15184,87,3,1,429,497,73,1,8,3,1921,479,500,45,158,115,13,8,7,1,0,47.5,180,510,1022,167,279,541,38,42
Cádiz,28.5,43.3,38,25,36.0,395,120,3,3,698,40,10763,14990,4837,5694,4144,5163,1455,3198,292,899,219,106,1017,456,996,671,398,338,264,69,341,728,387,443,298,786,13,19166,2242,6375,8425,4551,570,19163,537,230,9664,422,76,571,343,10662,107,7,0,576,498,90,2,2,1,1831,632,673,55,175,121,10,2,2,0,0,51.7,364,910,991,123,342,617,60,45
Celta Vigo,26.7,46.1,38,45,50.7,467,151,3,5,855,81,13890,17776,6703,7631,5538,6545,1223,2495,367,1129,293,71,1345,660,1332,627,382,302,243,82,308,662,354,434,297,832,9,22062,2314,7084,9675,5538,818,22057,646,295,12540,489,162,600,336,13773,66,5,2,463,485,63,4,8,3,1908,522,548,57,164,109,6,8,6,1,1,56.0,176,494,811,182,312,556,28,36
Getafe,27.3,44.8,38,42,45.7,446,150,6,7,766,69,10713,15193,4641,5528,4142,5344,1625,3436,324,1037,220,103,1141,439,1124,608,364,269,251,88,291,577,286,342,307,730,6,19243,2020,5619,8971,4848,684,19236,552,239,9360,385,122,576,281,10603,135,10,5,648,437,78,3,7,0,1773,657,692,54,173,118,10,7,5,1,1,55.2,341,915,977,124,322,463,18,62
Girona,26.1,56.9,38,84,70.8,476,178,7,8,872,152,18793,21914,8986,9734,7878,8692,1460,2446,377,1431,362,88,1685,894,1673,544,340,264,222,58,274,521,247,378,257,661,21,25780,2695,8432,11583,5985,977,25772,745,353,16055,599,234,584,376,18610,75,1,0,406,471,95,7,7,0,1808,373,390,46,168,121,12,7,5,1,1,51.0,155,420,1074,178,312,534,41,33
Granada,26.7,45.6,38,35,42.6,394,123,5,8,708,63,12127,15976,5270,6031,5127,6099,1458,2965,283,834,263,94,1044,512,1030,637,374,336,237,64,289,623,334,404,280,779,26,20152,2413,7720,8677,3997,667,20144,658,303,10969,379,112,600,305,12010,98,4,1,514,504,75,5,6,2,1708,484,540,79,203,126,3,6,5,0,1,70.2,231,626,1096,185,293,536,33,52
Las Palmas,25.6,59.2,38,33,33.2,386,120,3,5,707,60,19105,22882,10201,11174,7170,8097,1145,2312,295,1295,271,54,1596,577,1573,662,397,328,263,71,305,633,328,416,281,761,14,27041,2667,9077,12876,5282,614,27036,680,316,15544,459,116,645,365,18955,84,5,1,411,499,93,3,9,3,1846,395,489,47,156,109,8,9,5,3,1,51.2,146,473,1733,204,265,545,30,100
Mallorca,28.7,45.0,38,33,40.5,415,131,1,3,734,57,11476,15645,4934,5790,4717,5815,1549,3119,308,978,235,103,1174,498,1155,686,388,347,281,58,340,657,317,369,365,785,10,19767,2279,6620,8961,4390,672,19764,511,251,9848,377,108,566,313,11353,105,4,2,567,412,104,2,5,1,1816,773,686,44,148,104,10,5,4,1,0,43.6,333,824,981,128,332,520,34,29
Osasuna,27.7,47.5,38,45,40.5,421,124,4,5,714,73,12874,17335,5474,6420,5487,6696,1666,3277,301,1128,263,104,1322,501,1306,525,311,247,201,77,243,517,274,400,263,756,16,21181,2147,6244,9526,5586,720,21176,530,237,10522,408,97,540,283,12730,78,5,1,518,392,68,4,2,0,1802,750,655,56,152,95,10,2,1,1,0,51.8,329,771,1071,119,308,537,30,58
Rayo Vallecano,29.4,49.4,38,29,42.3,487,160,6,6,815,40,13282,17459,5918,6783,5584,6657,1436,3063,314,1082,255,81,1335,506,1327,630,372,279,282,69,270,608,338,410,308,796,12,21757,2306,7210,9672,5091,669,21751,653,283,10906,368,116,634,373,13171,108,5,3,563,518,96,3,2,2,1908,506,578,48,151,104,13,2,1,1,0,47.8,170,613,915,176,320,534,23,40
Real Madrid,27.4,59.2,38,85,68.8,593,242,2,5,1082,154,21794,24691,11641,12391,7949,8734,1624,2474,476,1701,391,59,1935,950,1923,557,368,252,214,91,225,461,236,401,296,552,14,28670,2455,7880,13241,7813,1156,28665,889,401,18483,802,315,480,312,21642,69,4,1,368,523,79,3,1,1,1766,329,272,26,118,93,21,1,1,0,0,34.4,79,210,952,177,291,487,35,38
Real Sociedad,25.8,55.3,38,48,44.9,457,147,4,4,775,79,15263,19249,6489,7461,6923,8022,1553,2800,320,1133,246,63,1414,685,1402,650,405,271,285,94,283,552,269,405,253,693,15,23321,2214,6934,11207,5377,769,23317,681,321,12972,465,175,612,351,15092,98,2,0,604,442,92,1,7,1,1816,759,714,39,135,96,15,7,6,1,0,40.8,192,465,1099,116,199,410,19,58
Sevilla,28.6,50.3,38,46,44.9,487,160,2,2,874,84,14628,18599,6501,7367,6128,7177,1667,3111,363,1207,286,134,1416,635,1406,697,463,380,237,80,335,626,291,395,313,772,9,22879,2261,7429,10033,5652,746,22877,632,292,12225,447,146,620,280,14506,108,4,0,477,443,77,1,5,2,1901,610,525,54,175,123,8,5,5,0,0,53.4,224,613,920,182,288,520,31,32
Valencia,23.8,44.3,38,39,43.1,368,123,8,9,670,66,12233,16255,5491,6436,5177,6140,1226,2710,267,886,218,72,1162,522,1151,657,379,335,250,72,309,618,309,392,324,842,9,20444,2323,7222,9012,4440,593,20435,644,276,10723,399,136,582,318,12130,64,5,2,481,475,69,7,6,2,1863,485,628,45,160,114,13,6,3,3,0,51.4,191,696,883,148,275,561,46,32
Villarreal,27.9,49.6,38,64,55.6,462,163,5,7,855,111,15349,18637,6662,7409,6931,7828,1525,2599,365,1160,339,88,1558,654,1548,576,348,288,212,76,260,532,272,386,304,789,12,22729,2879,8003,9685,5250,848,22722,723,351,12248,491,189,570,356,15179,110,8,4,488,462,92,5,6,1,1697,474,357,65,214,150,6,6,6,0,0,61.7,150,378,1015,190,354,688,35,36
Augsburg,26.0,43.9,34,49,46.1,429,123,5,7,726,78,10545,14262,4147,4989,4851,5902,1272,2491,299,919,284,89,1137,462,1122,528,319,234,222,72,237,492,255,439,295,727,9,18130,2132,6226,7678,4413,795,18123,531,235,9496,313,91,533,236,10394,71,3,1,454,338,81,5,10,2,1669,587,602,60,183,123,3,10,7,2,1,56.0,185,490,1172,98,264,520,30,52
Bayern Munich,27.4,61.3,34,93,85.2,633,229,5,5,1156,166,19987,22946,9254,10094,8928,9742,1476,2208,506,1563,458,86,1941,944,1926,520,323,227,191,102,245,510,265,378,288,473,18,26644,2111,7127,12412,7367,1214,26639,907,481,16452,704,276,468,357,19847,47,2,1,304,306,60,2,4,0,1768,410,319,45,124,78,11,4,3,1,0,41.0,99,242,1072,170,216,341,14,48
Bochum,29.1,46.6,34,41,44.5,524,145,4,4,884,72,9786,14203,4234,5278,3854,5032,1393,2934,371,902,265,85,1151,400,1140,603,366,272,253,78,294,574,280,460,308,768,9,18361,2175,5905,8082,4546,787,18357,436,186,8480,292,91,494,280,9653,97,2,0,446,409,83,4,11,4,1808,815,816,74,189,117,4,11,9,2,0,62.3,450,1084,1497,91,258,523,35,104
Darmstadt 98,27.1,45.7,34,28,32.3,404,110,3,3,723,50,11807,15336,4830,5582,5247,6139,1494,2813,302,873,226,65,1083,437,1073,560,323,303,197,60,285,583,298,400,317,707,19,19009,2407,7114,8147,3897,566,19006,440,192,9943,310,99,470,230,11700,83,4,0,429,351,57,2,2,2,1502,510,569,86,215,130,3,2,1,1,0,74.3,278,690,1333,195,310,504,27,60
Dortmund,26.8,57.8,34,68,63.5,506,184,6,6,909,121,17191,20445,7696,8552,7352,8202,1651,2584,389,1144,301,46,1452,770,1436,548,356,297,201,50,292,557,265,431,251,628,12,24314,2558,8081,11082,5366,901,24308,712,320,14643,565,229,532,329,17002,59,4,2,315,391,44,5,6,2,1763,389,426,43,145,103,10,6,5,1,0,44.6,133,349,1267,135,269,466,15,24
Eint Frankfurt,25.3,52.1,34,48,46.2,402,139,2,3,688,81,15017,18809,6582,7496,6907,7959,1204,2409,292,1007,276,60,1305,574,1294,602,359,282,240,80,293,548,255,424,302,704,12,22762,2453,7846,10620,4523,815,22759,640,281,13004,391,176,523,298,14898,70,5,4,355,318,51,2,11,0,1792,477,525,50,146,94,7,11,9,2,0,49.7,106,390,976,152,277,485,20,34
Freiburg,27.0,46.6,34,43,49.4,392,131,7,9,714,77,12337,16023,5228,6120,5515,6445,1296,2579,296,936,246,81,1208,468,1189,546,319,303,175,68,227,463,236,436,272,725,7,19706,2362,6698,9055,4130,653,19697,518,221,10673,383,94,452,240,12176,64,4,1,364,376,52,7,5,1,1633,625,628,58,158,99,10,5,3,2,0,50.0,193,568,1103,160,286,485,31,30
Gladbach,25.4,46.8,34,55,46.5,451,144,5,6,806,98,13544,16946,6222,7073,5785,6704,1162,2210,374,801,261,83,1227,598,1217,582,337,291,247,44,287,534,247,465,333,860,15,20954,2559,7900,9058,4189,720,20948,550,237,12077,435,153,429,320,13427,66,2,1,337,372,53,4,6,0,1701,485,478,67,207,140,4,6,6,0,0,58.4,144,405,1059,177,266,538,28,34
Heidenheim,26.7,42.5,34,46,39.4,392,114,2,3,666,81,10264,14339,3699,4713,4741,5858,1578,2863,279,730,201,73,983,510,976,601,352,311,225,65,275,591,316,463,302,783,5,18405,2361,6987,7570,4058,637,18402,530,223,9120,361,90,549,279,10152,54,1,0,442,325,38,1,10,3,1741,690,612,55,174,121,6,10,7,1,2,53.6,249,595,1162,167,318,495,24,17
Hoffenheim,27.7,49.5,34,65,53.6,457,160,6,6,813,110,13457,17038,5931,6757,5840,6864,1372,2563,346,1069,292,76,1359,538,1351,517,304,286,185,46,259,541,282,413,357,790,12,20983,2561,6920,9475,4742,752,20977,542,220,11630,401,144,477,241,13325,86,5,4,339,366,52,5,5,1,1715,515,515,66,211,143,2,5,2,3,0,68.6,208,529,1112,165,296,545,31,73
Köln,25.4,46.5,34,28,39.3,441,142,5,6,780,45,11704,15411,4930,5779,5377,6369,1146,2378,319,821,217,85,1086,618,1081,617,375,330,234,53,342,659,317,506,305,766,9,19356,2274,7028,8252,4318,668,19350,524,246,10380,439,141,472,292,11521,71,4,3,418,364,53,5,3,0,1689,557,533,60,168,108,4,3,3,0,0,62.0,135,372,1037,101,260,504,14,21
Leverkusen,26.2,61.8,34,87,73.6,611,232,8,8,1117,159,21192,24301,12041,12986,7316,8125,1249,1977,490,1716,457,72,1997,888,1979,458,277,183,187,88,197,403,206,330,224,460,9,27830,1703,5847,14080,8122,1168,27822,727,348,16677,676,242,483,333,21041,59,0,0,305,342,73,7,0,0,1847,363,316,24,105,81,16,0,0,0,0,27.9,71,202,715,171,183,316,28,40
Mainz 05,26.7,46.1,34,38,44.6,476,134,1,5,816,65,10974,15120,4718,5730,4623,5826,1323,2702,346,939,248,78,1169,480,1155,572,328,256,253,63,276,526,250,442,346,704,3,19212,2023,6417,8450,4536,807,19207,601,269,9023,314,135,537,285,10854,99,3,1,473,410,59,4,4,1,1786,665,761,51,145,95,8,4,3,0,1,51.7,198,570,985,160,207,431,46,50
RB Leipzig,25.6,55.3,34,74,65.6,528,214,4,7,934,126,16254,19590,6994,7859,7624,8554,1287,2207,404,1185,334,75,1541,714,1530,538,317,236,240,62,244,487,243,444,240,630,12,23320,1985,6900,11365,5276,918,23313,633,322,14158,543,177,488,332,16170,61,1,1,354,388,67,7,5,1,1743,426,394,39,117,79,10,5,4,0,1,35.6,79,234,1189,147,237,426,23,51
Stuttgart,25.0,59.9,34,78,70.9,529,206,5,8,960,138,19201,22456,9516,10371,7721,8581,1352,2320,413,1338,356,80,1618,693,1602,537,316,222,239,76,253,513,260,378,269,619,12,26204,2322,7298,13251,5858,898,26196,673,334,15113,545,191,561,329,18993,56,1,1,329,373,50,7,3,3,1754,430,429,39,129,93,12,3,3,0,0,35.8,148,352,1180,147,214,396,31,62
Union Berlin,28.1,42.9,34,33,40.1,403,127,3,6,702,60,11004,14784,4534,5371,4773,5802,1356,2658,300,859,233,80,1146,389,1132,549,352,242,240,67,254,504,250,480,305,861,9,18929,2344,7065,7881,4179,687,18923,506,217,9123,297,112,549,293,10894,67,7,3,402,339,61,3,7,1,1705,620,619,58,168,109,7,7,5,2,0,52.9,202,535,1081,178,269,552,54,37
Werder Bremen,27.0,46.8,34,45,46.9,407,125,5,6,721,82,12821,16418,5250,6169,5760,6739,1549,2676,321,882,276,83,1172,492,1163,604,351,303,239,62,312,609,297,434,284,785,9,20347,2574,7617,9015,3923,672,20341,556,253,11241,367,108,541,263,12715,73,2,0,396,396,70,5,6,1,1758,508,575,54,166,113,7,6,6,0,0,54.1,176,415,1069,198,298,516,41,39
Wolfsburg,25.6,48.0,34,41,39.2,411,147,2,3,724,73,13092,16624,5883,6706,5603,6605,1288,2422,310,954,263,67,1235,441,1226,550,303,272,201,77,262,527,265,414,268,801,8,20363,2187,6900,9104,4524,655,20360,481,202,11147,329,105,521,261,12976,86,5,2,415,412,41,3,3,3,1580,512,467,56,151,98,6,3,2,0,1,47.8,201,494,989,157,258,462,26,41
AEK Athens,30.1,46.8,6,6,8.7,96,28,0,0,157,11,1996,2558,776,910,890,1054,279,464,67,163,51,20,210,94,208,93,52,45,35,13,45,94,49,64,61,86,4,3218,410,1134,1319,796,158,3218,100,49,1850,67,29,106,40,1978,24,2,1,82,69,19,0,6,0,316,48,74,12,37,25,0,6,6,0,0,16.6,28,58,167,31,47,61,1,17
Ajax,22.3,48.0,6,10,9.4,57,30,1,1,107,19,2418,2937,1018,1106,1084,1220,247,456,45,144,47,10,202,94,200,82,44,44,28,10,30,77,47,49,56,97,6,3505,606,1553,1380,596,121,3504,82,43,2320,62,25,73,53,2377,13,2,1,71,59,8,1,2,0,268,58,42,13,40,27,0,2,2,0,0,12.9,27,96,268,27,67,78,4,0
Aris Limassol FC,27.4,42.2,6,7,7.0,62,16,1,1,110,12,1780,2454,775,897,795,995,171,407,42,126,28,3,183,79,180,151,104,89,48,14,93,171,78,78,78,129,3,3173,439,1315,1307,594,80,3172,113,59,1701,60,23,82,47,1768,16,0,0,74,66,9,1,1,0,375,70,91,13,41,27,0,1,0,1,0,14.1,20,102,197,45,40,87,7,7
Atalanta,26.8,47.6,13,25,23.0,168,67,1,1,297,40,4918,6383,2019,2395,2235,2670,542,978,135,406,115,31,586,257,583,235,139,93,109,33,124,238,114,155,143,227,3,7896,743,2297,3587,2112,313,7895,224,106,5421,213,70,239,112,4875,28,0,0,203,129,36,0,3,0,786,219,157,8,35,27,6,3,3,0,0,11.7,76,204,356,66,89,131,15,23
Benfica,26.2,53.7,6,6,11.2,91,20,3,3,157,9,2851,3519,1276,1433,1194,1388,292,505,65,236,62,7,292,149,290,128,83,70,48,10,71,128,57,82,50,143,3,4318,440,1435,1878,1058,162,4315,134,56,2833,133,24,109,47,2830,10,0,0,55,73,8,1,0,0,335,70,76,5,23,18,2,0,0,0,0,6.4,20,60,143,31,51,101,3,3
Betis,28.4,55.7,6,9,9.1,89,34,0,1,147,14,2637,3228,1273,1394,973,1132,249,447,65,200,53,11,258,114,256,94,51,48,35,11,50,107,57,71,55,72,1,3865,277,974,1917,1009,148,3864,151,75,2136,88,46,96,60,2611,16,0,0,62,74,6,1,0,0,319,54,63,7,19,12,1,0,0,0,0,6.2,23,68,148,15,48,59,4,9
Braga,26.7,58.5,2,5,4.2,38,16,2,2,75,9,984,1232,373,423,489,560,111,191,27,106,30,13,139,50,138,43,24,19,18,6,20,43,23,24,11,34,0,1475,104,372,738,375,57,1473,37,15,754,27,7,35,19,981,6,0,0,34,29,2,2,1,0,113,38,29,6,11,5,0,1,1,0,0,5.6,3,5,57,9,7,20,0,7
Brighton,26.0,58.5,8,11,12.3,99,33,4,4,183,20,4200,4819,2116,2286,1643,1815,275,446,69,318,82,13,359,165,356,91,58,31,38,22,49,103,54,78,44,100,4,5583,482,1519,2694,1411,214,5579,137,54,4157,137,46,135,71,4151,21,0,0,87,89,7,4,0,0,337,69,66,9,27,18,5,0,0,0,0,8.3,19,46,226,30,50,85,3,17
Feyenoord,23.9,47.5,2,2,2.0,25,10,0,0,50,4,894,1089,313,352,491,549,68,139,19,77,18,3,82,31,82,22,11,10,7,5,8,22,14,25,23,53,0,1321,155,423,633,278,43,1321,32,19,825,28,10,34,12,875,7,0,0,28,22,2,0,0,0,85,18,25,2,7,5,0,0,0,0,0,1.6,13,42,97,18,19,35,2,7
Freiburg,27.0,53.9,10,21,17.3,157,53,2,2,268,34,4578,5637,1986,2240,2067,2343,399,776,113,322,76,26,379,178,376,159,102,61,77,21,66,131,65,98,76,160,7,6640,646,2113,3127,1450,212,6638,116,57,3946,150,44,129,69,4510,11,0,0,105,105,8,1,0,0,473,151,158,14,37,23,4,0,0,0,0,13.7,59,169,427,42,80,109,6,5
Galatasaray,28.9,56.5,2,4,2.2,26,7,0,0,45,6,763,983,300,345,390,454,73,160,22,55,12,3,72,36,70,25,16,15,7,3,13,26,13,15,20,31,2,1181,173,491,478,220,34,1181,23,12,642,22,10,38,12,755,5,2,0,18,24,6,0,0,0,94,20,28,6,12,6,0,0,0,0,0,6.4,13,50,91,11,21,22,2,6
Häcken,27.0,50.7,6,2,7.4,79,29,0,0,134,3,2696,3239,1224,1357,1068,1237,335,487,63,301,54,12,289,108,287,88,58,38,33,17,54,109,55,67,52,66,4,3843,383,1034,1817,1029,125,3843,120,67,2224,89,25,98,55,2667,5,0,0,62,57,6,0,0,0,336,32,47,17,34,17,0,0,0,0,0,13.0,19,42,135,30,49,55,1,10
LASK,26.1,44.8,6,6,7.5,56,18,1,1,99,10,1826,2584,783,967,781,1009,216,449,45,137,46,13,203,54,203,151,92,79,53,19,74,137,63,87,60,145,2,3376,439,1193,1495,720,116,3375,102,38,1616,47,13,94,54,1808,16,0,0,83,71,22,0,3,0,320,89,93,12,28,16,1,3,3,0,0,12.0,22,87,134,18,63,77,2,9
Lens,26.0,54.0,2,2,1.4,24,8,0,0,44,2,960,1181,430,492,401,454,88,158,20,91,17,1,95,34,95,31,17,17,11,3,14,28,14,31,21,51,2,1428,133,373,731,341,41,1428,25,10,945,27,7,44,23,944,9,0,0,29,29,3,0,0,0,96,38,36,3,12,9,1,0,0,0,0,3.5,8,21,61,18,14,40,3,0
Leverkusen,24.8,61.5,13,29,26.5,241,84,1,1,434,49,7532,8601,4078,4375,2663,2950,452,735,196,492,158,28,620,338,616,192,122,83,76,33,78,178,100,128,87,179,5,9956,818,2528,4753,2758,428,9955,225,97,6825,284,92,188,86,7467,23,0,0,137,132,21,0,3,0,605,137,134,13,56,43,5,3,3,0,0,17.9,32,76,344,70,76,130,9,15
Liverpool,24.8,68.1,10,28,23.3,167,67,4,4,292,44,5938,6944,2733,2992,2583,2859,498,826,131,419,127,17,491,209,489,159,100,63,65,31,80,165,85,121,86,130,7,8126,620,2235,4112,1843,309,8122,235,109,5525,169,57,188,118,5875,8,0,0,95,111,18,3,0,1,519,130,109,12,36,25,3,0,0,0,0,11.1,38,107,460,66,54,102,10,16
Maccabi Haifa,27.5,38.7,6,3,5.6,52,16,0,0,87,6,1807,2304,735,825,795,902,238,457,41,83,21,8,114,69,113,106,65,59,40,7,50,117,67,73,50,175,4,2958,555,1468,1101,418,50,2958,73,33,1736,53,14,83,40,1793,21,0,0,81,67,16,0,1,0,289,54,61,9,35,25,2,1,0,1,0,8.9,31,96,166,26,61,117,4,4
Marseille,27.4,48.6,14,26,23.5,185,64,5,5,328,48,5430,6738,2304,2588,2332,2686,591,1108,143,467,119,21,572,215,569,220,148,119,76,25,110,199,89,158,147,229,4,8182,821,2564,3793,1914,302,8177,227,112,5838,165,55,196,92,5365,24,0,0,148,199,27,5,2,0,618,148,131,22,64,42,3,2,2,0,0,22.1,69,222,466,48,99,157,11,11
Milan,26.5,57.5,6,13,11.4,104,35,0,0,186,21,2895,3314,1158,1289,1412,1534,253,372,82,203,56,17,264,139,259,74,44,33,31,10,31,57,26,46,28,92,2,3853,328,999,1907,987,151,3853,115,65,2962,133,35,62,29,2861,16,0,0,72,52,4,0,2,0,186,75,53,9,22,13,1,2,2,0,0,8.0,10,32,143,25,45,79,6,4
Molde,26.3,42.8,6,12,8.5,81,33,0,0,138,24,2172,2758,975,1123,921,1071,193,367,59,137,60,16,193,101,192,89,58,46,33,10,49,102,53,65,57,124,4,3411,385,1173,1486,782,157,3411,102,53,1741,55,22,78,40,2152,10,0,0,61,59,6,0,0,1,308,76,53,12,35,24,0,0,0,0,0,9.1,20,60,146,32,50,70,5,8
Olympiacos,27.8,49.3,6,10,7.7,82,23,0,0,140,19,2236,2859,1018,1154,908,1070,235,460,66,168,46,10,188,110,185,84,52,33,41,10,41,76,35,72,59,98,3,3474,295,987,1669,867,133,3474,112,58,2117,86,38,87,37,2212,15,1,0,49,75,13,0,1,0,320,92,110,14,28,14,0,1,1,0,0,10.2,22,93,123,17,53,60,6,7
Panathinaikos,29.3,53.8,6,7,9.5,79,18,2,3,148,12,2557,3121,1085,1214,1127,1290,274,449,63,227,49,15,283,131,282,99,45,42,41,16,32,71,39,61,38,60,3,3681,280,857,1869,993,134,3678,88,46,2410,95,29,95,47,2525,10,0,0,68,78,12,3,1,0,320,64,63,10,29,19,2,1,1,0,0,10.8,22,70,162,24,20,56,5,9
Qarabağ,27.9,42.2,10,17,12.7,106,38,2,2,188,29,3278,4220,1462,1647,1343,1559,367,744,83,252,70,12,309,187,306,176,114,89,66,21,86,179,93,125,105,213,4,5382,717,1982,2332,1155,219,5380,192,92,2756,117,73,177,84,3250,27,3,1,117,119,19,2,3,1,527,105,128,19,59,41,2,3,3,0,0,17.6,60,200,295,36,104,174,12,3
Raków,26.8,49.2,6,3,7.9,61,13,0,0,106,4,2187,2848,938,1081,934,1129,269,493,48,149,46,15,235,106,232,81,54,44,31,6,40,93,53,70,45,115,5,3529,455,1212,1579,775,103,3529,114,50,1927,81,17,99,54,2152,9,1,0,60,67,9,0,2,0,349,81,84,10,35,25,1,2,2,0,0,12.8,25,89,181,21,62,89,3,18
Rangers,27.5,48.9,8,10,9.6,107,39,0,0,177,15,2893,3805,1119,1315,1372,1623,338,664,78,247,66,19,320,126,317,145,85,72,54,19,80,163,83,107,75,197,1,4815,555,1536,2155,1181,185,4815,186,86,2375,96,28,138,67,2876,19,0,0,98,66,10,0,1,1,455,112,106,9,35,27,2,1,1,0,0,9.9,31,102,192,42,73,116,5,7
Rennes,25.2,50.9,8,16,13.3,125,41,3,4,229,25,3365,4025,1267,1435,1695,1896,316,529,102,306,70,20,402,168,396,106,68,36,49,21,59,119,60,87,63,95,0,4808,422,1329,2164,1363,204,4804,134,66,3579,151,51,128,65,3324,18,1,0,95,91,7,3,3,0,364,74,76,11,29,18,2,3,3,0,0,12.3,28,73,223,32,51,82,5,6
Roma,27.3,50.0,14,22,20.0,160,56,2,2,292,41,6021,7283,2620,2952,2666,3015,606,1006,127,359,111,22,474,237,470,219,132,128,70,21,115,223,108,165,127,269,4,8689,1054,3047,3995,1725,280,8687,167,71,6048,244,58,168,107,5947,28,1,0,149,177,29,1,0,1,629,164,141,12,65,54,5,0,0,0,0,14.6,50,159,358,61,124,205,16,8
Servette FC,27.1,47.8,6,4,6.1,81,23,1,1,138,6,2116,2762,829,976,906,1081,298,528,57,228,44,10,265,106,263,110,64,35,53,22,60,88,28,79,59,74,2,3417,260,874,1631,945,97,3416,111,37,2005,92,13,78,44,2101,12,0,0,85,81,5,1,0,1,306,81,93,13,24,12,0,0,0,0,0,9.7,46,114,177,23,47,54,5,6
Shakhtar,24.6,51.5,2,3,2.5,20,8,1,1,35,6,775,939,316,346,353,403,79,141,12,43,10,2,51,30,51,23,15,10,11,2,15,29,14,21,23,50,2,1144,162,496,500,157,37,1143,17,7,827,16,9,24,16,764,9,0,0,37,18,1,1,0,0,75,12,23,5,11,6,0,0,0,0,0,2.0,2,14,50,9,19,42,3,2
Sheriff Tiraspol,26.1,39.5,6,4,3.2,43,14,0,0,70,7,1772,2329,713,821,806,930,202,435,27,91,18,2,113,59,112,112,71,70,35,7,56,92,36,87,58,148,2,3089,536,1413,1295,407,51,3089,105,45,1520,52,11,121,47,1751,21,3,2,69,76,7,0,2,2,312,67,91,17,37,22,0,2,2,0,0,14.6,49,150,164,28,63,126,10,3
Slavia Prague,26.1,51.5,8,19,12.4,103,34,1,1,178,32,3093,3917,1086,1277,1509,1744,430,709,76,254,78,26,350,141,346,102,61,37,49,16,53,110,57,66,78,101,1,4697,453,1535,1905,1297,185,4696,104,35,2913,99,24,133,72,3068,13,2,0,100,91,8,1,0,0,425,100,104,11,30,19,4,0,0,0,0,10.5,33,71,275,57,47,62,5,10
Sparta Prague,25.4,46.1,10,16,13.3,115,50,0,0,190,26,3329,4343,1333,1548,1554,1823,360,738,80,231,52,15,264,151,259,131,72,51,65,15,59,135,76,130,83,190,10,5404,760,2238,2245,968,197,5404,174,77,2638,75,46,163,67,3279,24,1,1,105,104,22,0,2,0,476,142,116,22,57,35,2,2,2,0,0,15.9,51,156,361,50,87,111,5,13
Sporting CP,26.1,56.5,10,15,16.5,113,39,4,5,209,26,4916,5890,2157,2417,2174,2453,445,741,88,334,64,15,359,174,355,159,99,75,70,14,86,157,71,110,81,171,2,7018,781,2545,3236,1294,217,7013,221,93,4486,127,61,186,78,4863,10,1,0,95,150,8,3,1,0,545,109,119,11,31,20,1,1,1,0,0,10.3,38,110,308,37,81,118,9,10
