Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Christopher Olivares,pe PER,Forward,pe Universitario,24,1999,3,0,41,2.2,0.22,4.39,2.2,0.0,0.0,2.2,2.2,13.17,19.76,13.17,17.56,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,35.12,0.0,0.0,13.17,21.95,2.2,35.12,2.2,0.0,17.56,2.2,0.0,4.39,2.2,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,0.0,2.2,6.59,8.78,4.39,2.2,0.0,9.0,100.0,66.65,75.0,0.0,0.0,0.0,0.0
Christopher Olney,us USA,Midfielder,Philadelphia Union,17,2006,1,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.16,37.89,28.42,33.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,4.74,0.0,14.21,0.0,0.0,0.0,0.0,0.0,0.0,4.74,4.74,0.0,4.74,0.0,0.0,56.84,0.0,9.47,28.42,18.95,0.0,56.84,0.0,0.0,47.37,0.0,0.0,0.0,0.0,47.37,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,4.74,0.0,18.95,0.0,4.74,0.0,0.0,0.0,87.52,85.71,0.0,0.0,0.0,0.0
Christopher Scott,de GER,Midfielder,Antwerp,21,2002,1,0,11,0.0,0.0,8.18,8.18,0.0,0.0,8.18,0.0,32.73,40.91,16.36,16.36,8.18,8.18,8.18,16.36,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,8.18,8.18,8.18,0.0,8.18,0.0,8.18,8.18,0.0,0.0,0.0,0.0,0.0,65.45,0.0,0.0,32.73,32.73,8.18,65.45,0.0,0.0,40.91,8.18,0.0,0.0,8.18,40.91,0.0,0.0,0.0,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,16.36,8.18,8.18,16.36,0.0,0.0,80.0,100.0,100.0,50.0,100.0,0.0
Christopher Trejo,mx MEX,Forward,Atlas,23,1999,18,2,405,0.0,0.22,2.89,0.89,0.0,0.0,3.33,0.0,24.22,31.78,14.0,16.67,7.78,9.33,1.56,3.11,0.0,0.04,1.78,1.11,1.11,0.44,2.44,2.67,8.0,0.44,0.22,0.0,0.22,0.22,0.22,0.67,0.44,0.22,0.44,0.22,0.0,45.78,0.44,2.67,18.67,24.67,5.78,45.78,5.11,1.78,26.22,1.11,0.89,3.33,2.0,32.44,0.0,0.22,0.0,0.44,1.78,0.89,0.0,0.0,0.0,2.67,1.78,2.89,4.67,5.33,13.11,3.33,8.22,0.44,-1.0,38.12,76.21,83.98,83.39,50.16,39.64,34.83
Christos Kourfalidis,gr GRE,Midfielder,FeralpiSalò,20,2002,29,26,2229,0.12,0.13,1.29,0.4,0.0,0.0,1.98,0.24,24.06,32.46,11.95,14.74,8.96,11.51,2.38,3.59,0.08,0.05,0.73,1.9,0.48,0.24,3.07,1.17,3.15,1.66,1.01,0.61,0.77,0.28,0.61,1.74,1.13,1.94,1.01,1.37,0.0,43.45,1.82,8.8,22.69,12.6,1.45,43.45,1.53,0.52,19.7,0.77,0.16,1.45,1.05,22.69,0.16,0.0,0.0,1.25,1.9,0.16,0.0,0.0,0.0,5.65,1.13,1.82,2.95,2.5,7.39,2.22,2.34,1.62,-0.08,38.31,74.12,81.07,77.85,66.3,47.65,33.99
Chuba Akpom,eng ENG,Forward,Ajax,27,1995,25,8,1049,0.94,0.77,3.52,1.8,0.0,0.0,2.49,0.34,16.04,21.62,9.18,11.67,5.15,6.26,0.86,1.03,0.26,0.18,1.46,1.63,1.03,0.0,3.26,2.06,6.35,1.29,0.69,0.17,0.86,0.26,0.34,0.69,0.34,0.77,0.26,1.12,0.0,35.52,1.29,2.83,15.27,18.02,6.69,35.52,2.06,1.03,22.05,1.2,0.69,3.0,2.06,26.51,0.0,0.0,0.0,0.94,2.49,0.43,0.0,0.0,0.0,3.0,3.6,3.78,7.38,5.06,11.67,2.83,8.41,1.03,0.22,48.78,74.19,78.66,82.27,83.5,52.02,50.0
Chumbinho,br BRA,Forward,RB Bragantino,20,2003,2,0,12,0.0,0.75,7.5,7.5,0.0,0.0,7.5,0.0,22.5,45.0,7.5,7.5,7.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,67.5,0.0,22.5,37.5,7.5,7.5,67.5,7.5,0.0,30.0,15.0,7.5,0.0,0.0,45.0,0.0,0.0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,22.5,7.5,15.0,0.0,-1.0,0.0,50.0,100.0,25.0,0.0,0.0,0.0
Ché Nunnely,nl NED,Forward,Heerenveen,24,1999,32,19,1711,0.11,0.13,1.47,0.47,0.0,0.0,2.31,0.26,15.73,21.62,10.1,11.57,4.37,6.47,0.47,1.0,0.11,0.07,0.95,0.84,0.84,0.42,1.42,3.42,7.78,0.95,0.53,0.37,0.32,0.26,0.58,1.26,0.68,1.1,0.37,0.32,0.0,31.72,0.26,3.21,11.36,17.73,3.79,31.72,3.21,1.47,20.72,1.53,1.16,1.79,1.63,23.35,0.0,0.0,0.0,0.58,1.1,0.63,0.0,0.0,0.0,3.42,0.26,1.74,2.0,3.42,12.62,2.58,6.21,1.1,-0.15,13.0,72.76,87.29,67.54,47.0,50.23,45.79
Cian Ashford,wls WAL,Forward,Cardiff City,18,2004,5,3,312,0.29,0.14,2.31,0.58,0.0,0.0,3.46,0.58,22.5,28.27,14.42,16.73,5.48,7.79,1.73,1.73,0.29,0.06,1.44,1.15,0.0,0.0,1.73,3.46,8.08,2.02,0.87,1.73,0.29,0.0,0.87,2.31,1.44,0.87,0.29,0.87,0.0,41.25,0.58,6.92,16.73,17.88,3.46,41.25,2.88,1.44,26.25,2.31,1.73,3.17,0.58,27.12,0.0,0.0,0.0,1.44,1.15,0.0,0.0,0.0,0.0,4.33,0.58,1.44,2.02,3.75,13.27,4.04,5.19,1.73,1.07,28.71,79.59,86.19,70.35,100.0,40.18,50.0
Ciaran Clark,ie IRL,Defender,Stoke City,33,1989,3,3,270,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.0,31.67,42.67,9.67,11.33,16.0,18.67,5.67,10.33,0.0,0.0,0.0,2.33,0.0,0.0,2.33,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.33,0.33,1.0,2.33,7.0,0.33,55.0,9.67,34.33,20.0,1.0,0.67,55.0,0.33,0.33,25.33,0.0,0.0,0.0,0.67,27.0,0.33,0.0,0.0,1.0,0.67,0.67,0.0,0.0,0.0,4.33,3.67,1.67,5.33,0.67,2.33,0.33,0.67,0.0,0.0,68.86,74.22,85.35,85.7,54.89,0.0,100.0
Ciaran McGuckin,nir NIR,Forward,Rotherham Utd,19,2003,3,0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37,16.12,5.37,6.72,0.0,6.72,0.0,1.34,0.0,0.0,0.0,1.34,0.0,0.0,1.34,0.0,4.03,6.72,6.72,1.34,4.03,1.34,0.0,2.69,2.69,1.34,1.34,0.0,0.0,29.55,1.34,6.72,17.46,6.72,1.34,29.55,0.0,0.0,13.43,0.0,1.34,2.69,2.69,9.4,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,6.72,1.34,2.69,4.03,5.37,5.37,0.0,2.69,6.72,0.0,33.25,33.31,79.91,0.0,0.0,71.41,0.0
Cicinho,bg BUL,Forward,Bahia,35,1988,6,1,85,0.0,0.0,0.0,0.0,0.0,0.0,3.18,1.06,100.59,113.29,62.47,66.71,33.88,37.06,4.24,5.29,0.0,0.11,2.12,7.41,1.06,1.06,8.47,1.06,6.35,1.06,1.06,1.06,0.0,0.0,1.06,2.12,1.06,2.12,0.0,0.0,1.06,116.47,4.24,26.47,63.53,26.47,0.0,116.47,1.06,1.06,60.35,3.18,0.0,0.0,1.06,87.88,1.06,0.0,0.0,3.18,2.12,0.0,0.0,0.0,0.0,3.18,2.12,3.18,5.29,1.06,15.88,4.24,2.12,2.12,0.0,40.08,88.79,93.64,91.42,80.15,66.67,100.0
Cihan Çanak,tr TUR,Midfielder,Standard Liège,18,2005,20,4,625,0.0,0.03,0.58,0.14,0.0,0.0,4.03,0.29,28.94,42.91,15.12,17.14,9.79,14.98,2.45,7.06,0.29,0.27,2.02,2.45,1.15,0.58,3.17,4.03,7.78,1.3,0.86,0.58,0.43,0.29,0.29,1.15,0.86,1.87,0.43,1.58,0.0,56.74,1.87,10.94,21.89,25.2,2.16,56.74,4.61,2.16,37.01,2.02,0.58,4.03,2.02,33.41,0.14,0.0,0.0,1.73,2.59,0.14,0.0,0.0,0.0,6.05,1.44,1.58,3.02,6.05,14.98,4.32,4.46,1.15,-1.0,47.68,67.44,88.21,65.35,34.7,46.94,46.85
Cisse Sandra,be BEL,Midfielder,Excelsior,19,2003,26,19,1670,0.05,0.11,1.13,0.22,0.0,0.0,1.83,0.11,26.3,32.93,10.35,12.02,11.26,13.47,3.5,4.9,0.05,0.08,0.43,2.53,0.27,0.05,2.48,0.81,1.89,1.83,0.92,0.92,0.59,0.32,0.54,1.29,0.75,0.86,0.81,1.19,0.0,43.44,2.43,11.69,22.96,9.27,1.83,43.44,1.67,0.7,22.47,0.7,0.11,1.51,1.02,25.92,0.11,0.0,0.0,0.75,0.38,0.05,0.0,0.0,0.0,4.15,0.75,1.19,1.94,2.53,5.17,1.94,2.26,1.46,-0.55,38.66,79.87,86.11,83.59,71.43,46.79,41.92
Claud Adjapong,it ITA,Defender,Ascoli,25,1998,15,9,748,0.0,0.02,0.72,0.36,0.0,0.0,1.68,0.12,24.06,36.7,9.14,11.67,11.91,16.97,2.41,6.14,0.0,0.04,0.48,2.29,0.6,0.48,1.8,0.48,2.89,1.8,0.72,1.44,0.36,0.0,0.48,0.96,0.48,1.2,0.24,2.29,0.0,46.32,3.25,12.99,22.38,11.19,0.96,46.32,0.48,0.12,18.77,0.96,0.0,1.32,0.6,20.09,0.12,0.0,0.0,0.96,0.72,0.24,0.0,0.12,0.0,4.09,0.72,0.84,1.56,1.93,5.17,1.8,2.05,1.2,-1.0,46.15,65.56,78.32,70.18,39.25,43.48,25.0
Claudinho,br BRA,Defender,Criciúma,23,2000,34,23,2047,0.09,0.05,1.01,0.22,0.0,0.0,3.12,0.18,38.87,49.15,19.08,21.59,15.78,19.08,3.17,6.38,0.13,0.11,1.71,3.39,1.01,0.35,4.97,1.89,4.44,2.55,1.71,1.54,0.75,0.26,1.58,3.74,2.15,1.76,1.14,2.11,0.0,60.37,3.65,18.07,26.38,16.58,0.88,60.37,1.63,0.88,28.45,1.67,0.04,1.23,0.88,34.73,0.13,0.04,0.0,0.66,0.35,0.18,0.0,0.0,0.0,5.14,0.31,0.62,0.92,2.11,11.3,3.3,2.29,3.3,0.8,33.7,79.08,88.37,82.7,49.69,52.31,53.99
Claudio Aquino,ar ARG,Midfielder,Vélez Sarsfield,32,1991,27,27,2119,0.38,0.29,2.97,0.93,0.13,0.13,6.41,0.51,41.11,62.65,17.97,22.77,15.59,23.02,6.46,12.23,0.17,0.25,2.97,7.69,2.97,0.38,12.23,4.33,6.75,0.89,0.59,0.3,0.42,0.17,0.38,1.23,0.85,1.06,0.25,0.25,0.0,73.73,0.13,4.12,35.76,34.7,2.72,73.61,2.97,1.66,40.26,3.27,0.72,2.97,1.06,51.05,0.13,0.0,0.0,0.59,2.08,0.04,0.04,0.0,0.0,5.35,0.59,0.47,1.06,4.03,23.32,6.92,6.8,0.98,0.31,55.66,65.62,78.92,67.72,52.82,45.75,55.89
Claudio Baeza,cl CHI,Midfielder,Toluca,29,1993,30,25,2122,0.04,0.03,0.55,0.13,0.0,0.0,1.99,0.13,60.01,67.56,21.42,22.61,29.86,32.62,7.89,10.52,0.0,0.06,0.85,5.98,0.3,0.0,5.39,0.89,0.89,3.14,1.91,1.44,1.53,0.17,1.48,3.14,1.65,0.85,0.93,1.27,0.0,75.66,2.12,19.76,50.43,6.23,0.21,75.66,0.85,0.55,45.68,0.55,0.0,0.64,0.47,54.42,0.47,0.0,0.0,2.04,1.23,0.0,0.0,0.0,0.0,6.23,0.68,1.23,1.91,1.1,7.17,2.12,0.51,3.39,0.33,35.6,88.82,94.74,91.54,75.0,53.98,64.71
Claudio Bravo,ar ARG,Defender,Portland Timbers,26,1997,22,19,1593,0.0,0.02,0.56,0.0,0.0,0.0,1.86,0.17,43.16,56.33,19.1,21.81,18.64,22.2,4.52,8.87,0.11,0.08,0.62,4.52,0.9,0.4,4.8,2.49,3.67,3.45,2.09,1.92,1.07,0.45,1.86,3.95,2.09,2.49,1.47,2.88,0.06,69.66,4.41,21.02,36.21,13.22,0.62,69.66,2.09,1.13,34.35,1.58,0.17,1.07,0.79,38.98,0.17,0.0,0.0,1.47,0.79,0.0,0.0,0.06,0.0,5.65,0.62,0.68,1.3,1.86,10.96,2.03,2.09,3.95,-1.0,47.69,76.62,87.57,83.96,50.96,53.38,54.07
Claudio Cassano,it ITA,Forward,Cittadella,20,2003,31,21,1695,0.16,0.15,1.96,0.58,0.0,0.0,4.09,0.42,24.11,33.88,13.01,15.88,7.38,10.14,1.96,4.57,0.16,0.13,1.81,2.28,1.38,0.32,4.83,2.97,5.95,1.27,0.74,0.16,0.74,0.37,0.53,1.81,1.27,1.06,0.05,0.21,0.05,46.51,0.27,2.97,18.8,25.81,3.35,46.51,4.35,1.7,26.71,1.65,1.12,2.5,1.7,31.27,0.16,0.0,0.0,0.96,1.49,0.0,0.0,0.0,0.0,4.41,0.37,0.8,1.17,4.19,13.75,4.51,6.16,1.27,0.07,31.62,71.16,81.93,72.78,42.89,41.23,39.08
Claudio Corvalán,ar ARG,Defender,Unión,34,1989,23,23,2034,0.0,0.12,1.15,0.18,0.0,0.0,1.81,0.18,42.52,57.3,13.05,15.84,23.98,28.5,5.27,10.58,0.04,0.04,0.49,3.41,0.8,0.27,4.65,0.53,1.77,1.64,1.06,0.97,0.62,0.04,0.62,1.24,0.62,0.62,1.59,4.73,0.0,69.56,5.09,28.67,31.19,9.96,1.68,69.56,0.49,0.31,29.87,0.66,0.0,0.75,0.18,35.49,0.18,0.04,0.0,0.8,0.71,0.09,0.0,0.04,0.0,3.85,2.43,1.42,3.85,0.93,6.95,1.99,2.74,1.68,-1.0,63.12,74.21,82.39,84.14,49.81,58.33,63.27
Claudio Echeverri,ar ARG,Forward,River Plate,18,2006,30,23,1704,0.16,0.26,3.22,1.11,0.0,0.0,6.39,0.42,37.61,48.59,18.43,21.55,13.68,16.21,4.44,7.55,0.16,0.19,2.43,4.49,1.9,0.26,6.76,3.06,7.82,1.16,0.9,0.32,0.69,0.16,0.58,1.06,0.48,0.74,0.21,0.26,0.0,63.59,0.05,2.96,29.95,31.95,4.75,63.59,5.65,2.75,42.41,2.85,1.16,3.22,2.32,48.27,0.16,0.0,0.0,0.58,2.75,0.21,0.0,0.0,0.0,5.6,0.16,0.63,0.79,5.55,17.64,6.81,8.08,1.48,-0.38,20.25,77.4,85.52,84.39,58.81,66.67,48.67
Claudio Falcão,br BRA,Midfielder,Farense,29,1994,31,30,2600,0.14,0.12,1.0,0.28,0.0,0.0,1.42,0.17,22.6,31.02,8.41,10.49,10.87,13.43,2.87,5.5,0.03,0.02,0.42,2.25,0.21,0.0,2.73,0.38,0.28,2.7,1.56,1.14,1.52,0.03,1.0,2.84,1.83,1.66,1.38,4.43,0.03,44.38,5.19,16.79,23.78,4.15,1.11,44.38,0.9,0.42,15.85,0.55,0.03,0.8,0.42,18.62,0.42,0.0,0.0,2.56,0.69,0.0,0.0,0.0,0.0,6.02,1.9,1.66,3.57,1.21,3.39,1.59,1.35,2.56,0.17,53.22,72.86,80.17,80.94,52.18,46.21,46.67
Claudio Gomes,fr FRA,Midfielder,Palermo,23,2000,34,30,2636,0.0,0.02,0.55,0.1,0.0,0.0,1.78,0.24,33.7,38.82,11.4,12.91,18.85,20.42,2.9,4.2,0.1,0.08,0.65,3.76,0.65,0.24,4.85,1.78,1.33,1.16,0.79,0.44,0.51,0.2,0.51,0.72,0.2,0.51,0.58,1.54,0.0,46.6,2.46,10.38,27.76,9.08,0.48,46.6,1.78,0.82,28.51,1.37,0.07,0.85,0.89,31.48,0.17,0.03,0.03,0.89,0.48,0.0,0.0,0.0,0.0,5.05,0.48,0.99,1.47,1.74,7.96,2.01,1.43,1.3,-1.0,32.65,86.81,88.3,92.31,69.05,69.15,46.07
Claudio Sepúlveda,cl CHI,Midfielder,cl Huachipato,31,1992,4,4,311,0.0,0.03,0.29,0.0,0.0,0.0,0.87,0.0,46.88,56.14,17.07,19.97,23.15,25.47,6.08,9.55,0.0,0.03,0.58,6.08,0.58,0.0,7.52,0.58,1.16,3.47,2.32,1.45,1.16,0.87,2.6,3.76,1.16,0.58,0.87,1.45,0.29,65.69,4.05,18.81,40.51,6.66,0.58,65.69,0.58,0.0,32.7,0.0,0.0,1.45,0.29,43.41,0.29,0.0,0.0,0.87,0.87,0.0,0.0,0.0,0.0,6.95,1.16,0.87,2.03,1.74,9.26,0.87,1.16,4.92,-1.0,57.14,83.51,85.48,90.89,63.66,68.05,0.0
Claudio Torres,cl CHI,Forward,cl Huachipato,20,2003,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,90.0,0.0,45.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,45.0,45.0,0.0,90.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0
Claudio Valverde,ar ARG,Midfielder,Godoy Cruz,21,2002,3,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35,22.94,7.06,10.59,1.76,5.29,1.76,3.53,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,1.76,1.76,1.76,0.0,1.76,0.0,1.76,1.76,0.0,1.76,1.76,1.76,0.0,42.35,0.0,14.12,24.71,3.53,0.0,42.35,7.06,1.76,17.65,1.76,0.0,3.53,1.76,19.41,1.76,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,1.76,1.76,5.29,7.06,5.29,1.76,0.0,0.0,3.53,0.0,24.93,53.84,66.67,33.27,49.86,100.0,24.93
Clayson,br BRA,Forward,Cuiabá,28,1995,33,28,2043,0.22,0.11,1.98,0.62,0.0,0.0,2.42,0.35,22.38,32.38,12.82,15.24,7.0,9.43,1.85,5.37,0.04,0.13,0.84,2.2,0.88,0.18,3.3,2.47,5.29,0.48,0.35,0.22,0.18,0.09,0.22,1.54,1.32,1.19,0.31,0.88,0.04,44.41,0.62,5.99,17.27,21.67,2.11,44.41,3.44,1.06,26.17,1.63,0.93,2.6,1.23,30.62,0.26,0.0,0.0,0.88,1.85,0.22,0.04,0.0,0.0,3.3,0.18,0.66,0.84,3.83,11.06,2.78,4.1,0.57,1.0,21.43,69.12,84.12,74.23,34.45,28.22,30.81
Clayton,br BRA,Forward,Vasco da Gama,25,1999,30,22,1834,0.39,0.37,3.14,0.98,0.05,0.05,2.11,0.2,13.05,18.94,6.62,8.88,4.71,6.18,1.03,1.77,0.05,0.06,0.79,1.28,0.44,0.05,1.67,1.47,4.96,0.59,0.49,0.1,0.15,0.34,0.1,0.74,0.64,0.69,0.2,0.69,0.0,32.68,0.88,2.01,16.1,15.26,3.93,32.63,2.5,0.88,18.89,0.88,0.39,3.88,1.91,24.63,0.2,0.0,0.0,3.34,2.36,1.03,0.05,0.0,0.0,2.16,2.26,3.83,6.09,5.79,8.1,2.31,4.81,0.59,0.05,37.11,68.9,74.55,76.21,58.19,44.36,35.2
Clayton,br BRA,Defender,Internacional,23,2000,8,5,535,0.0,0.03,0.34,0.0,0.0,0.0,0.84,0.0,45.76,53.33,11.1,12.45,29.44,31.46,4.71,8.41,0.0,0.0,0.34,2.02,0.0,0.0,2.52,0.17,0.0,0.67,0.5,0.34,0.34,0.0,0.17,0.67,0.5,0.67,1.01,5.05,0.17,62.92,6.22,30.79,31.29,1.01,0.5,62.92,0.17,0.17,33.48,0.17,0.17,0.34,0.0,41.21,0.17,0.0,0.0,1.18,0.17,0.0,0.0,0.0,0.0,3.7,2.52,1.51,4.04,0.34,2.69,0.84,0.67,0.67,-1.0,62.38,85.81,89.16,93.58,56.0,50.0,100.0
Cleiton,br BRA,Defender,Flamengo,20,2003,4,1,98,0.0,0.0,1.84,0.0,0.0,0.0,0.92,0.92,47.76,56.02,22.04,22.04,23.88,27.55,1.84,6.43,0.0,0.0,0.0,2.76,0.0,0.0,1.84,0.0,0.0,1.84,1.84,1.84,0.0,0.0,0.92,1.84,0.92,0.0,0.0,0.0,0.0,61.53,3.67,26.63,32.14,3.67,0.92,61.53,0.0,0.0,42.24,0.0,0.0,1.84,0.0,47.76,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,4.59,0.0,1.84,1.84,1.84,1.84,1.84,0.92,2.76,0.0,0.0,85.26,100.0,86.68,28.62,75.0,0.0
Cleiton Schwengber,br BRA,Goalkeeper,RB Bragantino,26,1997,31,31,2699,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,22.58,32.71,3.67,3.67,10.34,10.54,8.44,18.24,0.0,0.0,0.0,0.63,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.67,0.03,35.71,25.31,34.88,0.87,0.0,0.0,35.71,0.03,0.03,18.71,0.0,0.0,0.07,0.0,14.61,0.13,0.03,0.0,0.03,0.33,0.0,0.0,0.0,0.0,1.17,0.23,0.07,0.3,0.07,0.03,0.2,0.0,0.03,0.0,76.67,69.03,100.0,98.1,46.27,50.0,100.0
Clint Irwin,us USA,Goalkeeper,Minnesota Utd,34,1989,5,5,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,29.6,6.8,6.8,11.0,11.2,5.6,11.4,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,29.8,32.8,0.2,0.0,0.0,33.0,0.0,0.0,16.6,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,50.0,79.05,100.0,98.21,49.12,0.0,0.0
Cláudio Ramos,pt POR,Goalkeeper,Porto,31,1991,2,1,114,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,37.89,44.21,5.53,5.53,20.53,20.53,11.84,18.16,0.0,0.0,0.79,1.58,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,47.37,33.95,46.58,0.79,0.0,0.0,47.37,0.0,0.0,27.63,0.0,0.0,0.0,0.0,27.63,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,1.58,0.0,1.58,0.0,0.79,0.79,0.0,0.0,0.0,100.0,85.7,100.0,100.0,65.2,0.0,0.0
Cody Baker,us USA,Midfielder,Seattle Sounders,20,2004,13,4,479,0.0,0.0,0.19,0.0,0.0,0.0,2.25,0.56,43.78,58.06,25.55,28.56,15.59,20.48,2.25,6.2,0.19,0.15,1.13,3.19,1.5,0.38,4.51,2.44,5.82,3.01,2.63,1.69,0.94,0.38,1.88,2.25,0.38,0.75,0.75,2.63,0.0,69.52,3.76,15.59,34.57,19.73,1.5,69.52,1.13,0.38,37.2,1.69,0.94,1.5,0.75,41.9,0.19,0.0,0.0,0.38,1.5,0.0,0.0,0.0,0.0,3.76,0.75,1.32,2.07,2.25,12.78,2.82,4.32,4.51,0.0,36.23,75.4,89.46,76.12,36.29,85.74,33.63
Cody Drameh,eng ENG,Defender,Leeds United,21,2001,29,23,2277,0.0,0.02,0.55,0.08,0.0,0.0,1.86,0.16,38.22,50.24,17.31,19.84,16.36,20.91,3.79,7.15,0.12,0.06,0.83,2.02,0.36,0.16,2.41,1.86,3.28,3.2,2.17,2.02,0.91,0.28,1.82,2.73,0.91,1.98,0.99,3.64,0.2,64.31,3.75,25.3,26.4,13.12,1.34,64.31,2.13,1.23,27.27,0.83,0.47,1.7,0.59,30.79,0.08,0.0,0.0,0.2,0.67,0.12,0.0,0.0,0.0,5.65,1.03,1.15,2.17,2.29,7.55,2.02,2.33,3.99,-1.0,47.47,76.07,87.25,78.24,53.01,67.28,57.75
Cohen Bramall,eng ENG,Defender,Rotherham Utd,27,1996,36,33,2944,0.03,0.02,0.37,0.06,0.0,0.0,1.31,0.18,19.5,30.91,9.29,11.31,7.61,11.68,2.26,6.05,0.09,0.08,0.7,1.65,0.67,0.46,1.96,1.99,2.26,1.22,0.76,0.76,0.4,0.06,0.73,1.41,0.67,1.16,0.92,2.54,0.0,39.93,3.45,13.36,17.15,10.12,0.76,39.93,1.13,0.55,17.55,1.35,0.28,1.13,0.58,17.7,0.12,0.0,0.0,0.64,0.28,0.15,0.0,0.0,0.0,4.77,0.98,0.76,1.74,1.71,6.21,1.5,2.17,1.5,0.5,56.32,63.09,82.14,65.15,37.36,56.65,48.67
Cole Bassett,us USA,Forward,Colorado Rapids,22,2001,30,29,2569,0.32,0.22,2.38,0.81,0.04,0.04,3.19,0.49,50.38,59.24,25.08,27.26,20.25,23.02,3.78,6.1,0.25,0.15,1.19,6.45,0.98,0.07,7.81,2.7,4.8,2.31,1.19,0.91,1.12,0.28,1.3,2.77,1.47,1.16,0.67,0.88,0.07,70.1,1.51,10.33,35.56,24.87,3.61,70.07,1.3,0.7,44.56,2.45,0.7,1.44,1.4,53.18,0.04,0.0,0.0,0.84,1.12,0.04,0.0,0.0,0.0,4.62,1.12,1.09,2.21,2.84,15.31,3.68,5.36,2.49,0.45,50.68,85.04,92.0,87.97,61.97,49.02,53.85
