Player,Nationality,Team,League,Position,General Position,Age,Minutes,Matches,Offensive Index,Passing Index,Possession Index,Defensive Index
Andre-Frank Zambo Anguissa,CMR,Napoli,Italian Serie A,RM,Midfielder,29,2852,1,77,59,54,53
Andrea Belotti,ITA,"Benfica, Como","Italian Serie A, UEFA Champions League",AM,Forward,31,652,1,43,28,27,57
Andrea Cambiaso,ITA,Juventus,"Italian Serie A, UEFA Champions League",LB,Defender,25,2696,1,85,80,89,36
Andrea Carboni,ITA,Monza,Italian Serie A,CB,Defender,24,2114,1,35,34,37,52
Andrea Colpani,ITA,Fiorentina,"Italian Serie A, UEFA Europa Conference League",RW,Forward,26,1479,1,44,56,62,51
Andrea Petagna,ITA,Monza,Italian Serie A,AM,Forward,29,335,1,20,16,24,39
Andrea Pinamonti,ITA,Genoa,Italian Serie A,AM,Forward,25,2850,1,59,32,22,50
Andreas Albers,DEN,St. Pauli,German Bundesliga,AM,Forward,34,62,1,86,35,55,74
Andreas Christensen,DEN,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,29,262,1,37,51,40,60
Andreas Cornelius,DEN,FC Copenhagen,UEFA Europa Conference League,AM,Forward,31,174,1,22,35,17,60
Andreas Hanche-Olsen,NOR,Mainz 05,German Bundesliga,CB,Defender,28,1284,1,63,48,28,54
Andreas Helmersen,NOR,Bodø/Glimt,UEFA Europa League,AM,Forward,27,255,1,56,60,42,80
Andreas Ntoi,GRE,Olympiacos,UEFA Europa League,CB,Defender,21,27,1,31,26,28,77
Andreas Pereira,BRA,Fulham,English Premier League,DM,Midfielder,29,1904,1,62,78,64,42
Andreas Schjelderup,NOR,Benfica,UEFA Champions League,LW,Forward,20,402,1,31,67,70,55
Andreas Skov Olsen,DEN,"Club Brugge, Wolfsburg","German Bundesliga, UEFA Champions League",RM,Forward,25,901,1,47,77,73,49
Andrei Gheorghiță,ROU,FCSB,UEFA Europa League,AM,Forward,22,147,1,75,36,71,62
Andrei Ratiu,ROU,Rayo Vallecano,Spanish La Liga,RB,Defender,26,3065,1,81,79,92,40
Andrej Ilic,SRB,Union Berlin,German Bundesliga,AM,Forward,25,937,1,71,25,23,63
Andrej Kramarić,CRO,Hoffenheim,"German Bundesliga, UEFA Europa League",AM,Forward,33,3247,1,58,80,59,32
Andres Cuenca,ESP,Barcelona,UEFA Champions League,CB,Defender,17,7,1,31,22,22,45
Andrew Omobamidele,IRL,Strasbourg,French Ligue 1,CB,Defender,22,539,1,32,18,19,59
Andrew Robertson,SCO,Liverpool,"English Premier League, UEFA Champions League",LB,Defender,31,2672,1,45,88,81,36
Andrey Santos,BRA,Strasbourg,French Ligue 1,CM,Midfielder,21,2855,1,77,51,35,72
Andri Fannar Baldursson,ISL,Elfsborg,UEFA Europa League,CM,Midfielder,22,194,1,43,55,25,89
Andri Guðjohnsen,ISL,Gent,UEFA Europa Conference League,AM,Forward,23,507,1,18,58,13,49
Andrija Maksimović,SRB,Red Star,UEFA Champions League,AM,Forward,17,414,1,30,62,44,26
Andrija Radulović,MNE,Rapid Wien,UEFA Europa Conference League,AM,Forward,22,81,1,29,54,55,42
Andrija Živković,SRB,PAOK,UEFA Europa League,RW,Forward,28,541,1,49,89,58,57
Andriy Yarmolenko,UKR,Dynamo Kyiv,UEFA Europa League,RW,Forward,35,197,1,80,53,56,67
Andronikos Kakoulli,CYP,AC Omonia,UEFA Europa Conference League,AM,Forward,23,507,1,59,44,30,49
András Schäfer,HUN,Union Berlin,German Bundesliga,CM,Midfielder,26,1534,1,54,50,52,66
André,BRA,Wolves,English Premier League,CM,Midfielder,23,2075,1,38,34,25,45
André Ayew,GHA,Le Havre,French Ligue 1,AM,Forward,35,1453,1,42,29,15,50
André Franco,POR,Porto,UEFA Europa League,AM,Defender,26,18,1,54,86,46,3
André Gomes,POR,Lille,"French Ligue 1, UEFA Champions League",DM,Midfielder,31,1298,1,35,64,57,50
André Horta,POR,"Braga, Olympiacos",UEFA Europa League,AM,Forward,28,290,1,37,68,65,59
André Silva,POR,"RB Leipzig, Werder Bremen","German Bundesliga, UEFA Champions League",AM,Forward,29,593,1,55,60,45,60
Andrés García,ESP,Aston Villa,English Premier League,RB,Defender,22,207,1,41,76,93,34
Andu Kelati,GER,Holstein Kiel,German Bundesliga,AM,Forward,22,288,1,65,59,32,47
Andy Delort,ALG,Montpellier,French Ligue 1,AM,Forward,33,517,1,32,40,22,50
Andy Diouf,FRA,Lens,French Ligue 1,CM,Midfielder,22,2225,1,52,72,85,45
Andy Irving,SCO,West Ham,English Premier League,CM,Midfielder,24,166,1,48,46,32,68
Andy Pelmard,FRA,"Las Palmas, Lecce","Italian Serie A, Spanish La Liga",CB,Defender,24,300,1,39,57,45,36
Andy Ryan,SCO,Larne FC,UEFA Europa Conference League,AM,Forward,30,404,1,32,35,26,40
Ange Martial Tia,MLI,Reims,French Ligue 1,RM,Midfielder,18,171,1,40,32,59,83
Ange-Yoan Bonny,FRA,Parma,Italian Serie A,AM,Forward,21,2503,1,40,46,46,35
Angel Gomes,ENG,Lille,"French Ligue 1, UEFA Champions League",AM,Forward,24,895,1,54,75,49,53
Angeliño,ESP,Roma,"Italian Serie A, UEFA Europa League",WB,Midfielder,28,4167,1,69,76,70,46
Angelo Fulgini,FRA,Lens,French Ligue 1,AM,Forward,28,1045,1,49,86,69,57
Angelo Stiller,GER,Stuttgart,"German Bundesliga, UEFA Champions League",DM,Midfielder,24,3434,1,59,92,69,35
Angelos Neophytou,CYP,AC Omonia,UEFA Europa Conference League,AM,Forward,19,15,1,23,39,23,14
Anis Hadj Moussa,ALG,Feyenoord,UEFA Champions League,RW,Forward,23,783,1,66,51,75,60
Anouar Ait El Hadj,BEL,Union SG,UEFA Europa League,CM,Midfielder,22,311,1,46,93,91,31
Anrie Chase,JPN,Stuttgart,"German Bundesliga, UEFA Champions League",CB,Defender,20,892,1,32,46,39,42
Ansgar Knauff,GER,Eint Frankfurt,"German Bundesliga, UEFA Europa League",RM,Midfielder,23,2194,1,76,77,85,45
Ansu Fati,ESP,Barcelona,"Spanish La Liga, UEFA Champions League",LW,Forward,22,274,1,44,64,81,33
Antal Yaakobishvili,HUN,Girona,UEFA Champions League,CB,Defender,20,90,1,46,19,10,41
Ante Budimir,CRO,Osasuna,Spanish La Liga,AM,Forward,33,2952,1,67,32,18,50
Ante Rebić,CRO,Lecce,Italian Serie A,AM,Forward,31,736,1,43,61,53,64
Anthony Briançon,FRA,Saint-Étienne,French Ligue 1,RB,Defender,30,1,1,31,17,9,3
Anthony Caci,FRA,Mainz 05,German Bundesliga,WB,Midfielder,27,2684,1,56,85,68,54
Anthony Elanga,SWE,Nott'ham Forest,English Premier League,RW,Forward,23,2252,1,68,71,69,52
Anthony Gordon,ENG,Newcastle Utd,English Premier League,LW,Forward,24,2242,1,55,80,81,58
Anthony Jung,GER,Werder Bremen,German Bundesliga,CB,Defender,33,1898,1,37,47,54,58
Anthony Losilla,FRA,Bochum,German Bundesliga,CM,Midfielder,39,1137,1,33,41,18,71
Anthony Ralston,SCO,Celtic,UEFA Champions League,RB,Defender,26,64,1,50,35,58,73
Anthony Rouault,FRA,"Rennes, Stuttgart","French Ligue 1, German Bundesliga, UEFA Champions League",CB,Defender,23,2804,1,57,56,36,50
Anto Grgić,SUI,Lugano,UEFA Europa Conference League,DM,Midfielder,28,715,1,43,76,24,45
Antoine Bernede,FRA,Hellas Verona,Italian Serie A,CM,Midfielder,25,594,1,76,49,49,45
Antoine Griezmann,FRA,Atlético Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,34,3197,1,70,83,55,60
Antoine Hainaut,FRA,Parma,Italian Serie A,RB,Defender,23,1116,1,86,65,71,55
Antoine Joujou,FRA,Le Havre,French Ligue 1,LM,Midfielder,22,943,1,45,75,91,40
Antoine Makoumbou,CGO,Cagliari,Italian Serie A,CM,Midfielder,26,2150,1,30,45,25,24
Antoine Mendy,SEN,Nice,"French Ligue 1, UEFA Europa League",CB,Defender,20,1078,1,40,56,66,59
Antoine Semenyo,GHA,Bournemouth,English Premier League,RW,Forward,25,2663,1,78,65,79,67
Anton Gaaei,DEN,Ajax,UEFA Europa League,RB,Defender,22,507,1,48,66,83,66
Anton Nedyalkov,BUL,Ludogorets,UEFA Europa League,LB,Defender,31,149,1,47,42,59,67
Anton Stach,GER,Hoffenheim,"German Bundesliga, UEFA Europa League",DM,Midfielder,26,3103,1,55,65,50,69
Antonee Robinson,USA,Fulham,English Premier League,LB,Defender,27,3077,1,49,83,90,73
Antoni Milambo,NED,Feyenoord,UEFA Champions League,RM,Midfielder,19,762,1,82,45,48,30
Antonino Gallo,ITA,Lecce,Italian Serie A,LB,Defender,25,2339,1,58,69,77,49
Antonio Blanco,ESP,Alavés,Spanish La Liga,DM,Midfielder,24,2727,1,31,51,28,63
Antonio Candela,ITA,"Valladolid, Venezia","Italian Serie A, Spanish La Liga",RB,Defender,25,1831,1,38,61,61,43
Antonio Marin,CRO,Olimpija,UEFA Europa Conference League,AM,Forward,24,110,1,18,36,73,68
Antonio Nusa,NOR,RB Leipzig,"German Bundesliga, UEFA Champions League",AM,Midfielder,20,2076,1,78,72,89,38
Antonio Raillo,ESP,Mallorca,Spanish La Liga,CB,Defender,33,3207,1,69,44,41,48
Antonio Raimondo,ITA,Venezia,Italian Serie A,AM,Forward,20,86,1,30,35,52,30
Antonio Rüdiger,GER,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,32,3478,1,52,51,41,34
Antonio Sanabria,PAR,Torino,Italian Serie A,AM,Forward,29,1138,1,34,35,19,49
Antonio Sánchez,ESP,Mallorca,Spanish La Liga,RM,Midfielder,28,1395,1,26,36,56,50
Antonios Papadopoulos,GER,Lugano,UEFA Europa Conference League,CB,Defender,25,629,1,84,53,35,46
Antoniu,ESP,Espanyol,Spanish La Liga,RM,Midfielder,22,1022,1,39,50,86,37
Antony,BRA,"Betis, Manchester Utd","English Premier League, Spanish La Liga, UEFA Europa Conference League, UEFA Europa League",RW,Forward,25,2398,1,82,82,88,48
Antonín Barák,CZE,Fiorentina,Italian Serie A,AM,Forward,29,54,1,50,69,55,31
António Silva,POR,Benfica,UEFA Champions League,CB,Defender,21,725,1,32,26,22,53
Anuar,MAR,Valladolid,Spanish La Liga,RM,Midfielder,30,1720,1,60,26,45,53
Apostolos Apostolopoulos,GRE,Olympiacos,UEFA Europa League,LB,Defender,21,45,1,48,63,73,22
Aral Şimşir,DEN,Midtjylland,UEFA Europa League,LW,Forward,22,476,1,39,92,89,44
Arber Zeneli,KVX,Elfsborg,UEFA Europa League,RW,Forward,29,457,1,21,45,44,41
Arbër Hoxha,ALB,Dinamo Zagreb,UEFA Champions League,LB,Defender,26,65,1,46,21,93,19
Archie Brown,ENG,Gent,UEFA Europa Conference League,LB,Defender,22,395,1,96,61,90,66
Archie Gray,ENG,Tottenham,"English Premier League, UEFA Europa League",CB,Defender,19,2275,1,40,46,42,36
Arda Güler,TUR,Real Madrid,"Spanish La Liga, UEFA Champions League",RW,Forward,20,1397,1,63,92,69,61
Ardian Ismajli,ALB,Empoli,Italian Serie A,CB,Defender,28,2328,1,28,19,14,55
Ardon Jashari,SUI,Club Brugge,UEFA Champions League,DM,Midfielder,22,949,1,39,45,49,44
Ari Sigurpálsson,ISL,KV,UEFA Europa Conference League,LM,Midfielder,21,535,1,79,33,91,46
Aridane Hernández,ESP,Rayo Vallecano,Spanish La Liga,CB,Defender,36,1025,1,35,26,25,58
Arijan Ademi,MKD,Dinamo Zagreb,UEFA Champions League,CM,Midfielder,33,287,1,31,21,47,63
Arijon Ibrahimović,GER,"Bayern Munich, Lazio","German Bundesliga, Italian Serie A, UEFA Champions League",AM,Forward,19,12,1,28,13,24,8
Aristide Zossou,CIV,Auxerre,French Ligue 1,AM,Midfielder,19,16,1,30,44,72,5
Aritz Arambarri,ESP,Leganés,Spanish La Liga,CB,Defender,26,177,1,35,18,10,44
Aritz Elustondo,ESP,Real Sociedad,"Spanish La Liga, UEFA Europa League",CB,Defender,31,2071,1,38,60,50,45
Arjan Malic,BIH,Sturm Graz,UEFA Champions League,RB,Defender,19,184,1,86,57,67,52
Arkaitz Mariezkurrena,ESP,Real Sociedad,Spanish La Liga,AM,Forward,20,241,1,84,39,32,69
Armandas Kučys,LTU,NK Celje,UEFA Europa Conference League,AM,Forward,22,564,1,70,53,16,54
Armando Broja,ALB,Everton,English Premier League,AM,Forward,23,334,1,25,26,69,48
Armando Izzo,ITA,Monza,Italian Serie A,CB,Defender,33,2345,1,61,39,37,40
Armando Obispo,NED,PSV Eindhoven,UEFA Champions League,CB,Defender,26,263,1,36,27,18,44
Armel Bella Kotchap,GER,Southampton,English Premier League,CB,Defender,23,331,1,21,19,10,60
Armin Gigovic,BIH,Holstein Kiel,German Bundesliga,CM,Midfielder,23,1895,1,79,45,55,46
Armin Midzic,AUT,LASK,UEFA Europa Conference League,CB,Defender,18,90,1,32,39,19,39
Armindo Sieb,GER,Mainz 05,German Bundesliga,AM,Forward,22,762,1,48,53,62,51
Arnau Martinez,ESP,Girona,"Spanish La Liga, UEFA Champions League",RB,Defender,22,3038,1,80,71,74,52
Arnau Solà,ESP,Villarreal,Spanish La Liga,LM,Midfielder,22,13,1,27,13,6,43
Arnaud Kalimuendo,FRA,Rennes,French Ligue 1,AM,Forward,23,2578,1,69,44,45,38
Arnaud Nordin,FRA,"Mainz 05, Montpellier","French Ligue 1, German Bundesliga",AM,Forward,26,1246,1,57,53,77,56
Arnaut Danjuma,NED,"Girona, Villarreal","Spanish La Liga, UEFA Champions League",AM,Forward,28,1924,1,56,65,89,44
Arne Engels,BEL,"Augsburg, Celtic","German Bundesliga, UEFA Champions League",AM,Forward,21,803,1,37,75,30,66
Arne Maier,GER,Augsburg,German Bundesliga,CM,Midfielder,26,938,1,49,71,74,34
Arno Verschueren,BEL,Twente,UEFA Europa League,AM,Forward,27,28,1,23,20,7,41
Aron Dønnum,NOR,Toulouse,French Ligue 1,WB,Midfielder,27,2689,1,63,77,84,44
Aron Þrándarson,ISL,KV,UEFA Europa Conference League,CM,Midfielder,30,465,1,28,42,62,68
Arouna Sangante,SEN,Le Havre,French Ligue 1,CB,Defender,23,1244,1,80,35,43,57
Arsen Zakharyan,RUS,Real Sociedad,"Spanish La Liga, UEFA Europa League",CM,Forward,21,81,1,96,91,37,36
Artak Dashyan,ARM,FC Noah,UEFA Europa Conference League,CM,Midfielder,35,174,1,26,30,56,56
Artem Avanesyan,ARM,FC Noah,UEFA Europa Conference League,CM,Midfielder,25,90,1,32,63,52,33
Artem Bondarenko,UKR,Shakhtar,UEFA Champions League,DM,Midfielder,24,462,1,26,38,51,45
Artem Dovbyk,UKR,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,27,3054,1,59,34,28,42
Artem Stepanov,UKR,Leverkusen,UEFA Champions League,AM,Forward,17,19,1,23,13,22,39
Arthur,BRA,Leverkusen,"German Bundesliga, UEFA Champions League",RB,Defender,22,862,1,38,71,79,46
Arthur Atta,FRA,Udinese,Italian Serie A,CM,Midfielder,22,1241,1,47,60,84,34
Arthur Cabral,BRA,Benfica,UEFA Champions League,AM,Forward,26,80,1,86,18,12,47
Arthur Chaves,BRA,Hoffenheim,"German Bundesliga, UEFA Europa League",CB,Defender,24,2607,1,56,35,32,75
Arthur Masuaku,COD,Beşiktaş,UEFA Europa League,LB,Defender,31,600,1,85,58,82,52
Arthur Melo,BRA,Girona,Spanish La Liga,CM,Midfielder,28,941,1,32,44,66,29
Arthur Theate,BEL,Eint Frankfurt,"German Bundesliga, UEFA Europa League",CB,Defender,24,3593,1,46,66,66,65
Arthur Vermeeren,BEL,RB Leipzig,"German Bundesliga, UEFA Champions League",CM,Midfielder,20,1908,1,32,50,34,54
Artur Gajdoš,SVK,Slovan Bratislava,UEFA Champions League,DM,Midfielder,21,19,1,53,70,49,36
Artur Jędrzejczyk,POL,Legia Warsaw,UEFA Europa Conference League,CB,Defender,37,165,1,50,63,20,60
Arturo Rodríguez,ESP,Las Palmas,Spanish La Liga,RW,Forward,18,21,1,26,13,55,8
Arvid Brorsson,SWE,Monza,Italian Serie A,CB,Defender,26,362,1,32,20,31,58
Asger Sørensen,DEN,Sparta Prague,UEFA Champions League,CB,Defender,28,360,1,41,27,28,46
Ash Baker,WAL,The New Saints,UEFA Europa Conference League,RB,Defender,28,78,1,19,17,20,54
Asher Agbinone,ENG,Crystal Palace,English Premier League,AM,Forward,19,6,1,43,24,58,33
Ashley Young,ENG,Everton,English Premier League,RB,Defender,39,1837,1,78,86,60,46
Asier Villalibre,ESP,Alavés,Spanish La Liga,AM,Forward,27,333,1,38,48,31,68
Aslak Witry,NOR,Ludogorets,UEFA Europa League,RB,Defender,28,457,1,49,62,37,58
Assan Ouedraogo,GER,RB Leipzig,"German Bundesliga, UEFA Champions League",AM,Forward,18,74,1,13,15,41,40
Assane Diao,SEN,"Betis, Como","Italian Serie A, Spanish La Liga, UEFA Europa Conference League",LW,Forward,19,1879,1,69,51,76,70
Assane Dioussé,SEN,Auxerre,French Ligue 1,CM,Midfielder,27,663,1,43,23,24,40
Aster Vranckx,BEL,Wolfsburg,German Bundesliga,CM,Midfielder,22,556,1,30,35,32,53
Atakan Karazor,NAN,Stuttgart,"German Bundesliga, UEFA Champions League",DM,Midfielder,28,3171,1,49,62,39,58
Ato Ampah,ENG,Chelsea,UEFA Europa Conference League,RW,Forward,18,45,1,47,26,90,33
Atomu Tanaka,JPN,HJK,UEFA Europa Conference League,AM,Forward,37,54,1,41,49,52,86
Atsuki Ito,JPN,Gent,UEFA Europa Conference League,CM,Midfielder,26,605,1,36,60,49,76
August Mikkelsen,NOR,Bodø/Glimt,UEFA Europa League,AM,Forward,24,73,1,46,67,51,8
August Priske,DEN,Djurgården,UEFA Europa Conference League,AM,Forward,21,496,1,46,62,34,57
Augustine Boakye,GHA,Saint-Étienne,French Ligue 1,RW,Forward,24,733,1,79,61,75,50
Aurele Amenda,SUI,Eint Frankfurt,"German Bundesliga, UEFA Europa League",CB,Defender,21,208,1,45,61,54,50
Aurélien Nguiamba,FRA,Jagiellonia,UEFA Europa Conference League,CM,Midfielder,25,197,1,38,58,23,43
Aurélien Tchouaméni,FRA,Real Madrid,"Spanish La Liga, UEFA Champions League",CB,Midfielder,25,3486,1,26,37,31,58
Aurélio Buta,POR,Reims,French Ligue 1,RB,Defender,28,1970,1,51,65,65,46
Auston Trusty,USA,Celtic,UEFA Champions League,CB,Defender,26,816,1,28,45,25,45
Avishay Cohen,ISR,Maccabi Tel Aviv,UEFA Europa League,RB,Defender,29,19,1,54,43,59,66
Axel Camblan,FRA,Brest,French Ligue 1,LM,Forward,21,26,1,26,28,56,52
Axel Disasi,FRA,"Aston Villa, Chelsea","English Premier League, UEFA Champions League, UEFA Europa Conference League",RB,Defender,27,1232,1,83,58,50,55
Axel Gueguin,FRA,Montpellier,French Ligue 1,LW,Forward,19,23,1,24,51,12,38
Axel Tapé,FRA,Paris S-G,French Ligue 1,CB,Defender,17,180,1,34,29,42,15
Axel Tuanzebe,COD,Ipswich Town,English Premier League,RB,Defender,27,1440,1,38,53,43,42
Axel Witsel,BEL,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,36,1123,1,35,50,25,58
Ayanda Sishuba,BEL,Rennes,French Ligue 1,AM,Forward,20,3,1,23,13,6,23
Ayase Ueda,JPN,Feyenoord,UEFA Champions League,AM,Forward,26,384,1,54,15,23,40
Ayden Heaven,ENG,Manchester Utd,"English Premier League, UEFA Europa League",CB,Defender,18,210,1,32,27,17,35
Ayman Aiki,FRA,Saint-Étienne,French Ligue 1,RW,Forward,19,127,1,27,33,49,50
Ayman Azhil,MAR,Dortmund,"German Bundesliga, UEFA Champions League",CM,Midfielder,23,26,1,27,20,21,37
Ayman El Wafi,MAR,Lugano,UEFA Europa Conference League,RW,Defender,20,126,1,34,19,10,29
Aymen Barkok,MAR,Mainz 05,German Bundesliga,CM,Midfielder,26,73,1,41,79,54,42
Aymen Sliti,NED,Feyenoord,UEFA Champions League,LW,Forward,18,62,1,33,13,7,30
Ayoub El Kaabi,MAR,Olympiacos,UEFA Europa League,AM,Forward,31,699,1,74,32,15,51
Ayoze Pérez,ESP,Villarreal,Spanish La Liga,AM,Forward,31,1970,1,87,56,62,49
Ayyoub Bouaddi,FRA,Lille,"French Ligue 1, UEFA Champions League",DM,Midfielder,17,1773,1,31,44,40,50
Azor Matusiwa,NED,Rennes,French Ligue 1,CM,Midfielder,27,2078,1,47,61,45,63
Azzedine Ounahi,MAR,Panathinaikos,UEFA Europa Conference League,RM,Midfielder,24,554,1,44,85,92,40
Aïssa Mandi,ALG,Lille,"French Ligue 1, UEFA Champions League",RB,Defender,33,2052,1,43,56,44,26
Baba Alhassan,GHA,FCSB,UEFA Europa League,DM,Midfielder,25,369,1,36,37,33,60
Baba Rahman,GHA,PAOK,UEFA Europa League,LB,Defender,30,835,1,79,63,79,49
Badavi Huseynov,AZE,Qarabağ,UEFA Europa League,CB,Defender,33,383,1,34,28,14,64
Badredine Bouanani,ALG,Nice,"French Ligue 1, UEFA Europa League",AM,Forward,20,1637,1,74,74,72,45
Bafodé Diakité,FRA,Lille,"French Ligue 1, UEFA Champions League",CB,Defender,24,3621,1,68,42,37,47
Bahereba Guirassy,FRA,Nantes,French Ligue 1,LW,Forward,18,348,1,78,36,80,72
Bailey Rice,SCO,Rangers,UEFA Europa League,DM,Midfielder,18,122,1,35,69,13,41
Baktiyor Zainutdinov,KAZ,Beşiktaş,UEFA Europa League,LB,Defender,26,112,1,47,26,52,39
Balthazar Pierret,FRA,Lecce,Italian Serie A,DM,Midfielder,25,1708,1,32,33,33,52
Bamba Dieng,SEN,Angers,French Ligue 1,AM,Forward,25,532,1,57,27,31,31
Bamo Meïté,CIV,"Marseille, Montpellier",French Ligue 1,CB,Defender,23,450,1,34,18,25,24
Baptiste Santamaria,FRA,"Nice, Rennes",French Ligue 1,CM,Midfielder,30,1409,1,35,46,38,60
Barcia,ESP,Legia Warsaw,UEFA Europa Conference League,CB,Defender,23,110,1,38,27,32,74
Barnabás Varga,HUN,Ferencváros,UEFA Europa League,AM,Forward,31,681,1,76,50,31,55
Barnes Osei,GHA,Astana FK,UEFA Europa Conference League,CM,Midfielder,29,253,1,37,47,9,28
Barrie McKay,SCO,Hearts,UEFA Europa Conference League,DM,Defender,29,97,1,34,42,66,22
Bart Meijers,NED,Borac Banja Luka,UEFA Europa Conference League,CB,Defender,28,930,1,36,43,48,40
Bart Nieuwkoop,NED,Feyenoord,UEFA Champions League,RB,Defender,28,348,1,25,55,43,70
Bart Schenkeveld,NED,Panathinaikos,UEFA Europa Conference League,CB,Defender,33,315,1,38,36,42,26
Bart van Rooij,NED,Twente,UEFA Europa League,RB,Defender,23,839,1,55,67,72,60
Bartol Franjić,CRO,Shakhtar,UEFA Champions League,DM,Defender,24,21,1,31,17,9,17
Bartosz Kapustka,POL,Legia Warsaw,UEFA Europa Conference League,RM,Midfielder,28,613,1,70,70,81,34
Barış Alper Yılmaz,TUR,Galatasaray,UEFA Europa League,RW,Forward,24,778,1,53,79,86,74
Bas Kuipers,NED,Twente,UEFA Europa League,LB,Defender,30,326,1,34,70,56,36
Bastien Toma,SUI,St. Gallen,UEFA Europa Conference League,AM,Forward,25,353,1,37,81,50,32
Batyrkhan Mustafin,KAZ,Astana FK,UEFA Europa Conference League,AM,Forward,19,1,1,23,13,6,8
Bazoumana Touré,CIV,Hoffenheim,German Bundesliga,AM,Forward,19,609,1,39,81,76,66
Becir Omeragic,SUI,Montpellier,French Ligue 1,CB,Defender,23,1799,1,36,41,48,29
Ben Brereton,CHI,Southampton,English Premier League,AM,Forward,25,449,1,20,31,58,66
Ben Chilwell,ENG,Crystal Palace,English Premier League,WB,Midfielder,28,259,1,88,68,61,74
Ben Clark,ENG,The New Saints,UEFA Europa Conference League,AM,Forward,40,307,1,26,29,36,69
Ben Davies,WAL,Tottenham,"English Premier League, UEFA Europa League",CB,Defender,32,1698,1,40,49,53,51
Ben Godfrey,ENG,"Atalanta, Ipswich Town","English Premier League, Italian Serie A, UEFA Champions League",CB,Defender,27,201,1,35,31,38,37
Ben Johnson,ENG,Ipswich Town,English Premier League,RB,Defender,25,1080,1,77,64,58,61
Ben Lhassine Kone,CIV,Como,Italian Serie A,CM,Midfielder,24,51,1,28,40,35,53
Ben Mee,ENG,Brentford,English Premier League,CB,Defender,35,179,1,33,31,54,43
Ben Old,NZL,Saint-Étienne,French Ligue 1,RW,Forward,22,528,1,27,45,65,53
Ben Viadere,FRA,Auxerre,French Ligue 1,DM,Midfielder,18,5,1,47,54,89,5
Ben White,ENG,Arsenal,"English Premier League, UEFA Champions League",RB,Defender,27,1353,1,47,82,60,64
Ben Winterburn,ENG,Bournemouth,English Premier League,AM,Forward,20,24,1,26,13,61,73
Bence Dárdai,HUN,Wolfsburg,German Bundesliga,CM,Midfielder,19,1304,1,53,48,20,50
Bence Sós,HUN,TSC Bačka Top,UEFA Europa Conference League,LM,Midfielder,30,88,1,49,75,72,72
Bendegúz Bolla,HUN,Rapid Wien,UEFA Europa Conference League,RB,Defender,25,771,1,85,73,83,46
Benedict Hollerbach,GER,Union Berlin,German Bundesliga,AM,Forward,24,2540,1,66,47,75,55
Benedikt Gimber,GER,Heidenheim,"German Bundesliga, UEFA Europa Conference League",CB,Defender,28,2776,1,31,31,27,63
Benedikt Pichler,AUT,Holstein Kiel,German Bundesliga,AM,Forward,27,785,1,49,61,51,53
Beni,ANG,Vitória,UEFA Europa Conference League,CM,Midfielder,22,17,1,27,24,24,5
Beni Baningime,COD,Hearts,UEFA Europa Conference League,CM,Midfielder,26,141,1,30,15,24,32
Benito Ramírez,ESP,Las Palmas,Spanish La Liga,LB,Defender,29,478,1,50,74,87,44
Benjamin André,FRA,Lille,"French Ligue 1, UEFA Champions League",DM,Midfielder,34,3502,1,32,59,47,73
Benjamin Boakye,GER,Stuttgart,UEFA Champions League,RW,Forward,19,7,1,26,45,72,8
Benjamin Bouchouari,MAR,Saint-Étienne,French Ligue 1,RM,Midfielder,23,1727,1,62,61,76,50
Benjamin Bourigeaud,FRA,Rennes,French Ligue 1,RM,Midfielder,30,80,1,86,22,55,63
Benjamin Böckle,AUT,Rapid Wien,UEFA Europa Conference League,CB,Defender,22,116,1,18,21,80,66
Benjamin Henrichs,GER,RB Leipzig,"German Bundesliga, UEFA Champions League",LB,Defender,27,1409,1,51,81,68,53
